Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,IsRecommendationSystemOpted,error
,,,,,,,,,,,error,Bachelor of Science in Health Systems Management,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Minor in Health Systems Management,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Arts in History,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Minor in History,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"Students intending to declare a Minor in Holocaust, Genocide, and Human Rights Studies must see the Program Director or the Undergraduate Coordinator in the Department of Global Studies. To be admitted to the minor, students must have a GPA of at least 2.0. The minor must be declared before the student has completed 90.0 credit hours.",Not Required,True,False,False,False,False,,,program,"Minor in Holocaust, Genocide, and Human Rights Studies",https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,Minor in Industrial and Systems Engineering,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"The minor in Information Technology is open to all University students except those in the B.S. in Computer Science, the B.S. in Cybersecurity, or the B.A. in Computer Science programs. To declare the minor, students must have a cumulative GPA of at least 2.5. Students must earn a grade of C or above in all courses applied to the minor.",Not Required,True,False,True,False,False,,,program,Minor in Information Technology,https://academics.charlotte.edu/undergraduate-programs/,,
Not Required,Not Required,"UNC Charlotte practices a comprehensive and holistic review of all applications. Applicants must submit a completed application for admission, a non-refundable $80 application fee (or approved fee waiver), and an official high school transcript. The submission of official SAT or ACT scores is optional for applicants.",Not Required,True,False,False,False,False,,,program,Bachelor of Science in International Business,https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,Minor in International Studies,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Minor in Japanese,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"The Minor in Jewish Studies requires 18 credit hours. A grade of C or above is required in all courses. At least nine (9) of the 18 credit hours for the minor must be taken in residence at UNC Charlotte. Courses for the minor cannot be taken on a Pass/No Credit basis. To declare a minor in Jewish Studies, a student should obtain a ""Declaration of Minor"" form from the College of Liberal Arts & Sciences Advising Center or from the Registrar's Office. This form should be completed by the student, signed by the Director of the Jewish Studies program, and submitted to the College of Liberal Arts & Sciences Advising Center.",Not Required,True,False,False,False,False,,,program,Minor in Jewish Studies,https://academics.charlotte.edu/undergraduate-programs/,,
Not Required,Not Required,A minimum overall GPA of 2.0. A grade of C or above in COMM 2107. Students must submit an application to the Department of Communication Studies to be admitted into the minor. Students can get an application from the Communication Studies website or the departmental office.,Not Required,True,False,False,False,False,,,program,Minor in Journalism,https://academics.charlotte.edu/undergraduate-programs/,,
Not Required,Not Required,"Minimum GPA of 2.75. Passing scores on the Praxis Core Academic Skills for Educators tests (Reading, Writing, and Mathematics) or SAT/ACT equivalent scores. Oral proficiency in English demonstrated by a score of Advanced-Mid or higher on the Oral Proficiency Interview (OPI) from the American Council on the Teaching of Foreign Languages (ACTFL). A grade of C or above in MFLA 2050. Students must meet with the program coordinator and submit an application for admission to the minor. To be admitted to the minor, students must complete an Application to Candidacy and submit it to the Office of Teacher Education Advising and Licensure (TEAL).",Not Required,True,False,False,False,False,24.0,1170.0,program,Minor in K-12 and Foreign Language Education,https://academics.charlotte.edu/undergraduate-programs/,,
Not Required,Not Required,Students must be in good academic standing with a GPA of 2.0 or better.,Not Required,True,False,True,False,False,,,program,Minor in Kinesiology,https://academics.charlotte.edu/undergraduate-programs/,,
,,This minor is open to all majors. Students should declare their intent to pursue the minor with the School of Architecture academic advisor. Students must earn a grade of C or above in all courses that apply to the Minor in Landscape Architecture.,,True,False,False,False,False,,,program,Minor in Landscape Architecture,https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,Minor in Latin American Studies,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"Students must meet with the minor advisor before declaring the Minor in Legal Studies. To declare the minor, students must have a GPA of at least 2.0.",Not Required,True,False,False,False,False,,,program,Minor in Legal Studies,https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,Bachelor of Science in Management,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Science in Management Information Systems,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"Students must have a minimum overall GPA of 2.5. Students must have completed 30 or more earned credit hours. Students must have completed INFO 2130 (or its equivalent) with a grade of C or above. Students must submit the ""Declare Your Major/Minor"" form to the Belk College of Business Undergraduate Programs Office.",Not Required,True,False,False,False,False,,,program,Minor in Management Information Systems,https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,Bachelor of Science in Marketing,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Minor in Marketing,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Optional,Optional,"Our holistic review process is designed to help us get to know you as a whole person, not just your test scores or GPA. We seek to admit students who will succeed academically, get involved and enhance our vibrant campus community. A completed application includes: Application, Non-refundable application fee, Official high school transcript, and Official SAT or ACT scores (optional for 2024 admissions).",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Mathematics,https://academics.charlotte.edu/undergraduate-programs/,,
Not Required,Not Required,"The requirements for a Minor in Mathematics are 18 credit hours of mathematics courses as specified below. A grade of C or above is required in each course counted for the minor. 

Required Courses (12 credit hours):
- MATH 1241 - Calculus I
- MATH 1242 - Calculus II
- MATH 2241 - Calculus III
- MATH 2164 - Matrices and Linear Algebra

Elective Courses (6 credit hours):
- Two additional MATH courses at the 3000-level or above.",Not Required,True,False,True,False,False,,,program,Minor in Mathematics,https://academics.charlotte.edu/undergraduate-programs/,,
Not Required,Optional,"For first-year admission, applicants must submit a completed application and fee, an official high school transcript, and standardized test scores (SAT/ACT). However, UNC Charlotte is test-optional for students applying for admission through Fall 2024. A personal essay is a recommended component of the application.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Mechanical Engineering,https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,Minor in Mechanical Engineering,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Required,"UNC Charlotte practices a comprehensive and holistic review process that considers the following: rigor of academic coursework, academic performance (GPA), and extracurricular activities (leadership, service, work experience, etc.). An essay is also required as part of the application.",Not Required,True,True,False,False,False,,,program,Bachelor of Arts in Middle Grades Education,https://academics.charlotte.edu/undergraduate-programs/,,
Not Required,Not Required,The minor in Military Science is open to all University students in good academic standing who are U.S. citizens and meet the physical standards for admission to the Basic Course.,Not Required,True,False,False,False,False,,,program,Minor in Military Science,https://academics.charlotte.edu/undergraduate-programs/,,
,,A student wishing to declare a Minor in Music must meet with a music advisor in the Department of Music. The minor is available to any student who meets the general requirements for a minor.,,True,False,False,False,False,,,program,Minor in Music,https://academics.charlotte.edu/undergraduate-programs/,,
Required,Optional,"Admission to the Department of Music requires an audition for the department in addition to the application to the University. General university application requirements include an application form, an application fee, and an official high school transcript. Submission of SAT or ACT scores is optional. The personal essay is a recommended item. The supplemental application to the Department of Music requires a music résumé.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Music,https://academics.charlotte.edu/undergraduate-programs/,,
Not Required,Not Required,Admission to the Department of Music is a dual-admission process. Students are required to be admitted to both the University and the Department of Music. Acceptance by the University does not guarantee acceptance by the department. Auditions and interviews are required for all students seeking admission as majors and minors in the Department of Music.,Not Required,True,False,False,False,False,,,program,Bachelor of Music in Music Education,https://academics.charlotte.edu/undergraduate-programs/,,
Not Required,Not Required,"All prospective music majors and minors must complete a two-part application process:

1. Apply to UNC Charlotte by the admissions deadlines.
2. Apply to the Department of Music. This involves submitting an online music application and scheduling an audition.

You must be accepted by both the University and the Department of Music to become a music major or minor.",Not Required,True,False,False,False,False,,,program,Bachelor of Music in Music Performance,https://academics.charlotte.edu/undergraduate-programs/,,
Not Required,Required,"Admission to the BSN program is a two-phase process. Phase I is admission to the University as a Pre-Nursing Student through the University Office of Undergraduate Admissions. General first-year application requirements include an online application and fee, official high school transcript, and a short essay. Standardized test scores (SAT/ACT) are optional. Phase II is the competitive application to the Upper Division of the nursing program. Requirements for the Upper Division application include completion of a separate School of Nursing application, completion of a minimum of 45 of the 59 required lower division semester hours, a minimum GPA of 3.0 in all lower division coursework, successful completion of the Test of Essential Academic Skills (TEAS), and completion of Certified Nurse Aide (CNA I) training and listing on a state registry.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Nursing,https://academics.charlotte.edu/undergraduate-programs/,,
Not Required,Required,"In order to complete your application, you must submit the following: Online Application; $80 Application Fee; Official High School Transcript; SAT or ACT Scores. We also require an essay as a part of the application for admission.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Physics,https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,Minor in Physics,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Arts in Political Science,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,At least 18 credit hours of POLS courses are required for the minor. A grade of C or above is required in each course counted toward the minor. At least half of the credit hours for the minor must be completed at UNC Charlotte. No more than two transfer courses (six credit hours) may be counted toward the minor. No course taken on a Pass/No Credit basis may be included in the minor.,Not Required,True,False,False,False,False,,,program,Minor in Political Science,https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,Bachelor of Arts in Psychology,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Minor in Psychology,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,Students can declare a major in public health when they apply for admission to UNC Charlotte as first-year or transfer students. Current UNC Charlotte students can declare a major in public health if they have earned a minimum of 12 credit hours and have a cumulative GPA of 2.5 or higher.,Not Required,True,False,False,False,False,,,program,Bachelor of Science in Public Health,https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,Minor in Public Health,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Minor in Reading Education,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Science in Religious Studies,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"To declare a Minor in Religious Studies, please go to the department office in Fretwell 230 and fill out the form.",Not Required,True,False,False,False,False,,,program,Minor in Religious Studies,https://academics.charlotte.edu/undergraduate-programs/,,
Not Required,Not Required,"The Minor in Russian Studies consists of 18 credit hours beyond the 1202 level. All minors must complete RUSS 2210 and RUSS 2211 or the equivalent. The remaining 12 hours may include courses in Russian at the 2000 level and above, and related courses offered in other departments (when a substantial portion of the work is devoted to Russian and/or East European topics). A grade of C or above is required in all courses counting toward the minor. Students must complete a minimum of 9 credit hours at UNC Charlotte.",Not Required,True,False,False,False,False,,,program,Minor in Russian,https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,Bachelor of Arts in Secondary Education,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor of Social Work,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Minor in Social Work,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Optional,Optional,"Admission to UNC Charlotte is based on a holistic review. A complete first-year application requires a completed online application, a non-refundable application fee, and an official high school transcript. For spring 2024, fall 2024, and spring 2025 admission, first-year students have the option to have their application reviewed with or without standardized test scores (SAT or ACT). It is also highly recommended, though not required, to submit a personal essay and a list of extracurricular activities or a resume to strengthen the application.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Sociology,https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,Minor in Sociology,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Minor in Software and Information Systems,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,Students who wish to declare a minor in Spanish must have a GPA of 2.0. The minor must be declared before the student has completed 90 hours of coursework. Minors may not be declared by students with senior standing. Minors are declared online.,Not Required,True,False,False,False,False,,,program,Minor in Spanish,https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,Bachelor of Arts in Special Education,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"First-year applicants must submit an online application, a non-refundable application fee, and an official high school transcript. Official college transcripts are required if any college coursework has been completed. The submission of SAT or ACT scores is optional.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Statistics,https://academics.charlotte.edu/undergraduate-programs/,,
Not Required,Not Required,"Students who wish to declare a minor in Statistics must have a grade of C or above in either STAT 1220, STAT 1221, or STAT 1222 and an overall GPA of 2.0 or above. Students who do not meet these requirements can seek an exception from the department.",Not Required,True,False,True,False,False,,,program,Minor in Statistics,https://academics.charlotte.edu/undergraduate-programs/,,
Not Required,Not Required,"The Minor in Systems Engineering requires 18 credit hours. A grade of C or above is required in all courses for the Minor. Required Courses (12 credit hours): SEGR 2100 - Introduction to Systems Engineering (3), SEGR 2200 - Systems Engineering Design Tools I (3), SEGR 3100 - Systems Engineering Design Tools II (3), SEGR 3200 - Systems Engineering Design Project (3). Electives (6 credit hours): Choose 6 credit hours from the following: SEGR 4991 - Systems Engineering Topics (3), SEGR 4992 - Systems Engineering Topics (3), SEGR 4993 - Systems Engineering Topics (3), SEGR 4994 - Systems Engineering Topics (3), SEGR 4995 - Systems Engineering Topics (3).",Not Required,True,False,True,False,False,,,program,Minor in Systems Engineering,https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,Bachelor of Arts in Theatre,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,Students wishing to declare a Minor in Theatre should contact the Department of Theatre Undergraduate Coordinator. An advising appointment is required prior to the declaration of the Minor. A grade of C or above is required in all courses for the Minor in Theatre.,Not Required,True,False,False,False,False,,,program,Minor in Theatre,https://academics.charlotte.edu/undergraduate-programs/,,
,,,,,,,,,,,error,Minor in Urban Studies,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Minor in Women's and Gender Studies,https://academics.charlotte.edu/undergraduate-programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
