Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore
,Master of Arts in Counseling: Marriage and Family Therapy/Counseling,,,,,Master,Fall,,August 2025,"January 15, 2026",,,Not Required,"All applicants whose native language is not English must demonstrate English language proficiency. The University of Akron Graduate School accepts TOEFL, IELTS, PTE Academic, and Duolingo English Test scores.",,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,School of Counseling,"$13,728/Year (in-state), $21,199/Year (out-of-state)",,,,,,Marriage and Family Therapy/Counseling,"The Marriage and Family Therapy/Counseling (MFT/C) program is a 60-semester hour, CACREP-accredited program that prepares students with specialized knowledge and skills to work with individuals, couples, and families from a systemic/relational perspective. The program is designed to meet the educational requirements for licensure in the state of Ohio as a Licensed Professional Counselor (LPC) and a Licensed Marriage and Family Therapist (LMFT). The program has also been approved by the International Registry of Counsellor Education Programmes (IRCEP), an international affiliate of CACREP, which facilitates opportunities for our graduates to seek credentials in other countries.",,https://www.uakron.edu/academics_majors/graduate_programs/,"The Marriage and Family Therapy/Counseling (MFT/C) program is a ... CACREP-accredited program. ... The program has also been approved by the International Registry of Counsellor Education Programmes (IRCEP), an international affiliate of CACREP...",,"$571.98/credit (in-state), $883.29/credit (out-of-state)",,,,4.0,2.75,,,,,,,,,,,,,,,,,,,,,,110.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,,,"Scholarships, Assistantships, Fellowships",,,,,,,
,Master of Arts in Education: School Counseling,,,,,Masters,"Summer, Fall",,August of the year prior to admission,January 15,,,Not Required,"Applicants whose native language is not English must submit proof of English proficiency unless they have a bachelor's or master's degree from a U.S. institution. The University of Akron accepts TOEFL, IELTS, PTE and Duolingo.",,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,LeBron James Family Foundation School of Education,11554/Year,,,,,,,"The School Counseling Program at The University of Akron is a 60-semester-hour, CACREP-accredited program that prepares students to meet the academic, career, and social/emotional developmental needs of children and adolescents in schools. Students are prepared to become professional school counselors in elementary, middle, and high school settings. The program meets the academic requirements for the State of Ohio Department of Education School Counselor license (K-12). It also provides the academic background necessary for students to become Licensed Professional Counselors (LPC) in the state of Ohio. Students complete a common core of counseling classes along with specific coursework in school counseling. This program requires both a practicum (100 hours) and an internship (600 hours). Students interested in pursuing a doctoral degree in Counselor Education and Supervision can transition into our Ph.D. program. The School Counseling program is offered in a traditional (in-person) format on the main campus in Akron.",,https://www.uakron.edu/academics_majors/graduate_programs/,CACREP-accredited,,566.23/Credit,,,,4.0,2.75,,,,,,,,,,,11554/Year,,,,,,,,,,,110.0,,,,6.5,,,53.0,,79.0,,,,,,,,,,,,,"Assistantships, Fellowships, Scholarships",,,,,,,
,PhD in Engineering: Polymer Engineering,,,,,,"Fall, Spring",,,,,,Not Required,International applicants are required to demonstrate proficiency in the English language. Applicants must submit one of the following: Test of English as a Foreign Language (TOEFL) with a minimum score of 79 (internet-based) or 550 (paper-based); International English Language Testing System (IELTS) with a minimum score of 6.5; Pearson Test of English (PTE) with a minimum score of 53; Duolingo with a minimum score of 110; or successful completion of ELS Language Centers Level 112.,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,College of Engineering and Polymer Science,"$15,162.12/Year (In-State), $22,151.52/Year (Out-of-State)",,,,,,Polymer Engineering,"The Doctor of Philosophy in Engineering degree program at The University of Akron is an interdisciplinary program that provides students with an opportunity to perform high level and ground-breaking research. Students select a specialization within one of the engineering disciplines offered through our five engineering departments. The College of Engineering and Polymer Science has a strong research reputation and is consistently ranked among the best engineering schools. Our faculty are active researchers, leaders in their fields, and are always looking to take on motivated students in their research group. The faculty work collaboratively with a number of centers on campus, industries, and government labs. Our Ph.D. students are highly sought after by industry, national labs and academia.",,https://www.uakron.edu/academics_majors/graduate_programs/,,,"$766.70/credit (In-State), $1,155.00/credit (Out-of-State)",,,,4.0,3.0,,,,,,,,,,,"$15,162.12/Year (In-State), $22,151.52/Year (Out-of-State)",,,,,,,,,,,110.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,"Stipends for the 2023-24 academic year are $30,000",,Teaching or research assistantships,,,,,,,
,Master of Business Administration with Concentration in Business Analytics,,,,,,"Fall, Spring, Summer",,,,,,Either,"All international applicants must demonstrate English proficiency. Minimum scores for admission without condition are: 79 for the internet-based TOEFL (iBT), 550 for the paper-based TOEFL (PBT), 6.5 for the IELTS, 53 for the PTE, or 110 for the Duolingo English Test. Successful completion of the ELS Language Centers' Level 112 is also accepted. Some applicants may be exempt from this requirement.",,,,,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,College of Business,"$16,932.60/Year (Ohio Resident)",,,,,,Business Analytics,"The University of Akron's Master of Business Administration (MBA) degree program is designed for individuals who have a bachelor's degree in any field. The program emphasizes strategic decision-making and developing skills to succeed in a rapidly changing business climate. The College of Business is one of only 194 business schools in the world to hold dual accreditation from AACSB International in both business and accounting. Why Akron? The UA MBA provides an excellent return on investment. Our program is flexible, affordable and high-quality, giving you the skills needed to compete in a global economy. We offer a wide range of graduate business courses that enable you to customize your education to meet your career goals. In addition to a general MBA, we offer 12 specializations, including a new specialization in healthcare management.",,https://www.uakron.edu/academics_majors/graduate_programs/,The College of Business is one of only 194 business schools in the world to hold dual accreditation from AACSB International in both business and accounting.,,940.7,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,110.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,,,Graduate assistantships,,,,,,,
,Master of Business Administration with Concentration in Finance,,,,,Master,"Fall, Spring, and Summer",,,,,,Optional,"International applicants must provide proof of English proficiency. Accepted tests include TOEFL (minimum 79 iBT or 550 PBT), IELTS (minimum 6.5), PTE Academic (minimum 53), or Duolingo English Test (minimum 105). Completion of Level 112 of the ELS Language Centers' Intensive English Program also satisfies this requirement.",,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,College of Business,"$27,951.12 (Total program tuition for Ohio residents)",,,,,,Finance,"The Master of Business Administration (MBA) program at The University of Akron is designed for individuals from all academic backgrounds who are ready to lead, innovate, and make a significant impact in the business world. Our program is tailored to provide a flexible, yet rigorous curriculum that combines core business principles with specialized knowledge, preparing you for the challenges of today's dynamic global market. Our program is offered in three flexible formats to fit your schedule: Traditional Part-Time MBA (on-campus), Online MBA (100% online), and a Full-Time Two-Year MBA Cohort. Each of these options delivers the same high-quality education and access to our dedicated faculty and resources. Whether you are looking to advance in your current career, switch industries, or start your own venture, our MBA program provides the tools, network, and experience to achieve your professional goals.",,https://www.uakron.edu/academics_majors/graduate_programs/,The University of Akron’s College of Business is one of only 190 universities in the world to hold dual AACSB accreditation in both business and accounting.,,"$776.42 per credit hour for Ohio residents, $1,192.83 per credit hour for non-residents",,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,105.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,,,"Merit-based, Need-based",,,,,,,
,Master of Business Administration with Concentration in Risk Management & Insurance,,,,,MBA,"Fall, Spring, Summer",,,,,,Either,"Applicants whose native language is not English must submit evidence of English language proficiency. The Graduate School accepts any one of the following: TOEFL iBT minimum score 79, IELTS minimum score 6.5, PTE Academic minimum score 53, Duolingo English Test minimum score 110, or successful completion of ELS Language Centers Level 112.",,,,,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,College of Business,"Approximately $24,700 for the entire program for Ohio residents and $38,100 for non-residents.",,,,,,Risk Management and Insurance,"The University of Akron’s Master of Business Administration (MBA) program gives students a global perspective on business, a strategic mindset to overcome challenges, and the confidence to build and lead teams. Students will develop their knowledge and skills in functional areas of business, including finance, management, and marketing. Our program is designed for working professionals, offering a flexible format to complete the program in two years or at your own pace. With Saturday and online MBA options available, students can earn their degree while working full-time. The Risk Management and Insurance concentration prepares students for leadership positions in the corporate risk management and insurance fields. Course topics include corporate risk management, employee benefits, insurance operations, and more.",,https://www.uakron.edu/academics_majors/graduate_programs/,"The College of Business is accredited by AACSB International, the premier accrediting agency for business schools.",,"Ohio Resident: $686.04/credit; Non-Ohio Resident: $1,058.22/credit",,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,110.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,"Stipends for graduate assistantships range from $4,500 to $9,000 per academic year.",,"Merit-based scholarships, Graduate Assistantships",,,,,,,
,Master of Business Administration with Concentration in Global Technological Innovation,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,https://www.wtamu.edu/academics/college-business/academics/graduate-programs/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Master of Business Administration with Concentration in Health Care Management,,,,,Master,"Fall, Spring, Summer",,,,,,Not Required,"If your native language is not English, you will need to submit proof of English proficiency. Accepted tests include TOEFL (minimum score of 79 iBT or 550 PBT), IELTS (minimum score of 6.5), PTE (minimum score of 53), Duolingo (minimum score of 105), or successful completion of ELS Language Centers Level 112.",,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,College of Business,"Ohio Resident: $28,670.40; Non-Ohio Resident: $42,656.40",,,,,,Health Care Management,"The Master of Business Administration (MBA) program at The University of Akron is designed for individuals who are looking for a graduate business program that helps them grow as a business leader, professionally and personally. Our program provides a global perspective of business, a strategic point of view, and a focus on responsible leadership and ethical decision-making. Students master the functional areas of business and learn to apply this knowledge in a team setting. By focusing on the development of these skills, our graduates are prepared to meet the challenges of the competitive global business environment. With flexible class options, a diverse student body, and a dedicated career services office, the UA MBA offers a great opportunity for students to move forward in their career and in their life.",,https://www.uakron.edu/academics_majors/graduate_programs/,The College of Business is one of only 190 universities in the world to hold dual AACSB accreditation in business and accounting.,,"Ohio Resident: $690.62/credit; Non-Ohio Resident: $1,079.12/credit",,,,4.0,2.75,,,,,,,,,,,,,,,,,,,,,,105.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,"Minimum stipend of $12,000 for a nine-month contract, plus a full tuition scholarship for graduate assistants.",100% tuition waiver for graduate assistants,Graduate Assistantships,,,,,,,
,Master of Business Administration with Concentration in Interdisciplinary,,,,,MBA,"Fall, Spring, Summer",,,,Required,Required,Not Required,"The University of Akron requires one of the following as proof of English proficiency: Test of English as a Foreign Language (TOEFL) iBT score of 79 (or 550 for paper-based test), International English Language Testing System (IELTS) score of 6.5, Pearson Test of English (PTE) Academic score of 53, Duolingo score of 110, or Successful completion of the English Language Institute's Level 112.","In addition to the requirements of the Graduate School, the College of Business Administration requires that applicants submit scores from the Graduate Management Admission Test (GMAT) or the Graduate Record Examination (GRE), a current résumé, statement of purpose and two letters of recommendation.",Not Required,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,College of Business Administration,"Ohio Resident: $25,615.08 (total for 36 credits); Non-Ohio Resident: $42,313.68 (total for 36 credits)",,,,,,Interdisciplinary,"The Interdisciplinary Concentration MBA is a flexible program designed for individuals whose educational or career objectives are not met by the structured concentrations offered within the College of Business. The plan of study is mutually developed by the student and the MBA Programs Office to meet specific academic and career goals. An Interdisciplinary MBA requires a minimum of nine elective credits at the 600 level that are concentrated in a specific area. These electives may be from a discipline outside the College of Business such as communication, engineering, or law.",,https://bulletin.uakron.edu/graduate/colleges-programs/business-administration/business-interdisciplinary-mba/business-interdisciplinary-mba.pdf,AACSB International,,"Ohio Resident: $711.53; Non-Ohio Resident: $1,175.38",False,True,,4.0,2.75,,,,,,,,,,,,,,,,,,False,False,,,110.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,"$500 - $2,500",,"Merit-based, Need-based",,,,,,,
,Master of Business Administration with Concentration in International Business,,,,,,"Fall, Spring, Summer",,,,Required,Required,Optional,"Applicants whose native language is not English must demonstrate English language proficiency. You must submit a satisfactory score from one of the following tests: Test of English as a Foreign Language (TOEFL) - Internet-based test (iBT): 79, International English Language Testing System (IELTS): 6.5, Pearson Test of English (PTE) Academic: 53, Duolingo English Test: 110, ELS Language Centers: Level 112.","To be considered for admission to the MBA program, applicants must have a bachelor's degree from an accredited college or university. The Admissions Committee considers the complete application package, including academic background, GMAT/GRE scores (if not waived), work experience, resume, letter of recommendation, and personal statement.",Not Required,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,College of Business,"The total investment for the MBA program can be as low as $25,000",,,,,,International Business,"The Master of Business Administration (MBA) program at The University of Akron is designed to provide graduate students from all backgrounds the opportunity to greatly enhance their business career. We offer several options to help students with different needs and backgrounds reach their goals. The Flexible MBA is a part-time option and our most popular program. We also offer a full-time option called the Accelerated MBA. Graduates of our MBA program go on to become successful managers and leaders in a wide variety of industries and sectors including corporate, non-profit, and government.",,https://www.uakron.edu/academics_majors/graduate_programs/,The College of Business is accredited in both business and accounting by AACSB International (the Association to Advance Collegiate Schools of Business).,,"$681.42 per credit hour (Ohio Resident), $1,073.34 per credit hour (Non-Ohio Resident)",False,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,110.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,"$1,000 to $4,000",,"Merit-based, Assistantships",,,,,,,
,Master of Business Administration with Concentration in Management,,,,,Master's,"Fall, Spring, Summer",,,,,,Optional,"International applicants must demonstrate English proficiency. Accepted tests include TOEFL (minimum 79 iBT or 550 PBT), IELTS (minimum 6.5), PTE (minimum 53), or Duolingo (minimum 110). Completion of the University of Akron’s English Language Institute program or waivers for applicants from specific countries or with U.S. degrees are also options.",,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,College of Business,"$24,837.12 (Ohio Resident, for 36 credits), $35,727.12 (Non-Ohio Resident, for 36 credits)",,,,,,Management,"The Master of Business Administration (MBA) degree at The University of Akron is a dynamic program that balances a deep understanding of business theory with a strong focus on real-world applications. Our flexible program is designed for students with an undergraduate degree in any major. We teach you how to think critically and analytically, communicate effectively, and lead with purpose. The MBA program provides a broad foundation across all business disciplines, including accounting, finance, management, and marketing. You will develop critical business skills and gain insights into leading in the global economy. All this in a program that works for you: classes are offered on campus at night and online. Our MBA degree is flexible, with options to customize your degree. You can earn an MBA with a concentration, add a graduate business certificate, or participate in a joint degree program. All options add great value to your MBA degree.",,https://www.uakron.edu/academics_majors/graduate_programs/,The College of Business is one of only 194 business schools in the world to hold dual accreditation in business and accounting from AACSB International. This achievement signifies our commitment to quality business education and places us in the top 5% of business schools worldwide.,,"$689.92 (Ohio Resident), $992.42 (Non-Ohio Resident)",,,2.0,4.0,2.75,,,,,,,,,,,"24837.12 (Ohio Resident), 35727.12 (Non-Ohio Resident)",,,,,,,,,,,110.0,,,,6.5,,,53.0,,79.0,,,,,,,,,,,"Up to $2,000; Graduate Assistantships include a full tuition waiver and stipend",,"Merit-based, Need-based, Fellowships, Graduate Assistantships",,,,,,,
,Master of Business Administration with Concentration in Strategic Marketing,,,,,,"Fall, Spring, Summer",,,,,,Not Required,"International applicants for whom English is not their native language must submit one of the following: TOEFL iBT (minimum score 79), IELTS (minimum score 6.5), PTE Academic (minimum score 53), Duolingo (minimum score 105), or ELS Level 112 with a 2.5 GPA. The requirement is waived for applicants who have earned a bachelor’s degree or higher from an accredited U.S. college or university, or from a pre-approved foreign university where English is the language of instruction.",,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,College of Business,23400,,,,,,Strategic Marketing,"The University of Akron’s Master of Business Administration (MBA) program prepares you for advancement in any industry by offering high-quality and flexible options to fit your lifestyle. Designed for professionals who want to lead and make data-driven business decisions, this program provides the tools you need to effectively manage people, resources, and projects, no matter where your career takes you. Our curriculum gives you a broad foundation in business skills, from finance and marketing to management and supply chain operations. You can also further customize your program by choosing from one of six concentrations or a general MBA. Best of all, you can do it on your own schedule, in a way that makes sense for you.",,https://www.uakron.edu/online/degrees/mba,AACSB-accredited College of Business,,650,,,,4.0,3.0,,,,,,,,,,,23400,,,,,,,,,,,105.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,,,Graduate Assistantships,,,,,,,
,Master of Business Administration with Concentration in Supply Chain Management,,,,,,"Fall, Spring, Summer",,,,,,Optional,"For international applicants, a TOEFL, IELTS, PTE, Duolingo, or ELS score is required unless waiver requirements are met. Minimum scores for full admission are: TOEFL iBT 79 or PBT 550, IELTS 6.5, PTE Academic 53, Duolingo 110, or ELS level 112 completion.",,,,,,True,True,False,False,False,True,False,False,False,True,True,True,False,False,,,,College of Business,29885.76,,,,,,Supply Chain Management,"Supply chain management (SCM) encompasses the planning and management of all activities in sourcing and procurement, conversion, and all logistics management activities. Importantly, it also includes coordination and collaboration with channel partners, which can be suppliers, intermediaries, third-party service providers, and customers. In essence, supply chain management integrates supply and demand management within and across companies. For students interested in a career in this high-demand field, the Supply Chain Management concentration focuses on managing the flow of goods, services, and information, from the source to the end user. This program covers topics such as logistics, procurement, inventory management, and operations management.",,https://www.uakron.edu/academics_majors/graduate_programs/,The College of Business is accredited by AACSB International in both business and accounting – a distinction held by fewer than 1% of business schools worldwide.,,"$830.16 (Ohio Resident), $1,223.83 (Non-Ohio Resident)",,,,4.0,2.75,,,,,,,,,,,29885.76,,,,,,,,,,,110.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,,,"Graduate Assistantships, Endowed Scholarships",,,,,,,
,Master of Science in Management with Concentration in Information Systems Management,,,,,Master of Science,"Fall, Spring, Summer",,,,Required,Required,Either,"The Test of English as a Foreign Language (TOEFL) is required if a student's native language is not English. TOEFL scores must have been obtained within two years of the date of application. For applicants required to take the TOEFL, the minimum acceptable score is 550 (paper-based), 213 (computer-based), or 79 (Internet-based). The International English Language Testing System (IELTS) exam is also accepted. The minimum IELTS score is 6.5.","The following are required to be admitted into the program:

*   A bachelor's degree from an accredited institution.
*   A minimum GPA of 3.0.
*   Graduate Management Admission Test (GMAT) score of 500 or higher (or GRE equivalent).
*   A current resume.
*   A letter of intent/purpose.
*   Letters of recommendation.
*   An official transcript from each university or college attended. Transcripts must be sent directly from the institution to The University of Akron Graduate School.
*   International applicants may also need to submit proof of English proficiency.",,,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,,,,College of Business,,,,,,,Information Systems Management,"The MSM-Information Systems Management (ISM) concentration is designed for business professionals who want to advance their careers in the information systems field. The program appeals to professionals currently working in the areas of information systems, as well as those who desire to transition to the IS field. The curriculum provides a thorough understanding of the technical and managerial issues associated with designing, developing, implementing and managing information systems.",,https://bulletin.uakron.edu/graduate/colleges-programs/business-administration/management/information-systems-management-msm/,The undergraduate and graduate programs in the College of Business are accredited by AACSB International - The Association to Advance Collegiate Schools of Business.,,"Ohio Resident: $717.75/credit; Non-Resident: $1036.63/credit. These 2023-24 rates include tuition ($541.02 Resident/$859.90 Non-Resident), a general fee ($64.15), and a graduate business program fee ($112.58).",False,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,6.5,,,,,79.0,,,,,,,,,,,,,"Graduate assistantships, Fellowships, Scholarships",,,,,,,
,Master of Science in Management with Concentration in Technological Innovation,,,,,Master's,"Fall, Spring, Summer",,,,Required,Required,Either,"All international applicants must submit evidence of English language proficiency. Acceptable tests and scores are: TOEFL iBT score of 79, TOEFL PBT score of 550, IELTS score of 6.5, PTE Academic score of 53, Duolingo English Test score of 110, or successful completion of ELS Level 112.","In addition to the requirements of the Graduate School, the M.S. in Management program requires:
*   A bachelor’s degree from an accredited college or university.
*   Two letters of recommendation.
*   Resume.
*   Statement of purpose.
*   Transcripts from all universities attended.
*   Students for whom English is not their first language must demonstrate English language proficiency through one of the following:
    *   TOEFL: 79 iBT
    *   IELTS: 6.5
    *   PTE: 53
    *   Duolingo: 100
*   The Graduate Management Admission Test (GMAT) and the Graduate Record Examination (GRE) are not required for admission.",Not Required,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,College of Business,"$859.45/credit (in-state), $1180.21/credit (out-of-state)",,,,,,Technological Innovation,"The Master of Science in Management (M.S.M.) degree is for individuals who want to advance their careers in management. Graduates will possess the skills and knowledge to be an effective manager in a variety of business settings including corporations, non-profits and government agencies. Students have the opportunity to develop skills and expertise in a specific business area by selecting a concentration that aligns with their professional interests. Our unique curriculum allows students to learn from faculty who are experts in their fields and to apply this knowledge to real-world business projects. The Technological Innovation concentration helps students gain a deep understanding of managing for technological innovation, including topics such as research and development, creativity, innovation, product and service design, project management, and technology transfer.",,https://www.uakron.edu/academics_majors/graduate_programs/,"The College of Business is accredited by AACSB International in both business and accounting, an honor held by less than 1% of the world’s business schools.",,"$859.45/credit (in-state), $1180.21/credit (out-of-state)",False,False,,4.0,3.0,,,,,,,,,,,"$859.45/credit (in-state), $1180.21/credit (out-of-state)",,,,,,,False,False,,,110.0,112.0,450.0,295,6.5,,,53.0,,79.0,,,,,,,,,,,"$5,000 (Provost's Fellowship)",,"Assistantships, Fellowships, Scholarships",,,,,,,
,Master of Science in Management with Concentration in Supply Chain Management,,,,,Master,Fall,,,,,,Optional,"Applicants who are not native speakers of English must demonstrate English proficiency. The University of Akron accepts the following: a minimum score of 79 on the TOEFL iBT (or 550 pBT), a minimum score of 6.5 on the IELTS, a minimum score of 53 on the PTE Academic, a minimum score of 105 on the Duolingo English Test, or successful completion of level 112 of the ELS Language Centers program.",,,,,,True,True,False,False,False,True,False,False,False,True,True,True,False,False,,,,College of Business,20441.4,,,,,,Supply Chain Management,"The M.S. in Management with a concentration in Supply Chain Management is designed to prepare students for leadership careers in the dynamic field of supply chain management. This STEM-designated program prepares students with the essential advanced skills in logistics, sourcing, and operations management necessary for success as a supply chain professional. The curriculum provides both breadth and depth in the key areas of supply chain management while maintaining the flexibility to allow students to gain specialized knowledge via elective choices. Students have the option to complete the degree fully online, in-person, or a mix of both. Students will be taught by nationally recognized faculty who are known for their quality teaching and research and will have many opportunities to network with supply chain leaders in the Northeast Ohio business community. In addition, students have the opportunity to earn certifications such as the Certified Supply Chain Associate (CSCA).",,https://www.uakron.edu/academics_majors/graduate_programs/,"Our programs are accredited by AACSB International – The Association to Advance Collegiate Schools of Business. AACSB is the premier accrediting body for business schools, and we are proud to be among the top 5% of the world's business schools that have earned this distinction. In addition, our accounting program has earned the prestigious separate AACSB Accounting Accreditation, making us one of only 185 schools in the world to hold both business and accounting accreditation.",,"Ohio Resident: $681.38, Non-Ohio Resident: $1,023.70",,,,4.0,3.0,,,,,,,,,,,20441.4,,,,,,,,,,,105.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,,,"Graduate assistantships, Merit-based scholarships",,,,,,,
,Master of Arts in Economics,,,,,Master's,Fall,,,,Not Required,Required,GRE,"The TOEFL, IELTS, PTE, or Duolingo is required for most international applicants.","To be considered for admission to the M.A. in Economics program, you must meet the general requirements for admission to the Graduate School and hold a bachelor's degree from an accredited institution. Applicants must submit the following materials: Completed online application and the application fee; Official transcripts from all universities and colleges attended; Three letters of recommendation; A statement of goals and objectives. The Graduate Record Examination (GRE) is NOT required. International students must have a TOEFL score of 79 or higher (or equivalent).",Not Required,,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,,,,Buchtel College of Arts and Sciences,"Approximately $10,698/year for Ohio residents and $15,858/year for non-residents, based on a typical load of 18 credits per year.",,,,,,,"The Master of Arts in Economics program offers students advanced training in a wide range of fields in economics including applied microeconomics, econometrics, economic development, financial economics, industrial organization, international economics, labor economics and monetary economics. The degree can prepare you to either enter the job market with an advanced degree or to go on to an economics Ph.D. program. Many students take advantage of our internship program for on-the-job training in a variety of public and private sector jobs. All M.A. students have their own study carrel in the department. Many of our students also work as research or teaching assistants in the department.",,https://www.uakron.edu/academics_majors/graduate_programs/,,,Ohio Resident: $594.31; Non-Ohio Resident: $881.01,False,True,,4.0,3.0,,,,,,,,,,,$56.55 per credit hour (General Service Fee),,,,,,,False,False,,,110.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,,,Graduate Assistantships,,,,,,,
,Master of Taxation,,,,,Master,"Fall, Spring, Summer",,,,Required,Required,Not Required,"International applicants must meet the English language proficiency requirements as established by the Graduate School. Accepted tests and minimum scores include: TOEFL iBT: 79, IELTS: 6.5, PTE Academic: 53, Duolingo English Test: 110, or successful completion of ELS Language Centers level 112.","To be admitted to the Master of Taxation (MTax) program, an applicant must have a bachelor's degree from an accredited institution. Applicants must submit the following materials to the Graduate School: Graduate School Application, Application fee, A current résumé, A one-page statement of goals, Official transcripts from ALL universities attended, Two letters of recommendation, Official GMAT/GRE score report. The GMAT or GRE is required for admission unless the applicant qualifies for a waiver.",Not Required,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,College of Business,"The estimated total program cost for 30 credits is $24,026.40 for Ohio residents and $35,001.60 for non-residents, based on 2023-24 tuition and fee rates.",,,,,,,"The Master of Taxation (M.Tax.) program prepares students for careers as tax professionals in public accounting, industry, and government. The program provides an integrated course of study that focuses on tax research, tax compliance for individuals and various business entities, and the development of tax-planning strategies. Students gain advanced skills in identifying, analyzing, and resolving complex tax issues that face businesses and individuals.",,https://www.uakron.edu/academics_majors/graduate_programs/,One of only 190 business colleges in the world to have dual AACSB accreditation in both business and accounting.,,"The total cost per credit hour for 2023-24 is approximately $800.88 for Ohio residents and $1,166.72 for non-residents, including all fees.",,True,,4.0,3.0,,,,,,,,,,,"The tuition rate includes a College of Business Graduate Program Fee of $57.25 per credit hour and a General Service Fee (e.g., $60.25 per credit hour for 9+ credits).",,,,,,,False,False,,,110.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,,,"Graduate assistantships, Merit-based scholarships",,,,,,,
