Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,IsRecommendationSystemOpted,error
Not Required,Required,"First-Year applicants must submit: Common Application, USC Writing Supplement, Official Transcripts, Counselor Recommendation, and Teacher Recommendation. Standardized Test Scores (SAT/ACT) are optional for students applying for the Fall 2024 and Fall 2025 semesters.",Required,True,True,True,False,False,,,program,Bachelor in Biochemistry,https://catalogue.usc.edu/preview_program.php?catoid=12&poid=12633,,
Not Required,Required,"Common Application; USC Writing Supplement; Official high school transcripts; SAT or ACT scores (optional for Fall 2024, Fall 2025, and Fall 2026 applicants); Letters of recommendation; School Report; Mid-Year Report.",Required,True,True,True,False,False,,,program,Bachelor in Biochemistry and Molecular Biology,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
,,,,False,False,True,False,False,,,program,Bachelor in Bioengineering and Biomedical Engineering,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Not Required,"Common Application, USC Writing Supplement, Counselor Recommendation, Teacher Recommendation, Mid-Year Report (if applicable), Official Transcripts, Standardized Test Scores (optional for Fall 2024 applicants), Portfolio (required for some arts majors)",Not Required,True,True,True,False,False,,,program,Bachelor in Bioinformatics,https://www.qcb-dornsife.usc.edu/,,
Not Required,Required,"Applicants are generally required to submit an online application and official transcripts from all previously attended academic institutions. For undergraduate applicants, this includes the Common Application, USC Writing Supplement, high school transcripts, counselor and teacher recommendations, and a mid-year report. Standardized test scores (ACT/SAT) are optional for undergraduate applicants through Fall 2026. For graduate applicants, general requirements include an online application, transcripts, a statement of purpose, and often letters of recommendation. Standardized tests (e.g., GRE, GMAT, TOEFL, IELTS) may be required for graduate applicants depending on the specific program.",Not Required,True,True,,False,False,,,institute,Bachelor in Biology,https://bio.sciences.ncsu.edu/undergraduate/degree-programs/biological-sciences-bs/,,
Not Required,Required,"Applicants must submit the Common Application (including the USC Writing Supplement), counselor recommendation, teacher recommendation, official high school transcripts, and the application fee or fee waiver. A mid-year school report is required if applicable. SAT or ACT scores are optional for Fall 2024 and Fall 2025 applicants.",Required,True,True,True,False,False,,,program,Bachelor in Biotechnology,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Required,"Common Application, USC Writing Supplement, Official High School Transcripts, Letter(s) of Recommendation (optional), SAT or ACT scores (optional for Fall 2024, 2025, and 2026 applicants), Portfolio, slide room submission, or audition (required for some specific majors).",Required,True,True,True,False,False,,,program,Bachelor in Cellular Biology,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Required,"Common App or Coalition Application, USC Writing Supplement, Official High School Transcripts, Mid-Year Report, Letters of Recommendation (from counselor and teacher), Test Scores (SAT or ACT) – optional for Fall 2024, Fall 2025, and Fall 2026 applicants.",Required,True,True,True,False,False,,,program,Bachelor in Chemical Engineering,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
,,,,True,False,True,False,False,,,program,Bachelor in Chemistry,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Not Required,"First-year applicants must complete the Common Application or Coalition Application, the USC Writing Supplement, and official high school transcripts. Applicants to the USC School of Cinematic Arts are strongly encouraged to submit one letter of recommendation from an academic source and one from a cinematic arts source. SAT or ACT scores are NOT required for applicants applying for Fall 2024 and Fall 2025. A portfolio is required for all Cinematic Arts applicants, submitted via the USC Cinematic Arts portal. For Bachelor in Cinematography and Video Production (B.F.A.) applicants, the portfolio must include: a Creative Sample (a one-page written proposal for a short film, video, or animation you would like to direct, including title, log line, genre, description of story, style, visual approach, and specific interest in the project); a Visual Sample (12-15 original photographs demonstrating your visual aesthetic in JPG format, do NOT submit any video); and Short Response Questions. International applicants may also be required to submit TOEFL, IELTS, or PTE Academic scores.",Required,True,True,False,False,False,,,program,Bachelor in Cinematography and Video Production,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Required,"A complete application includes: The Common Application or Coalition Application, powered by Scoir, USC Writing Supplement, Official transcripts, and Test scores (SAT or ACT) are optional. Letters of Recommendation are not required for first-year applicants for fall 2024.",Not Required,True,True,True,False,False,,,program,Bachelor in Civil Engineering,https://cee.usc.edu/academics/undergraduate-programs/civil-engineering/,,
,,,,True,False,False,False,False,,,program,Bachelor in Classics,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Required,"Students applying to USC must use the Common Application. Application materials should be submitted online at commonapp.org. Official transcripts from all secondary schools attended. We require one letter of recommendation from either your high school counselor or a teacher. We also accept additional letters of recommendation from others who know you well and can speak to your strengths. The Common Application includes a main essay and additional questions specific to USC. We seek to understand the intellectual curiosity and academic interests of our applicants, as well as their involvement in community and extracurricular activities. USC is test-optional for students applying for fall 2024. If you opt to submit test scores, we will accept either the SAT or ACT.",Not Required,True,True,True,False,False,,,program,Bachelor in Cognitive Science,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Required,"Applicants must submit the Common App application and USC Writing Supplement, official high school transcripts, one letter of recommendation, and a Common App personal essay. SAT or ACT scores are optional for the 2024 and 2025 application cycles. The USC Annenberg School of Communication and Journalism does not have additional supplemental application requirements for first-year students.",Required,True,True,False,False,False,,,program,Bachelor in Communications,https://annenberg.usc.edu/academics/undergraduate-communication,,
,,,,False,False,False,False,False,,,program,Bachelor in Comparative Literature,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Required,"Required items: Common Application (includes a personal essay and space to list your activities and achievements), USC Writing Supplement, Counselor Recommendation, Teacher Recommendation, School Report, Transcripts, Mid-Year Report (if available). Optional items: Standardized Test Scores (SAT/ACT). USC is test-optional for students applying for undergraduate admission for Fall 2024 and Fall 2025.",Not Required,True,True,True,False,False,,,program,Bachelor in Computational and Applied Mathematics,https://dornsife.usc.edu/mathematics/undergraduate-general-information/,,
Not Required,Required,"All applicants must submit: Common Application, USC Writing Supplement, Official high school transcripts. Letters of recommendation and SAT or ACT scores are optional for Fall 2024 applicants. International students may also need to submit official test scores for English proficiency and a financial statement.",Required,True,True,True,False,False,,,program,Bachelor in Computer and Information Sciences,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
,,,,True,False,True,,,,,program,Bachelor in Computer Graphics,https://catalogue.usc.edu/preview_program.php?catoid=21&poid=30609&returnto=8930,,
,,,,True,False,True,False,False,,,program,Bachelor in Computer Hardware Engineering,https://catalogue.usc.edu/preview_program.php?catoid=18&poid=25450,,
Not Required,Required,"Applicants must submit the Common Application, USC Writing Supplement, official high school transcripts, and a Letter of Recommendation. SAT or ACT scores are optional for Fall 2024 applicants.",Required,True,True,True,False,False,,,program,Bachelor in Computer Science,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
,,,,True,True,False,False,False,,,program,Bachelor in Creative Writing,https://dornsife.usc.edu/engl/undergraduate/,,
,,,,False,False,False,False,False,,,program,Bachelor in Dance,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Required,"To apply to the Bachelor in Design and Visual Communications program at USC Roski School of Art and Design, applicants must submit the following: Common Application, USC Writing Supplement, USC Roski SlideRoom Portfolio, Official high school transcripts and school records, Letter of Recommendation (from a counselor or a teacher), SAT or ACT scores (optional for fall 2024 applicants), English proficiency examination scores (required for international students).",Required,True,True,False,False,False,,,program,Bachelor in Design and Visual Communications,https://catalogue.usc.edu/preview_program.php?catoid=20&poid=29108,,
Required,Required,"Applicants must complete the University of Southern California (USC) application via the Common Application, and a supplemental application to the USC School of Dramatic Arts (SDA) via SlideRoom. The Common Application requires essays (including the USC Writing Supplement), letters of recommendation from a counselor and teacher, and high school transcripts. Standardized test scores (SAT/ACT) are optional for Fall 2024 first-year applicants. The SDA SlideRoom application requires a headshot, a theatrical resume, a Statement of Purpose (essay) indicating why the applicant wishes to attend the USC School of Dramatic Arts, and two additional letters of recommendation. An interview with faculty is required for this program.",Not Required,True,True,False,False,False,,,program,Bachelor in Drama and Theatre Production,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
,,,,False,False,True,False,False,,,program,Bachelor in Earth Sciences,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
,,,,True,False,False,False,False,,,program,Bachelor in East Asian Area Studies,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
,,,,True,False,False,False,False,,,program,Bachelor in East Asian Languages and Cultures,https://catalogue.usc.edu/preview_program.php?catoid=18&poid=25137,,
Not Required,Required,"First-Year Applicant Checklist: Common Application, USC Writing Supplement, Counselor Recommendation, Teacher Recommendation, Official High School Transcripts, SAT or ACT Scores (Optional for Fall 2024, Fall 2025, and Fall 2026), Portfolio, Audition, or Interview (If Required by Major), Mid-Year Grades (For First-Year Applicants)",Required,True,True,False,False,False,,,program,Bachelor in East Asian Languages and Literatures,https://catalogue.usc.edu/content.php?catoid=12&navoid=4093,,
Not Required,Required,"Required materials vary depending on the applicant's academic history and major of interest. See additional requirements listed for first-year and transfer applicants. Required materials may include: Online Application (Common Application or Coalition Application), Official Transcripts, School Report, Counselor Recommendation, Teacher Recommendation, Mid-Year Report. A personal essay is required of all applicants.",Not Required,True,False,True,False,False,,,program,Bachelor in Ecology and Evolutionary Biology,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Not Required,"First-year applicants must submit the Common Application, including the USC Writing Supplement. Official high school transcripts are required. A letter of recommendation is optional. SAT or ACT scores are optional for Fall 2024, Fall 2025, and Fall 2026 applicants. English proficiency is required for international applicants whose native language is not English. Portfolios are required for specific majors only (Architecture, Art, Cinematic Arts, Dance, Music, Theatre).",Not Required,True,True,True,False,False,,,program,Bachelor in Economics,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Required,"Required Materials: Common Application (including USC-specific questions), Counselor Recommendation (via Common Application), Teacher Recommendation (via Common Application), Official High School Transcripts, Mid-Year Grades. Optional: SAT or ACT scores, Portfolio, Audition, or Interview (for specific majors). Academic Preparation: USC looks for students who have challenged themselves with a strong academic program. Our most competitive applicants are taking the most rigorous curriculum available to them, including AP, IB, and honors classes. Most successful applicants will have taken: 4 years of English, 3-4 years of mathematics (including Algebra I, Geometry, Algebra II, and Advanced Math), 3-4 years of laboratory science, 2-4 years of a foreign language, 2 years of history/social science.",Not Required,True,True,True,False,False,,,program,Bachelor in Electrical Engineering,https://minghsiehece.usc.edu/bs-ece-program/,,
,,,,True,False,False,False,False,,,program,Bachelor in English,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Required,"All first-year applicants must complete the Common Application, which includes the Personal Essay, and the USC Writing Supplement. Additional requirements include a counselor recommendation, teacher recommendation, mid-year report, and official high school transcripts. Standardized Test Scores (SAT/ACT) are optional for Fall 2024, 2025 and 2026 applicants. Portfolios are optional for some majors.",Required,True,True,True,False,False,,,program,Bachelor in Environmental Engineering,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
,Not Required,"Common Application with USC Writing Supplement; Official High School Transcripts; Letters of Recommendation (optional); Standardized Test Scores (optional for Fall 2024 and Fall 2025 applicants); Portfolio, Audition, or Interview (for certain majors only); English Proficiency (for international students only); Application Fee or Fee Waiver",Required,True,True,True,False,False,,,program,Bachelor in Environmental Science,https://catalogue.usc.edu/preview_program.php?catoid=20&poid=28390&returnto=8428,,
Not Required,Required,"First-year applicants must submit the Common Application (including essays and short answer questions), official high school transcripts, a school report (counselor recommendation), and one teacher recommendation (two recommended). SAT/ACT scores are optional for Spring 2024 and Fall 2024 applicants.",Not Required,True,True,False,False,False,,,program,Bachelor in Environmental Studies,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
,,,,True,False,False,False,False,,,program,Bachelor in Film and Video Studies,https://sllc.umd.edu/fields/cinema-media/major-ba,,
Not Required,Required,"To apply for undergraduate admission to USC, first-year applicants must submit: the Common Application, which includes the Common Application Personal Essay; the USC Writing Supplement, which includes short answer questions and essays specific to USC; official transcripts from all secondary schools attended; and a letter of recommendation from a counselor and/or a teacher. Standardized Test Scores (SAT/ACT) are optional for students applying for Fall 2024 and Fall 2025 admission. There are no additional specific application requirements mentioned for the Bachelor in French Language and Literature program.",Required,False,False,False,False,False,,,program,Bachelor in French Language and Literature,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Required,"Applicants must submit the Common Application with USC Member Questions, the USC Writing Supplement, official transcripts, letters of recommendation (School Report and Counselor Recommendation), and a Mid-Year Report. Standardized test scores (SAT/ACT) are optional. International students must also demonstrate English proficiency. In addition to the general USC application, applicants to the BA in Game Design and Interactive Media must complete a supplemental application and portfolio through SlideRoom, with a $15 fee. The supplemental application is due by December 1 for first-year applicants and February 1 for transfer applicants. The SlideRoom portfolio requires a Game Design Document and a 'Play a Game' submission. Optional portfolio components include a Visual Piece, a Creative Writing Sample, and Additional Information. No prior experience with game design or programming is required.",Not Required,True,True,False,False,False,,,program,Bachelor in Game Design and Interactive Media,https://catalogue.usc.edu/preview_program.php?catoid=20&poid=29368,,
Not Required,Required,"Applicants must submit The Common Application or Coalition Application, which includes the USC Writing Supplement. Official High School Transcripts are required. Counselor and Teacher Recommendations are optional and may be requested by an admission counselor after initial review. SAT or ACT scores are optional for Fall 2021, Fall 2022, Fall 2023, Fall 2024, Fall 2025 First-Year Applicants. Portfolios are required only for specific majors, such as Architecture, Art, Cinematic Arts, Dance, Design, and Music; Geography is not one of these specified majors.",Required,True,False,False,False,False,,,program,Bachelor in Geography,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Required,"The USC application consists of the Common Application, USC Writing Supplement, official transcripts, and letters of recommendation. Applicants may also submit optional SAT or ACT scores, though they are not required for 2024 admission.",Required,True,False,False,False,False,,,program,Bachelor in Global Studies,https://catalogue.usc.edu/preview_program.php?catoid=21&poid=29609,,
Not Required,Not Required,"First-year applicants to the USC Roski School of Art and Design submit the Common Application with the USC Writing Supplement, high school transcripts, letters of recommendation, and a portfolio. USC is test-optional for Fall 2024 applicants.",Required,True,True,False,False,False,,,program,Bachelor in Graphic Design,https://www.uvu.edu/theatre/degrees/,,
,,,,False,False,False,False,False,,,program,Bachelor in Hispanic American Studies,https://dornsife.usc.edu/ase/bachelor-of-arts-chicano-latino-studies/,,
,,,,True,False,False,False,False,,,program,Bachelor in History,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
,,,,True,False,False,False,False,,,program,Bachelor in Interdisciplinary Studies,https://catalogue.usc.edu/content.php?catoid=20&navoid=8218,,
,,,,True,False,False,False,False,,,program,Bachelor in International Relations,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
,Required,"To apply for first-year admission, please submit the following: Common Application: Complete the Common Application, including the USC Member Questions. Official high school transcripts: Please submit your official high school transcripts. SAT or ACT scores: USC has a test-optional policy for Fall 2024 first-year applicants. Students may apply without submitting SAT or ACT scores. USC Writing Supplement: The USC writing supplement includes one short answer question and one longer essay. Additional supplemental essays may be required for specific programs. Letters of Recommendation: Required: One letter of recommendation from your counselor. Optional: One letter of recommendation from a teacher. Portfolios and interviews: Portfolios are only required for specific programs within the Schools of Architecture, Art and Design, Cinematic Arts, Dance, Dramatic Arts, and Music. Interviews are only required for specific programs within the Schools of Architecture, Cinematic Arts, Dance, Dramatic Arts, and Music.",Required,True,True,False,False,False,,,program,Bachelor in International Studies,https://catalogue.usc.edu/preview_program.php?catoid=12&poid=12742,,
Not Required,Required,"Common Application, Essays (Common App personal essay + USC Writing Supplement), High School Transcripts, Letters of Recommendation (one), SAT or ACT Scores (Optional for Fall 2024 and 2025), Mid-Year Grade Report.",Not Required,True,False,False,False,False,,,program,Bachelor in Italian Language and Literature,https://dornsife.usc.edu/fren-ital/italian-major/,,
Not Required,Required,"Admission to the USC Annenberg School for Communication and Journalism is a two-step process. First, students apply to the University of Southern California (USC). The university reviews all applications for admission. Second, if you are admitted to USC, your application is then forwarded to USC Annenberg for a second review for admission to the school. All prospective students apply using the Common Application. Students applying to Annenberg do not submit a separate application or supplemental materials directly to the school, with the exception of those applying to our Cinematic Arts + Communication, or Design, Technology and Communication Management majors. The general application checklist includes:
1. Common Application (including essays)
2. USC Writing Supplement (USC-specific questions and short answer essays)
3. Official High School Transcripts
4. SAT or ACT Scores (Optional for Fall 2024 and 2025)
5. Letters of Recommendation (One letter of recommendation is required from a counselor or teacher.)
6. Application Fee or Fee Waiver Request
7. Financial Aid Applications (Optional)",Not Required,True,True,False,False,False,,,program,Bachelor in Journalism,https://annenberg.usc.edu/academics/undergraduate-journalism,,
Not Required,Required,"All students applying for admission to the university must apply online through the Common Application or Coalition Application. First-year applicants must submit the Common Application or Coalition Application with USC Writing Supplement, official high school transcripts, and may submit scores from the SAT or ACT (optional for 2021-2022 applicants and beyond). Transfer applicants must submit the Common Application or Coalition Application with USC Writing Supplement, official transcripts from all colleges and universities attended, and official high school transcripts.",Required,True,False,False,False,False,,,program,Bachelor in Latin and Ancient Greek Studies,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Required,"Common Application, USC Writing Supplement, High school transcript(s), Mid-Year Report (if applicable), SAT or ACT scores (optional for Fall 2024 applicants), Letters of Recommendation (optional), Portfolio (required for some majors), Audition (required for some majors), English proficiency (if applicable).",Required,True,True,False,False,False,,,program,Bachelor in Liberal Arts and Humanities,https://catalogue.usc.edu/content.php?catoid=16&navoid=6107,,
Not Required,Required,"Required materials for first-year applicants:
*   Common Application: Complete the Common Application, including the USC-specific questions. Your Common Application essay, which is part of the Common Application, is also required.
*   USC Writing Supplement: The USC Writing Supplement is available within the Common Application and consists of one short answer question.
*   High School Transcript(s)
*   SAT or ACT Scores: Reporting SAT or ACT scores is optional for students applying for fall 2024.
*   Letters of Recommendation: One letter of recommendation is required from a counselor or school official. One letter of recommendation from a teacher is strongly recommended.
*   Mid-Year Grades
*   Portfolio, Audition, or Interview: Required only for specific majors and schools.
*   English Proficiency: Required for international students.",Required,True,True,False,False,False,,,program,Bachelor in Linguistics,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Not Required,"The Common Application and USC Writing Supplement, high school transcript(s), letter(s) of recommendation, and SAT or ACT scores (optional for Fall 2024 and Fall 2025 applicants). International students must also demonstrate English proficiency.",Required,True,True,False,False,False,,,program,"Bachelor in Linguistics, Interpretation, and Translation",https://dornsife.usc.edu/ling/the-linguistics-major/,,
Not Required,Required,"A first-year applicant is one who has graduated from high school and has not enrolled in a regular session at any college or university. Students who complete college work in the summer immediately following high school graduation are still considered first-year applicants.
Required Application Materials:
* Official high school transcript
* Official SAT/ACT scores (Optional for 2021-2022 and 2022-2023 applicants)
* Letters of recommendation
* Essays
* Optional materials, depending on program",Not Required,True,True,False,False,False,,,program,Bachelor in Literature,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
,,,,False,False,False,False,False,,,program,Bachelor in Management Sciences and Information Systems,https://www.youtube.com/watch?v=VxEv_rFST4s,,
,,,,True,False,True,False,False,,,program,Bachelor in Marine Biology and Oceanography,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Required,"The following materials are required to complete your first-year application to USC:
* Common Application or Coalition Application
* USC Writing Supplement
* Official high school transcripts
* SAT or ACT scores (optional for Fall 2024, 2025, and 2026 applicants)
* Letters of Recommendation (not required but strongly encouraged)
* For certain majors, a portfolio or audition may be required (for example, majors in the Schools of Architecture, Cinematic Arts, Dramatic Arts, or Music).",Required,True,True,True,False,False,,,program,Bachelor in Mathematics,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Not Required,"Common Application (including the USC Writing Supplement); Application Fee or Fee Waiver; Official High School Transcripts; SAT or ACT Scores (Optional for 2024, 2025, and 2026 application cycles); Optional Arts Portfolio or Maker Portfolio",Required,True,False,True,False,False,,,program,Bachelor in Mechanical Engineering,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Not Required,"A complete application includes: The Common Application, including the USC Writing Supplement; Official high school transcripts; Letter(s) of Recommendation. Test scores (SAT/ACT) are optional.",Not Required,True,True,False,False,False,,,program,Bachelor in Minority and Ethnic Studies,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Required,"To complete your application for undergraduate admission to the USC Thornton School of Music, you must submit the following items: Common Application, USC Writing Supplement, USC Portfolio (including the USC Thornton School of Music Supplemental Application), Transcripts, Letter(s) of Recommendation, Test Scores, English Proficiency (for international students).",Not Required,True,True,False,False,False,,,program,Bachelor in Music,https://music.usc.edu/departments/,,
Required,Not Required,"Applicants must complete the USC application online through the Common Application. The USC application requires essays, high school transcripts, and letters of recommendation. All applicants must also complete the Thornton SlideRoom Submission, which includes submitting two writing samples and a resume. An interview with the department is required. Three letters of recommendation are required, including academic and music references.",Required,True,True,False,False,False,,,program,Bachelor in Music History and Literature,https://catalogue.usc.edu/preview_program.php?catoid=16&poid=21451,,
Required,Required,"All applicants to the USC Thornton School of Music must complete two applications: The Common Application (or Coalition Application, powered by Scoir) for USC and The Thornton SlideRoom Application. Required documents for the Common Application include official transcripts from all secondary schools, one academic letter of recommendation (additional letters optional), and essays (USC Writing Supplement and additional questions as prompted by the Common Application). Official SAT or ACT test scores are not required for Fall 2024, 2025, and 2026 admissions, but may be submitted. English proficiency test scores are required for international students. For the Music Industry (B.M.) program, the Thornton SlideRoom Application also requires a detailed music resume, a repertoire list of 2-3 pieces demonstrating proficiency, and a short video introduction (less than 2 minutes) explaining interest in the program and professional goals. Additionally, an interview is required for all applicants to the Music Industry program, conducted virtually over Zoom in January and February.",Required,True,True,False,False,False,,,program,Bachelor in Music Management,https://music.usc.edu/departments/music-industry/,,
Required,Not Required,"The following items must be submitted by December 1, 2023 for Fall 2024 consideration. Common App or USC Application: All applicants must submit the Common Application or the USC Application online. Application Fee: Pay the $85 USC application fee. Official Transcripts: You must submit official high school transcripts directly to USC. Letters of Recommendation: Letters of Recommendation are not required for Thornton School of Music applicants. Resume/List of Activities: Submit a resume or list of activities via the USC SlideRoom portal (available through your USC Supplemental Application). Supplemental Application: Submit the USC Thornton School of Music Supplemental Application online. The supplemental application is accessible via the USC SlideRoom portal only after you have submitted the Common Application or USC Application. Audition (Live or Recorded): All applicants must successfully complete an audition in their chosen major. See Audition Information. Portfolio (Composition, Screen Scoring, Music Production, Jazz Studies – Instrumental): Portfolio materials are only required for applicants to Composition, Screen Scoring, Music Production, and Jazz Studies (Instrumental). For other majors, disregard portfolio prompts. Writing Sample (Musicology, Music Industry): A writing sample is only required for applicants to Musicology and Music Industry. For other majors, disregard writing sample prompts.",Not Required,True,True,False,False,False,,,program,Bachelor in Music Performance,https://catalogue.usc.edu/content.php?catoid=8&navoid=2162,,
,,,,,,,,,,,error,Bachelor in Music Theory and Composition,https://music.usc.edu/departments/composition/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,False,False,False,False,False,,,program,Bachelor in Musical Instruments,https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=2147&context=cstech,,
Not Required,Required,"To apply as a first-year applicant, you must submit the following: Common Application or Coalition Application, USC Writing Supplement, Official High School Transcripts, Counselor Recommendation, Teacher Recommendation, SAT/ACT Scores (Optional for fall 2024 applicants). Students applying to USC must meet the following general requirements: Strong academic record with challenging coursework, Competitive grades, Extracurricular activities and leadership experience, Community involvement, Essays and recommendations that highlight unique qualities.",Required,True,True,True,False,False,,,program,Bachelor in Neuroscience and Neurobiology,https://dornsife.usc.edu/usc-neuroscience/undergraduate-curriculum/,,
Not Required,Required,"First-year applicants must submit: Common Application with USC Writing Supplement, high school transcript(s), counselor recommendation, teacher recommendation, and mid-year school report (if applicable).",Not Required,True,True,False,False,False,,,program,Bachelor in North American Studies,https://dornsife.usc.edu/ase/undergraduate/,,
Not Required,Required,"Applicants must submit the Common Application, USC Writing Supplement (Essays and Short Answer Questions), School Report and Counselor Recommendation, Transcripts, and proof of English Proficiency (if applicable). SAT or ACT scores are optional for the 2021-2022, 2022-2023, 2023-2024, and 2024-2025 application cycles. For the Bachelor of Arts in Performing Arts program, no supplemental application or audition is required.",Required,True,False,False,False,False,,,program,Bachelor in Performing Arts,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Not Required,"Applicants apply to the BS in Pharmacology & Toxicology program through USC Undergraduate Admissions. First-year applicants must submit: The Common Application, USC Writing Supplement, Official high school transcripts, School Report, Counselor recommendation, Teacher recommendation, and Mid-year report (if applicable). SAT or ACT scores are optional for Fall 2024 applicants.",Required,True,True,True,False,False,,,program,Bachelor in Pharmacology and Toxicology,https://today.usc.edu/usc-school-of-pharmacy-offers-undergraduate-pharmacology-degree/,,
Not Required,Required,"First-year applicants must complete the Common Application or Coalition Application online. These applications provide biographical information, information about academic history, extracurricular activities, and written essays. Required documents include: Common Application or Coalition Application, official high school transcripts, official SAT or ACT scores (if applicable), recommendations (counselor and teacher), and essays. Portfolio, writing sample, and/or other supplements may be required for certain majors (if applicable). Financial aid applications are required only if the student is applying for financial assistance.",Not Required,False,False,False,False,False,,,program,Bachelor in Philosophy,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Required,"All applicants must submit the Common Application and the USC Writing Supplement. The USC Writing Supplement includes short answer questions and essays. First-year applicants must submit: Common App application, USC Writing Supplement, Counselor recommendation, Teacher recommendation, High school transcript, SAT or ACT scores (optional for Fall 2024, Fall 2025, and Fall 2026 applicants). Portfolio (required for some arts programs) and Interview (required for some arts and scholarship programs) are not applicable to the Bachelor in Physics program. International students may have additional requirements, such as English proficiency exams.",Required,True,True,False,False,False,,,program,Bachelor in Physics,https://catalogue.usc.edu/preview_program.php?catoid=11&poid=10691,,
,,"Admission to the School of Cinematic Arts for all undergraduate programs is highly competitive and is based on a review of the applicant’s academic record, writing samples for students applying to Writing, Critical Studies, Animation, and Film & Television Production, and an interview for students applying to Film & Television Production and Interactive Media. Students applying to the BA in Cinematic Arts program are required to submit an essay.",Required,True,False,False,False,False,,,program,Bachelor in Playwriting and Screenwriting,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Not Required,"All first-year applicants must submit the Common Application, USC Writing Questions, high school transcript(s), and letter(s) of recommendation. A Mid-Year Report is also required if available. Standardized test scores (SAT/ACT) are optional for Fall 2024 and Fall 2025 applicants.",Not Required,True,True,False,False,False,,,program,Bachelor in Political Science and Government,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Not Required,"All applicants should submit the following:
*   Common Application
*   USC Writing Supplement
*   Official High School Transcripts
*   School Report and Counselor Recommendation
*   Mid-Year School Report (if applicable)

Additional Materials:
*   Teacher Recommendation (optional): We welcome one letter of recommendation from a teacher, particularly one who taught you in a core academic subject area (English, mathematics, science, social studies, foreign language). Please request letters from teachers who know you well and can speak to your strengths and readiness for a rigorous academic environment.
*   Standardized Test Scores (optional for Fall 2024 first-year applicants): USC does not require SAT or ACT scores for Fall 2024 first-year applicants. However, if you have taken the SAT or ACT and wish to submit your scores, you may do so. Submitted scores will be considered in the context of the rest of your application and will not be used to your disadvantage.

Portfolio or Audition:
Some majors require a portfolio or audition as part of the application. Please check our list of majors with additional requirements to see if your intended major requires a portfolio or audition.",Required,True,True,False,False,False,,,program,Bachelor in Psychology,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
,,,,True,False,False,False,False,,,program,Bachelor in Public Policy Analysis,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
