Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url
Not Required,Not Required,"To be eligible for entrance to the Energy and Sustainability Policy major, a student must have: 1. attained at least a 2.00 cumulative grade-point average; 2. completed no fewer than 29.1 cumulative credits. General first-year admission requires a high school diploma or equivalent and the completion of required high school units including 4 years of English, 3 years of mathematics, 3 years of science, 3 years of social studies, and 2 years of a single world language.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Energy and Sustainability Policy,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,Incoming first-year students who meet the current Penn State admission criteria will be admitted directly into the major. Penn State undergraduate students may be admitted to the major after they have satisfied the following requirements: (1) have completed at least 29.1 credits and (2) have a cumulative grade-point average of at least 2.00.,,True,True,False,False,False,,,program,Bachelor of Arts in Energy and Sustainability Policy,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"To be eligible for entrance to the Energy Business and Finance major, a student must: (1) have completed the following entrance-to-major requirements with a grade of C or better in each course: ECON 102 GS(3), MATH 140 GQ(4) and (2) have a minimum cumulative grade-point average of 2.00.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Energy Business and Finance,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"For the B.S. degree in Energy Engineering, a student must be granted admission to the major. Entrance to the Energy Engineering major requires that the student has: 1. completed the following courses with a grade of C or better: CHEM 110, MATH 140, MATH 141, and PHYS 211; 2. earned a minimum cumulative grade-point average of 2.00.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Energy Engineering,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"In order to be eligible for entrance to the English major, a student must: 1. have attained at least a 2.00 cumulative grade-point average; 2. have completed ENGL 15 or ENGL 30H with a grade of C or better.",,True,False,False,False,False,,,program,Bachelor of Arts in English,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"In order to be eligible for entrance to this major, a student must: 1. attain at least a 2.00 cumulative grade-point average. For the Bachelor of Science degree in Enterprise Technology Integration, a minimum of 120 credits is required.",,True,True,True,False,False,,,program,Bachelor of Science in Enterprise Technology Integration,https://bulletins.psu.edu/undergraduate/colleges/capital/enterprise-technology-integration-bs/
Not Required,Not Required,"In order to be eligible for entrance to the Environmental Resource Management major, a student must: 1. have completed the following entrance-to-major requirements: BIOL 110 or CHEM 110 or ECON 102, MATH 110 or MATH 140; 2. have a minimum cumulative grade-point average of 2.00. Additionally, freshman applicants must meet high school unit requirements: 4 units of English, 3 units of Mathematics, 3 units of Science, 3 units of Social Studies/Arts/Humanities, and 2 units of a single World Language.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Environmental Resource Management,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"Entrance to the Environmental Systems Engineering major requires the completion of at least 29 credits and a minimum cumulative grade-point average of 2.00. Additionally, students must complete MATH 140, MATH 141, CHEM 110, and PHYS 211 with a grade of C or better.",,True,True,True,False,False,,,program,Bachelor of Science in Environmental Systems Engineering,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"Admission to the Film Production major is a two-step process. First, students must be admitted to the Donald P. Bellisario College of Communications. Second, enrollment in the Film Production major is limited. Students apply for admission to the major after completing at least three semesters of study at Penn State and the two prerequisite courses: COMM 150 and COMM 242. Admission to the major is competitive and based on a review of the student's creative work and academic record.",,True,True,False,False,False,,,program,Bachelor of Arts in Film Production,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be eligible for entrance to the Finance major, students must enroll in the Smeal College of Business or the Division of Undergraduate Studies and must complete the following entrance-to-major requirements: ACCTG 211(4) or ACCTG 211H(4), ECON 102(3) or ECON 102H(3), ENGL 15 GWS(3) or ENGL 30 GWS(3) or ENGL 137H GWS(3) or CAS 137H GWS(3), MATH 110 GQ(4) or MATH 140 GQ(4) or MATH 110H GQ(4) or MATH 140H GQ(4), STAT 200 GQ(4) or SCM 200 GQ(4) or SCM 200H GQ(4). All these courses must be completed with a grade of C or better. Students must have a minimum cumulative grade-point average that is set annually.",,True,True,False,False,False,,,program,Bachelor of Science in Finance,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"Graduates of a high school or those who have earned a GED may be eligible for admission to the first-year class. Requirements for admission to the University are a high school diploma or GED and the following high school units: 4 units of English; 3 units of mathematics (algebra, geometry, trigonometry, or higher math); 3 units of science; 3 units of social studies; 2 units of the same second language. In order to be eligible for entrance to this major, students must satisfy the following requirements: attained at least a 2.00 cumulative grade-point average; completed the following courses and earned a grade of C or better in each: CHEM 110, CHEM 111, CHEM 112, MATH 110 or MATH 140.",,True,True,True,False,False,,,program,Bachelor of Science in Food Science,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"In order to be eligible for entrance to the Forensic Science major, a student must: 1. have completed the following entrance-to-major requirements with a grade of C or better: CHEM 110, CHEM 111, CHEM 112, FRNSC 210, and MATH 140; 2. have earned a minimum cumulative grade-point average of 2.00",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Forensic Science,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"To be eligible for entrance to the French and Francophone Studies major, a student must: (1) have completed at least 29.1 credits; (2) have a minimum cumulative grade-point average of 2.00. For first-year admission, applicants are evaluated on their high school GPA and completion of required high school coursework (including 4 units of English, 3 units of Math, 3 units of Science, 3 units of Social Studies, and 2 units of World Language).",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in French and Francophone Studies,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"Admissions requirements for the Bachelor of Science in Geography are consistent with the requirements for the College of Earth and Mineral Sciences. To be eligible for admission to the Geography major, students must be enrolled in the College of Earth and Mineral Sciences or the Division of Undergraduate Studies (DUS). For admission to the University, first-year applicants must have a high school diploma or its equivalent and have completed a minimum of 15 units of preparatory work, including 4 units of English, 3 units of Mathematics, 3 units of Science, 3 units of Social Studies, and 2 units of a single world language other than English.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Geography,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"In order to be eligible for entrance to this major, students must satisfy the following requirements: attained at least a 2.00 cumulative grade point average.",,True,False,True,False,False,,,program,Bachelor of Arts in Geography,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"Entrance to the Geosciences major requires that a student have: (1) completed at least 29 credits; (2) earned a cumulative grade-point average of at least 2.00; and (3) completed GEOSC 1, GEOSC 20, or GEOSC 71; and CHEM 110 and MATH 140, each with a grade of C or better.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Geosciences,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"For entrance into the major, students must have a cumulative grade-point average of 2.0 or higher.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in German,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"In order to be eligible for entrance to the Global and International Studies major, a student must have: 1. attained at least a 2.00 cumulative grade-point average; 2. completed at least 27.5 credits. For Penn State's general admission requirements, freshman applicants must submit Penn State’s undergraduate application, official high school transcripts or GED, and SAT or ACT scores (optional through 2025).",,True,True,False,False,False,,,program,Bachelor of Arts in Global and International Studies,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"Applicants must apply to the University through the Undergraduate Admissions Office. In addition to the University's high school graduation requirements, the College of the Liberal Arts requires two units of a single world language other than English. To be eligible for entrance to the Global and International Studies major, a student must: (1) have completed at least 29.1 credits and be enrolled in or have completed his/her fourth semester; (2) have a minimum cumulative grade-point average of 2.00; and (3) have completed GLIS 101 or GLIS 102 with a grade of C or better.",Not Required,True,True,False,False,False,,,program,Bachelor of Science in Global and International Studies,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,Required,Admission to the Graphic Design major is a two-step process. First-year students must first apply to Penn State and then submit a portfolio to the Stuckeman School via SlideRoom. Admission is based on a review of the student’s academic record and the portfolio.,,True,True,False,False,False,,,program,Bachelor of Design in Graphic Design,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"First-year applicants must complete a minimum of 15 units of high school coursework, including 4 units of English, 3 units of Social Studies, 3 units of Science, 3 units of Math (specifically Algebra 1, Algebra 2, and Geometry or Trigonometry), and 2 units of a single world language. Evaluation for admission is primarily based on the student's high school academic record (GPA) and the completion of these required subjects. Penn State is currently test-optional through the fall 2025 semester.",Not Required,True,True,False,False,False,,,program,Bachelor of Science in Health Policy and Administration,https://hhd.psu.edu/hpa
Not Required,Not Required,"To be considered for first-year admission to Penn State, applicants must complete high school course requirements, which include four units of English, three units of social studies, three units of science, and three units of math (algebra, geometry, and trigonometry). Applicants must also submit a Self-Reported Academic Record (SRAR). Standardized test scores (SAT or ACT) are optional. For entrance to the History (B.A.) major specifically at Abington, students must satisfy a 2.00 cumulative grade-point average.",Not Required,True,True,False,False,False,,,program,Bachelor of Arts in History,https://bulletins.psu.edu/undergraduate/colleges/abington/history-ba/
Not Required,Not Required,"In order to be eligible for entrance to this major, a student must: 1) attain at least a 2.00 cumulative grade-point average; 2) satisfy the third semester classification; 3) complete the following entrance-to-major requirements with a grade of C or better: ACCTG 211, ECON 102, HM 201. Standard Penn State undergraduate admission requirements also apply, including the submission of a high school transcript and optional standardized test scores.",Not Required,True,True,False,False,False,,,program,Bachelor of Science in Hospitality Management,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"In order to be eligible for entrance to this major, a student must: 1. attain at least a 2.00 cumulative grade-point average; 2. be in at least their third semester (at least 27.1 credits). For the Bachelor of Science degree in Human Development and Family Studies, a minimum of 120 credits is required.",Not Required,True,True,False,False,False,,,program,Bachelor of Science in Human Development and Family Studies,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"Entrance to Major: In order to be eligible for entrance to the Human Resource Management major, a student must: 1. attain at least a 2.00 cumulative grade-point average; 2. have completed ECON 102 GS(3), PSYCH 100 GS(3), and STAT 200 GQ(4) or SCM 200 GQ(4), and earned a grade of C or better in each of these courses. To be eligible for admission to the College of the Liberal Arts, an applicant must have completed: 2 units of a single world language other than English.",Not Required,True,True,False,False,False,,,program,Bachelor of Science in Human Resource Management,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be eligible for entrance to the Industrial Engineering major, students must have completed 29-55 cumulative credits at Penn State; have an overall cumulative grade-point average of 2.60 or higher; and have completed the following courses with a grade of C or better: CHEM 110, MATH 140, MATH 141, and PHYS 211.",,True,True,True,False,False,,,program,Bachelor of Science in Industrial Engineering,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"To be eligible for entrance to the Information Sciences and Technology major, a student must: 1) attain a cumulative grade-point average of 2.00 or higher; and 2) complete the following courses with a grade of C or better: IST 110, IST 140 (or CMPSC 101 or CMPSC 121), IST 210, and IST 220. General first-year admission to the university requires the completion of specific high school units, including four units of English, three units of Mathematics (algebra, geometry, and trigonometry/pre-calculus), three units of Science, three units of Social Studies, and two units of a World Language.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Information Sciences and Technology,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"Our Bachelor of Science in Integrated Social Sciences is a flexible degree program that gives you the tools to explore how the world works across a variety of social science disciplines. Working with a dedicated program director, you can customize your coursework to match your specific interests while following a rigorous academic path. Students will gain knowledge in research methods, ethics, and critical thinking. They will also be able to communicate effectively in a variety of formats.",Not Required,True,True,False,False,False,,,program,Bachelor of Science in Integrated Social Sciences,https://la.psu.edu/future-students/academics/degrees/integrated-social-sciences/
Not Required,Not Required,Entrance to the Integrative Science major (ISCI_BS) requires the following: Cumulative grade point average of at least 2.00. Standardized test scores (SAT or ACT) are not required for students applying for undergraduate admission through the 2025-26 academic year.,Not Required,True,True,True,False,False,,,program,Bachelor of Science in Integrative Science,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be eligible for entrance to the Interdisciplinary Business with Engineering Studies major, a student must have: attained at least a 2.00 cumulative grade-point average and completed: MATH 140, ECON 102, CHEM 110 and ACCTG 211 with a grade of C or better.",,True,False,True,False,False,,,program,Bachelor of Science in Interdisciplinary Business with Engineering Studies,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"The Interdisciplinary Science and Business (ISB) degree, offered by the School of Science and the Black School of Business, allows students to prepare for careers in the 21st-century business and technology environment. This program provides students with a solid foundation in the physical and life sciences and a thorough understanding of the business principles needed to manage modern technology. Graduation requirements include 121 credits, and students must complete coursework in science, business, and engineering. For more information, please contact the B.S. in Interdisciplinary Science and Business program at 814-898-6105 or email behrend-science@psu.edu.",,True,False,True,False,False,,,program,Bachelor of Science in Interdisciplinary Science and Business,https://behrend.psu.edu/school-of-science/academic-programs/interdisciplinary-science-and-business
,,"International Business is a secondary major. To graduate with a major in International Business, a student must also complete a primary major in the Smeal College of Business. Entrance to the International Business major occurs at the same time as entrance to the primary Smeal major. To be eligible for the International Business major, a student must be enrolled in the Smeal College of Business or the Division of Undergraduate Studies. Students must have completed 29-59 cumulative credits at Penn State and have a cumulative grade-point average of 3.20. In addition to the GPA and credit requirements, students must also: 1. Complete or be currently enrolled in the following entrance-to-major courses: ACCTG 211, ECON 102, ENGL 15 or ENGL 30, MATH 110 or MATH 140, STAT 200 or SCM 200. 2. Demonstrate proficiency in a contemporary foreign language. 3. Submit an application for the major.",,True,True,False,False,False,,,program,Bachelor of Science in International Business,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"Entrance to Major: In order to be eligible for entrance to the International Politics major, a student must: 1. attain at least a C (2.00) cumulative grade-point average for all courses taken at the University; and 2. have at least third-semester classification (a minimum of 44 credits). For a first-year student to be eligible for admission to the College of the Liberal Arts, an applicant must have a high school diploma or its equivalent and have completed the following units: 4 units of English, 3 units of Mathematics (algebra, geometry, and trigonometry or higher math), 3 units of Science, 3 units of Social Studies/Arts/Humanities, and 2 units of a single world language.",Not Required,True,True,False,False,False,,,program,Bachelor of Arts in International Politics,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"In order to be eligible for entrance to the Italian major, a student must have: attained at least a 2.00 cumulative grade-point average and completed or be currently enrolled in IT 3 or IT 10.",,True,True,False,False,False,,,program,Bachelor of Arts in Italian,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"To be eligible for entrance to the Japanese major, a student must: (1) have completed at least 29.1 credits and be enrolled in or have completed no more than 60 credits; (2) have completed JAPNS 1, JAPNS 2, and JAPNS 3; (3) have earned at least a 2.00 cumulative grade-point average.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Japanese,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"This program currently has no additional requirements for entrance to the major. For Penn State's admissions requirements, visit the Admissions website. First-year admission to Penn State is based on several factors, including: High school coursework, Grades, Standardized test scores (SAT or ACT) – optional through Fall 2025.",,True,False,False,False,False,,,program,Bachelor of Arts in Jewish Studies,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be eligible for entrance to the Journalism major, a student must: (1) have completed COMM 160 with a grade of C or better; (2) have completed at least 27.5 cumulative credits; and (3) have a minimum cumulative grade-point average of 2.00.",,True,False,False,False,False,,,program,Bachelor of Arts in Journalism,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"In order to be eligible for entrance to the Kinesiology major, a student must have: 1) attained at least a 2.00 cumulative grade-point average; 2) completed the following entrance-to-major requirements with a grade of C or better: BIOL 110 GN(4), KINES 100(3), KINES 101(3), PSYCH 100 GS(3) and one of the following: BIOL 161 GN(3) or BIOL 141 GN(3).",,True,True,True,False,False,,,program,Bachelor of Science in Kinesiology,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"To be eligible for first-year admission to the Bachelor of Arts in Labor and Human Resources at Penn State, applicants must meet the university's general undergraduate admission requirements. These include the completion of specific high school units: 4 units of English, 3 units of mathematics, 3 units of science, 3 units of social studies, and 2 units of a single world language. Admission decisions are primarily based on a student's academic record in high school, including grade point average (GPA) and the rigor of the curriculum.",Not Required,True,True,False,False,False,,,program,Bachelor of Arts in Labor and Human Resources,https://issuu.com/psbehrend/docs/penn_state_behrend_commencement_program_fall_202
,,"To be eligible for entrance to the Labor and Human Resources major, a student must: (1) have completed at least 29.1 cumulative credits; (2) have a cumulative grade-point average of at least 2.00; and (3) have completed the following courses with a grade of C or better: LHR 100.",,True,False,False,False,False,,,program,Bachelor of Science in Labor and Human Resources,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"The Bachelor of Landscape Architecture (B.L.A.) is a five-year professional degree program, fully accredited by the Landscape Architecture Accreditation Board (LAAB). Admissions to the Bachelor of Landscape Architecture program are handled through the Undergraduate Admissions Office. To be eligible for entrance to the Bachelor of Landscape Architecture major, a student must: (1) have completed the admission requirements of the University and the College of Arts and Architecture; (2) have a cumulative grade-point average of 2.00 or higher.",Not Required,True,True,True,False,False,,,program,Bachelor of Landscape Architecture in Landscape Architecture,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"To be eligible for entrance to the Latin American Studies major, a student must have: attained at least a 2.00 cumulative grade-point average. For admission to the University, undergraduate applicants must submit an application, official high school transcripts or a Self-Reported Academic Record (SRAR), and have completed specific high school units including 4 units of English, 3 units of Mathematics, 3 units of Science, 3 units of Social Studies, and 2 units of a single World Language.",Not Required,True,True,False,False,False,,,program,Bachelor of Arts in Latin American Studies,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"Entrance to Major: No additional requirements for admission to this major. For more information about the admission process, students should visit the Undergraduate Admissions website.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Law and Society,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,Required,"To be eligible for entrance to the Letters, Arts, and Sciences major, a student must: (1) have completed at least 27.5 credits; (2) have a cumulative grade-point average of at least 2.00; and (3) submit a proposal for the major. The proposal must be developed in consultation with a faculty advisor. The proposal must include: (1) a statement of the student's goals; (2) a list of the courses that will be used to meet the requirements for the major; and (3) a rationale for how the courses will help the student meet their goals.",,True,True,False,False,False,,,program,"Bachelor of Arts in Letters, Arts, and Sciences",https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"Requirements for admission to the University as a first-year student include a high school diploma or equivalent and the completion of the following high school units: 4 units of English, 3 units of mathematics, 3 units of science, 3 units of social studies, and 2 units of the same world language. Penn State is test-optional through fall 2025.",,True,False,False,False,False,,,program,Bachelor of Arts in Linguistics,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be eligible for entrance to the Management major, students must: 1. obtain a cumulative grade-point average (GPA) of 2.00 or higher; 2. complete and earn a grade of C or better in: ACCTG 211, ECON 102, ENGL 15 or ENGL 30H or ESL 15, MATH 110 or MATH 140, and STAT 200 or SCM 200.",,False,True,False,False,False,,,program,Bachelor of Science in Management,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"To apply for the Bachelor of Science in Management Information Systems at Penn State, first-year applicants must submit an online application (via Penn State’s MyPennState portal or the Common App) and a Self-Reported Academic Record (SRAR). Standardized test scores (SAT or ACT) are optional through the Fall 2025 application cycle. Penn State does not require letters of recommendation, a resume, or a writing sample as part of the undergraduate application process. While an optional personal statement is available within the application, it is not required.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Management Information Systems,https://catalogs.eku.edu/undergraduate/science-technology-engineering-mathematics/computer-science-information-technology/management-information-systems-bs/
Not Required,Not Required,"To be eligible for entrance to the Marketing major, students must: 1) attain a cumulative grade-point average of 3.20 or higher; 2) complete the following entrance-to-major courses with a grade of C or better: ACCTG 211, ECON 102, ENGL 15 or ENGL 30, MATH 110 or MATH 140, MGMT 301, MKTG 301, and SCM 301; and 3) have completed at least 44 but no more than 59 cumulative credits at Penn State. High school requirements for admission include 4 units of English, 3 units of Mathematics, 3 units of Science/Social Studies, and 2 units of a single World Language.",Not Required,True,True,False,False,False,,,program,Bachelor of Science in Marketing,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"To be eligible for entrance to the Materials Science and Engineering major, a student must: 1. Have completed the following entrance-to-major courses with a grade of C or better: CHEM 110, MATH 140, MATH 141, and PHYS 211. 2. Have a minimum cumulative GPA of 2.00. General application requirements include the completion of the Penn State application or Common App, the Self-Reported Academic Record (SRAR), and standardized test scores (SAT or ACT), which are optional through the fall 2025 semester.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Materials Science and Engineering,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"Applicants must have a high school diploma or its equivalent. General freshman admission requirements include 15 secondary school units: 4 units of English, 3 units of mathematics (including algebra, geometry, and algebra 2), 3 units of science, 3 units of social studies, and 2 units of a single world language. For entrance to the Mathematics major, a student must have: 1) attained at least a 2.00 cumulative grade-point average; 2) completed MATH 140 and MATH 141 with a grade of C or better.",Not Required,True,True,True,False,False,,,program,Bachelor of Arts in Mathematics,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"In order to be eligible for entrance to the Mathematics major, a student must have: 1. attained at least a 2.00 cumulative grade-point average; 2. completed MATH 140 and MATH 141 with a grade of C or better. General first-year admission requires a high school diploma or equivalent and the completion of specific high school units including English, Mathematics, Science, Social Studies, and World Language.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Mathematics,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"To be eligible for entrance to this major, students must satisfy the following requirements: 1. A minimum cumulative grade point average of 2.60. 2. Completion of the following courses with a grade of C or better: CHEM 110, MATH 140, MATH 141, PHYS 211. General freshman admission requires the submission of an official high school transcript or equivalent.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Mechanical Engineering,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be eligible for the Mechanical Engineering Technology major, a student must have earned a minimum cumulative grade-point average of 2.00 and completed MET 107, MET 111, MATH 022, and MATH 026 or MATH 040 or MATH 041 or MATH 081 or MATH 140. General first-year admission requirements for Penn State Behrend include 4 units of English, 3 units of mathematics (algebra, geometry, trigonometry), 3 units of science, 3 units of social studies, and 2 units of a single world language.",,True,True,True,False,False,,,program,Bachelor of Science in Mechanical Engineering Technology,https://behrend.psu.edu/directory/school-engineering/mechanical-engineering-technology
,,"In order to be eligible for entrance to the Media Studies major, a student must: 1. have attained at least a 2.00 cumulative grade-point average; 2. have completed at least 29.1 credits.",,True,False,False,False,False,,,program,Bachelor of Arts in Media Studies,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"In order to be eligible for entrance to this major, a student must have achieved a minimum cumulative grade-point average of 2.00 and have completed the following entrance-to-major requirements: MATH 140, MATH 141, and PHYS 211. General high school requirements for freshman admission include 4 units of English, 3 units of mathematics (algebra, geometry, and trigonometry/pre-calculus), 3 units of science, 3 units of social studies/arts/humanities, and 2 units of a single world language.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Meteorology and Atmospheric Science,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"In order to be eligible for entrance to the Microbiology major, a student must: 1) attained at least a 2.00 cumulative grade-point average; 2) completed MICRB 201(3) or MICRB 202(2) and earned a grade of C or better. Freshman Students: Information on the Penn State admission process for first-year students can be found on the Admissions section of the Bulletin. Transfer Students: Information on the Penn State admission process for transfer students can be found on the Admissions section of the Bulletin.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Microbiology,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"In order to be eligible for entrance to the Middle Level Education major, a student must: 1. Attain at least a 3.00 cumulative grade point average. 2. Complete at least 48 units of transferable college-level credit. 3. Pass the Basic Skills Requirement. 4. Complete ENGL 15 GWS or ENGL 30 GWS, 3 credits of literature, and MATH 200 and MATH 201. 5. Complete EDPSY 14.",,True,False,False,False,False,,,program,Bachelor of Science in Middle Level Education,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"Entrance to Major (ETM) Requirements: In addition to the University requirements for entrance to a major, the College of Earth and Mineral Sciences requires that students complete MATH 140, MATH 141, PHYS 211, and CHEM 110 with a grade of C or better. Students may spend their first two years at any Penn State campus and then finish the final two years at University Park or Fayette.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Mining Engineering,https://www.eme.psu.edu/undergraduate/academics/undergraduate-programs/mining-engineering-major
,,"In addition to the application for admission to the University, students must also submit a School of Music application and complete an audition on a band or orchestral instrument, piano, organ, or voice. Entrance to the major occurs upon completion of at least 29.1 credits, with a minimum 2.00 cumulative GPA and a successful performance audition.",,True,False,False,False,False,,,program,Bachelor of Arts in Music,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"Entrance to the Bachelor of Music (B.M.) major requires a successful performance audition on a standard orchestral or band instrument, piano, organ, classical guitar, or voice. Audition requirements are available on the School of Music website. In addition to the audition, students must also complete the University application for admission. Students are admitted to the program only after a successful audition has been completed and they have been admitted to the University.",,True,False,False,False,False,,,program,Bachelor of Music in Music,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Required,Required,"To be considered for admission to the Bachelor of Music Education program, applicants must first apply for undergraduate admission to Penn State. Once the University application is submitted and a Penn State ID number is received, applicants must submit the School of Music supplemental application to schedule an audition. Required components for the School of Music application include a successful performance audition on a primary instrument or voice, an interview with music education faculty, and a brief essay (statement of intent) explaining the applicant's choice of music education as a career. A resume of musical background and activities is also required as part of the supplemental application.",Not Required,True,False,False,False,False,,,program,Bachelor of Music Education in Music Education,https://www.globalreachonline.com/course-details.php?institute_course_id=MTAxMjgy
Required,Required,"Entrance to the Musical Arts major requires a successful audition on an instrument or voice. In addition to the audition, students must submit a personal statement (maximum 500 words) describing their interest in the Bachelor of Musical Arts degree, as well as two letters of recommendation from music professionals. For some students, an interview or a portfolio review may be required.",,True,False,False,False,False,,,program,Bachelor of Musical Arts in Musical Arts,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Required,,"Admission to the Musical Theatre option is based on an audition. Potential students must first be admitted to the university and then audition for the program. The audition process involves a pre-screen submission including a resume, headshot, and performance videos. Candidates who pass the pre-screen are invited to a final audition consisting of singing, acting, and dance components.",,True,True,False,False,False,,,program,Bachelor of Fine Arts in Musical Theatre,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be eligible for entrance to the Nuclear Engineering major, students must satisfy the following requirements: 29-55 cumulative credits (one semester in residence at Penn State); 2.60 cumulative grade-point average; and completion of MATH 140, MATH 141, PHYS 211, and CHEM 110 with a grade of C or better.",,True,False,True,False,False,,,program,Bachelor of Science in Nuclear Engineering,https://bulletins.psu.edu/undergraduate/colleges/engineering/nuclear-engineering-bs/nuclear-engineering-bs_suggestedacademicplantext.pdf
,Not Required,"Admission to the Nursing major is competitive. Review factors include the high school grade-point average and high school coursework. Review of applications for the Nursing major begins in early November. First-year students who select the Nursing major on their application will be reviewed for admission to the College of Nursing. High school students are required to have: 4 units of English, 3 units of mathematics (algebra, geometry, and trigonometry or higher math), 3 units of science, and 3 units of social studies, humanities, or the arts. In addition, two units of the same world language other than English are required.",Not Required,True,True,False,False,False,,,program,Bachelor of Science in Nursing,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
