Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees.1,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Concentration.1,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore,IsGRERequired
,Post-Baccalaureate Certificate in Mechatronics,,,,,Graduate-Certificate,Fall 2026,,,,Not Required,Not Required,Not Required,REQUIRED,"A bachelor’s degree in Mechanical Engineering, Electrical Engineering, Computer Engineering, Computer Science, Information Systems, or a closely related field. A minimum undergraduate GPA of 3.0 on a 4.0 scale. For students with a non-engineering B.S. degree, a grade of “B” or better in the following UMBC (or equivalent) courses is required: MATH 152, PHYS 121 and CMPE 212 or CMSC 202.",Not Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,The College of Engineering and Information Technology,,,,,,,,,,,,https://catalog.umbc.edu/preview_entity.php?catoid=41&ent_oid=2821&returnto=2971,,,,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,53.0,,80,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Post-Baccalaureate Certificate in Organizational Consulting,,,,,Graduate-Certificate,Fall 2026,,,,Required,Required,Not Required,NOT REQUIRED,Applicants must have a bachelor's degree with a minimum 3.0 GPA.,Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,"College of Arts, Humanities, and Social Sciences",,,,,,,,,,"UMBC’s Graduate Certificate in Organizational Consulting prepares professionals to excel as both internal and external consultants, addressing human performance and organizational challenges. This program covers essential functions and skills needed to diagnose and solve complex issues within organizations. Students will learn integrated approaches to implementing large-scale changes through coursework that includes case studies and experiential learning opportunities. The program offers a practical, hands-on experience via a structured internship, where students are mentored by seasoned consultants in real consulting environments. With a curriculum developed in partnership between UMBC’s Industrial/Organizational Psychology and Learning and Performance Technology programs, the certificate provides a comprehensive perspective on consulting practices.",,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Post-Baccalaureate Certificate in Project Management,,,,,Graduate-Certificate,Fall 2026,,,,,,Not Required,REQUIRED,,,,True,True,True,False,False,False,,True,False,False,False,True,True,True,False,False,,,,College of Engineering and Information Technology,,,,,,,,,,"The Project Management program at UMBC is designed to provide professionals with the skills and critical analysis capabilities necessary to successfully complete projects, lead technical, virtual, and international teams. Students will demonstrate a knowledge of project management practices as outlined by the Project Management Institute (PMI). This certificate is ideal for professionals in a variety of industries. It emphasizes practical skills that are directly applicable and complementary to courses offered through other applied professional programs.",,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,False,,4.0,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Post-Baccalaureate Certificate in Systems Engineering,,,,,Graduate-Certificate,Fall 2026,,,,Not Required,Not Required,Not Required,NOT REQUIRED,"In addition to the Graduate School’s general admission requirements, the Systems Engineering graduate program requires the following for admission to the certificate program:

A bachelor’s degree in engineering, computer science, mathematics, or a related technical field.
A minimum undergraduate GPA of 3.0 on a 4.0 scale.",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,College of Engineering and Information Technology,,,,,,,,,,,,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,"Federal loans, Federal Work-Study, assistantships, and some scholarships. [3]",FALSE,,,FALSE,FALSE,,,
,Post-Baccalaureate Certificate in Teaching English to Speakers of Other Languages (TESOL),,,,,Graduate-Certificate,Fall 2026,,,,Not Required,Required,Not Required,REQUIRED,Applicants to the Post-Baccalaureate Certificate in TESOL must complete a graduate application. Applicants should have earned a bachelor’s degree with a GPA of 3.0 or higher. A two-page goal statement is also required.,Not Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,Department of Education,,,,,,,,,,,,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,False,A cumulative GPA of 3.0 must be maintained to remain in good academic standing. No grade below C will be accepted for graduate credit.,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,7.0,,,68.0,,90,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Post-Baccalaureate Certificate in The Non Profit Sector,,,,,Graduate-Certificate,Fall 2026,,,,,,Not Required,REQUIRED,,,,True,True,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,"College of Arts, Humanities, and Social Sciences",,,,,,,,,,This certificate is designed for college graduates who wish to understand the role of the nonprofit sector in our society. It will provide an understanding of nonprofit organizations based on systematically examining relationships with the private sector and government. The certificate is open to students with a bachelor’s degree in any undergraduate major.,,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,False,,4.0,,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,53.0,,80,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Post-Baccalaureate Certificate in Training and Talent Development,,,,,Graduate-Certificate,Fall 2026,,,,Required,Required,Not Required,,"Applicants should have a GPA of 3.0 or above. Additionally, they are expected to have completed Introduction to Psychology OR General Psychology, along with one undergraduate course in Research Methods or Statistics. [1]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,"College of Arts, Humanities, and Social Sciences",,,,,,,,,,"UMBC’s Training and Talent Development Certificate is crafted for early to mid-career HR professionals who aspire to deepen their expertise in performance improvement and training methodologies. This program covers essential principles such as the role of training within organizations, adult learning theories, needs assessment, and training evaluation. Students will develop practical skills in designing and managing training programs, navigating through the Instructional Systems Design (ISD) process to create projects ready for implementation. Additionally, the curriculum provides insights into both the historical and modern perspectives of leadership, equipping students with the tools to support and enhance organizational performance. The 12-credit program consists of four courses, and the credits earned can be applied towards a Master’s degree in I/O Psychology or Learning and Performance Technology, offering a flexible pathway for professional advancement.",,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Concentration in Economic Policy,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"In addition to the general requirements for admission to the Graduate School, applicants for admission to the M.A. in E.P.A. should have a bachelor’s degree from a recognized university, with a grade point average (GPA) of at least 3.0 on a 4.0 scale. Applicants must also have successfully completed at least one semester of statistics and at least one semester of calculus. Students who do not meet these course pre-requisites may be admitted on a provisional basis, but must complete them with a grade of “B” or better before being fully admitted to the program.",Not Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,,,,,,,,,,Economic Policy,For students who would like to focus on the economic tools used in policy analysis. This is the broadest and most flexible concentration.,,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,53.0,,80,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Concentration in Public Policy,,,,,Graduate,Fall 2026,,,,Required,Required,Optional,REQUIRED,"Applicants must have or be nearing completion of a bachelor's degree to apply to the Master's program. For the Ph.D. program, applicants often have a master's degree, but it is not required. [2] The application requires the submission of official transcripts from all universities attended, a statement of goals, and contact information for at least three recommenders. [2]",Optional,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,School of Public Policy,,,,,,,,,Public Policy,"The public policy major has one concentration: public policy. It prepares students for a variety of careers and for several types of graduate or professional training. The program is designed to develop the analytical skills needed to understand the basis for public policy, the process of its creation and the assessment of its consequences. To this end, the curriculum is interdisciplinary, drawing on a variety of social science disciplines. Students acquire a set of skills and a broad background in policy studies. The program provides the foundations needed for students who wish to pursue graduate work in public policy or in one of the social sciences. The B.A. program provides the background for professional training in such fields as law, social work and public administration. The program also provides the skills and knowledge needed by those who wish to work immediately after graduation in the public or non-profit sectors.",,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,53.0,,80,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Concentration in Economic Policy and Data Sciences,,,,,Graduate,Fall 2026,,,,Required,Required,GRE,REQUIRED,"In addition to the general requirements of the Graduate School, applicants for admission to the M.A. in Economic and Data Sciences must have a bachelor’s degree, a minimum undergraduate GPA of 3.0 on a 4.0 scale, submission of a statement of purpose, submission of a resume, and submission of three letters of recommendation. Submission of Graduate Record Examination (GRE) scores is optional.",Not Required,,True,True,True,False,True,False,,True,False,False,False,True,True,False,False,False,,,,"College of Arts, Humanities, and Social Sciences",,,,,,,,,Economic Policy and Data Sciences,The concentration in Economic Policy and Data Sciences provides students with advanced training in data science with a focus on applying these techniques to economic and policy issues. Students are required to demonstrate proficiency in a number of data science techniques as well as the ability to apply these techniques to a new research question in their capstone project. The capstone project must be approved by a committee of three faculty members and is the primary requirement for the concentration.,,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,7.0,,,68.0,,96,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Area of Emphasis in Bayesian analysis,,,,,Graduate,Fall 2026,,,,,,Not Required,REQUIRED,This area of emphasis is available to students in the Ph.D. and M.S. programs in Statistics. Admission Requirements: Admission to the Statistics M.S. or Ph.D. program.,,,True,False,False,False,False,False,,False,False,False,False,False,True,True,False,False,,,,"College of Arts, Humanities, and Social Sciences",,,,,,,,,Area of Emphasis in Bayesian analysis,"The Area of Emphasis in Bayesian Analysis provides M.S. and Ph.D. students with a solid foundation in the concepts of Bayesian statistical analysis. This area of emphasis is available to students in the Statistics M.S. and Ph.D. programs. The emphasis is designed to be taken as part of the degree program. The requirements for the area of emphasis involve 9 credit hours of course work, of which 3 credits may be counted towards the degree requirements in the Statistics M.S. and Ph.D. programs.",,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,"100 (iBT), 600 (paper-based)",,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Area of Emphasis in Biostatistics,,,,,Graduate,Fall 2026,,,,,,Not Required,REQUIRED,,,,True,True,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,The College of Natural and Mathematical Sciences,,,,,,,,,Biostatistics Track,"Applications-oriented tracks are offered under the master’s program in statistics to meet the educational needs of students who intend to obtain employment in industry and government. The program offers a track in environmental statistics and a track in biostatistics. This track is recommended for students interested in biomedical and public health applications. The program is a joint undertaking of the Department of Mathematics and Statistics at UMBC and the Department of Epidemiology and Preventive Medicine at the University of Maryland, Baltimore.",,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,7.0,,,68.0,,96,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Area of Emphasis in Data mining,,,,,Graduate,Fall 2026,,,,,,Optional,REQUIRED,,,,False,False,False,False,False,False,,True,False,False,False,True,True,True,False,False,,,,College of Engineering and Information Technology,,,,,,,,,,,,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,53.0,,80,,,,,,,,,,,,,Merit-based,FALSE,,,FALSE,FALSE,,,
,Area of Emphasis in Design of experiments,,,,,Graduate,Fall 2026,,,,Not Required,Not Required,Not Required,REQUIRED,"The 'Area of Emphasis in Design of Experiments' is a track within the Bachelor of Science in Statistics, not a separate program to which one directly applies. Application is for general undergraduate admission to UMBC. Requirements include completing the Common App, an essay, and submitting high school transcripts. There is a $75 non-refundable application fee. [6]",Not Required,,True,True,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Natural and Mathematical Sciences,"For the 2024-2025 academic year, the estimated undergraduate tuition and fees are $13,256 for Maryland residents and $31,225 for out-of-state students. [4]","For the 2024-2025 academic year, the estimated undergraduate tuition and fees are $13,256 for Maryland residents and $31,225 for out-of-state students. [4]",,,,,,,Applied Mathematics / Statistics Track,"The applied track focuses on mathematics as it is used in the sciences and engineering, and in industry. Students should consult with their advisors before selecting a track.",,https://mathstat.umbc.edu/undergraduate-programs-of-study/,"UMBC is accredited by the Middle States Commission on Higher Education, 3624 Market Street, Philadelphia, PA 19104. (267-284-5000). MSCHE is an institutional accrediting agency recognized by the U.S. Secretary of Education and the Council for Higher Education Accreditation (CHEA).",,"UMBC charges $389 per credit hour for in-state undergraduates and $1,136 for out-of-state undergraduates. [4]",FALSE,True,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,120.0,,,,6.5,,,53.0,,80,,,,,,,,,,,"General merit scholarships for incoming first-year students range from $1,000 to $15,000 per year. [2] Scholarships for specific Scholars Programs can range from $5,000 to $22,000 per year. [6]",,"UMBC offers both need-based financial aid (including grants, loans, and work-study) and merit-based scholarships. [3] Merit scholarships are available for academic achievement, and there are also specific Scholars Programs based on academic interest, such as the Center for Women in Information Technology (CWIT) Scholars Program, Cyber Scholars Program, Humanities Scholars Program, Linehan Artist Scholars Program, Meyerhoff Scholars Program, Sherman Teacher Education Scholars Program, and Sondheim Public Affairs Scholars Program. [3]",FALSE,,,FALSE,FALSE,,,
,Area of Emphasis in Environmental statistics,,,,,Graduate,Fall 2026,,,,Required,Required,,,"The Area of Emphasis in Environmental Statistics is part of the Statistics M.S. and Ph.D. programs. Applicants to the program must have a bachelor’s degree from a regionally accredited college or university. Applicants must submit an application to the Graduate School. The application should include a transcript or transcripts of all academic work, three letters of recommendation, a statement of purpose and a resume. Graduate Record Examination (GRE) scores are not required. International students must also provide a TOEFL, IELTS, PTE Academic, or Duolingo score.",,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,Department of Mathematics and Statistics,,,,,,,,,,,,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Area of Emphasis in Nonparametric statistics,,,,,Graduate,Fall 2026,,,,Optional,Required,GRE,REQUIRED,"Applying to the Graduate School at UMBC requires information regarding your academic history, professional background, and personal information. Degree applications may require several reference materials, in addition to optional supplemental documents. Applicants should check their specific program's admission requirements as they may vary. [2]",Optional,,False,True,True,False,True,False,,True,False,False,False,True,True,False,False,False,,,,College of Natural and Mathematical Sciences,,,,,,,,,,,,https://catalog.umbc.edu/preview_program.php?catoid=40&poid=7418&print,,,,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,53.0,,80,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Area of Emphasis in Reliability,,,,,Graduate,Fall 2026,,,,,,,REQUIRED,An area of emphasis in Reliability requires the completion of 12 credits (4 courses).,,,True,False,False,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Engineering and Information Technology,,,,,,,,,,,,https://catalog.umbc.edu/preview_program.php?catoid=41&poid=7592,,,,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,7.0,,,68.0,,96,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Area of Emphasis in Spatial statistics and image analysis,,,,,Graduate,Fall 2026,,,,,,GRE,REQUIRED,Criteria for admission include: A bachelor's degree with a grade point average higher than 3.0 out of 4.0. A sound background in mathematics and/or statistics. A GRE score in the 85th percentile in the quantitative section. A TOEFL score of at least 600 (paper-based test) or 250 (computer-based test) or 100 (iBT) for international students. [15],,,False,False,True,False,True,False,,True,False,False,False,True,True,False,False,False,,,,College of Natural and Mathematical Sciences,,,,,,,,,,,,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,True,,4.0,,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,7.0,,,68.0,,96,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Area of Emphasis in Statistical decision theory and inference,,,,,Graduate,Fall 2026,,,,Not Required,Not Required,,,The completed application packet must include: (a) completed application forms; (b) transcripts of college and university academic records; (c) three recommendation letters; (d) Graduate Record Examination (GRE) scores for the General Test; and (e) TOEFL score for international applicants whose native language is not English. Criteria for admission include: A bachelor's degree with a grade point average higher than 3.0 out of 4.0. A sound background in mathematics and/or statistics. A GRE score in the 85th percentile in the quantitative section. A TOEFL score of at least 600 (paper-based test) or 250 (computer-based test) or 100 (iBT) for international students. [10],Not Required,,False,False,,,,,,,,,,,,,,,,,,College of Natural and Mathematical Sciences,,,,,,,,,Area of Emphasis in Statistical decision theory and inference,"The Department of Mathematics and Statistics offers graduate programs leading to the M.S. and Ph.D. degrees in both applied mathematics and statistics. Doctoral students continue with advanced study and dissertation research, with specialization in any of the departmental fields or in an interdisciplinary area. Particular emphasis is given to the following areas in statistics: Bayesian analysis, biostatistics, data mining, design of experiments, environmental statistics, nonparametric statistics, reliability, spatial statistics and image analysis, statistical decision theory and inference, survival analysis, time series analysis. [2, 3]",,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Area of Emphasis in Survival analysis,,,,,Graduate,Fall 2026,,,,,,,,,,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,College of Natural and Mathematical Sciences,,,,,,,,,Area of Emphasis in Survival analysis,"This area of emphasis is available for students in the Ph.D. and M.S. programs in Statistics.

Survival analysis is a cornerstone of modern biostatistics and has a wide range of applications in many other areas, including the social sciences, economics, and engineering. The basic data in survival analysis is the survival time, which is the time from a well-defined origin until the occurrence of a well-defined event. An important feature of survival data is the presence of censoring, which occurs when the event is not observed for some subjects. The Department of Mathematics and Statistics at UMBC has a strong group of faculty in survival analysis and related areas. This area of emphasis is designed for students who are interested in developing expertise in this important area of statistics.",,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,"['장학금', '펠로우십', '조교']",FALSE,,,FALSE,FALSE,,,
,Area of Emphasis in Time series analysis,,,,,Graduate,Fall 2026,,,,Optional,Required,,,The provided URL is for an 'Area of Emphasis' and does not list application requirements. Application requirements for the overarching graduate programs in Statistics would apply. These generally include a bachelor's degree with substantial quantitative coursework and a minimum GPA.,Not Required,,False,True,,,,,,,,,,,,,,,,,,Department of Mathematics and Statistics,,,,,,,,,Area of Emphasis in Time-Series Analysis,"The Department of Mathematics and Statistics offers an Area of Emphasis in Time-Series Analysis for students in the Statistics M.S. and Statistics Ph.D. programs. Students not in the Statistics M.S. or Ph.D. programs may be admitted with permission of the Graduate Program Director. This Area of Emphasis will prepare students for careers in fields in which time-series analysis is a key component, such as econometrics, engineering, finance, and signal processing. The emphasis will consist of four courses, as described below.",,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Bachelor of Science in Biochemistry and Molecular Biology,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,College of Natural and Mathematical Sciences,,,,,,,,,,"The Bachelor's of Science (B.S.) in Biochemistry and Molecular Biology (under the auspices of the Biological Sciences and the Chemistry and Biochemistry departments) offers students a unique interdisciplinary curriculum and exposure to a wide range of faculty members. [1] With a curriculum drawing from both disciplines, as well as specific biochemistry courses, the program provides a broad background in the physical and life sciences. [1] It is suitable for students planning careers in laboratory research or further training in graduate, medical, or other biomedical professional programs, such as medicine, dentistry, and medical technology. [1]",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,"Merit-based, Need-based, Departmental",FALSE,,,FALSE,FALSE,,,False
,Bachelor of Science in Bioinformatics and Computational Biology,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,,,"Application requirements for undergraduate programs at UMBC are generally not specified on a per-program basis. The provided program page lists detailed course and credit requirements for completing the degree, including 25 credits in Biology, 13 in Chemistry, 17 in Computer Sciences, and 19 in Physics & Mathematics. [18] Specific admission documents like a resume or statement of purpose are not mentioned for this bachelor's program.",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,"College of Natural and Mathematical Sciences, College of Engineering and Information Technology",,,,,,,,,,"Get comprehensive training in the fields of bioinformatics and computational biology by combining courses in the areas of biology, chemistry, physics, computer science, and mathematics. [3] Bioinformatics and Computational Biology is one of the fastest growing fields in the country. As a Bioinformatics and Computational Biology student, you will develop skills across several disciplines and gain the knowledge that allows you to access and manipulate the wealth of data now emerging from new technologies relating to genes, genomes, and the molecules they produce. [3] A degree in Bioinformatics and Computational Biology will give you an excellent background for a job in industry, government, and academics, including future graduate study. [3]",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,True,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Bachelor of Arts in Biological Sciences,,,,,Undergraduate,Fall 2026,,,,Optional,Required,Not Required,Required,"For first-year admission, applicants must submit the Common Application, a $75 non-refundable application fee, and an official high school transcript. An essay is also required to help the admissions committee get to know the applicant. [19, 21] Letters of recommendation are optional but up to two can be submitted through the Common App. [21]",Not Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,True,,,,College of Natural and Mathematical Sciences,,,,,,,,,,"The curriculum leading to the Biological Sciences, B.A. sweatshirts designed for students who want to pursue a career in a health-related profession (dentistry, medicine, pharmacy, or veterinary medicine) or those interested in training in an allied health field (dental hygiene, medical and research technology, nursing, pharmacy, or physical therapy). The B.A. is also appropriate for students wanting to combine another area of study - such as business, environmental studies, law, or science writing - with a solid background in biology.",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,True,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,53.0,,80.0,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Bachelor of Science in Biological Sciences,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Required,"For freshman admission to UMBC, a holistic review is conducted, considering grade point average, academic trend, strength of curriculum, a personal statement/essay, and optional letters of recommendation and standardized test scores. [3, 9] Specific course prerequisites for the Biological Sciences B.S. include biology, chemistry, physics, and calculus. [15, 17] A minimum grade of 'C' is required in all major courses and their prerequisites. [15, 19] Additionally, at least six of the eleven required Biological Sciences courses must be completed in residence at UMBC. [19]",Not Required,,True,True,True,False,False,False,,True,False,False,False,False,True,False,False,False,,,,College of Natural and Mathematical Sciences,,,,,,,,,,"The Bachelor of Science degree in biological sciences is designed to provide students with a strong foundation in biology, while allowing them the flexibility to pursue their own specific interests. The B.S. degree requires a research experience and more in-depth study in a specific area of biology. Graduates from this program go on to professional schools (medical, dental, etc.), graduate programs in the biological sciences, and to a wide range of jobs in the biotechnology and pharmaceutical industries as well as at government agencies.",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,True,,4.0,,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,,,80.0,,,,,,,,,,,,,"Merit-based, Need-based, Athletic, Field-Specific, Identity-based, Community service, Military-affiliated, Employer-sponsored, Micro-scholarships. [3, 16, 18, 20, 24]",FALSE,,,FALSE,FALSE,,,False
,Bachelor of Arts in Biology Education,,,,,Undergraduate,Fall 2026,,,,Not Required,Required,,,"To apply, first-year students need to complete the Common App. Required supporting documents include an official high school transcript. Submission of standardized test scores (SAT/ACT) and letters of recommendation is optional. [11, 19] A personal statement or essay is required. [14]",Not Required,,True,False,,,,,,,,,,,,,,,,,,College of Natural and Mathematical Sciences,,,,,,,,,,The B.A. program in biology education is designed for students who want to teach biology in a secondary school setting. The curriculum meets the requirements for a bachelor's degree in biological sciences and also provides the education courses needed for teacher certification. Students completing this degree will have a strong foundation in the biological sciences and educational pedagogy that will allow them to find employment as secondary education biology teachers or in a range of other technical positions utilizing their STEM education.,,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,UMBC's Education Department has been nationally reaccredited by the Council for the Accreditation of Education Preparation (CAEP) from 2020 to 2027. The Secondary Science (Biology) program was included in the CAEP accreditation review. All programs offered by the UMBC Department of Education have also been approved by the Maryland State Department of Education. [9],,,FALSE,True,,,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,"grants, scholarships, work-study, and loans",FALSE,,,FALSE,FALSE,,,
