Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url
Not Required,Not Required,"To be admitted to the university as a freshman, applicants must submit an application, a non-refundable application fee, and an official high school transcript. The University of North Alabama has a test-optional admission policy for students with a 2.25 or higher high school GPA.

Specific to the B.F.A. program: Admission into the B.F.A. program requires submission and approval of a portfolio of the student’s work during the student’s sophomore year after completion of the Art and Design Foundation courses.",Not Required,True,False,False,False,False,,,program,Bachelor of Fine Arts in Visual Arts and Design,https://catalog.una.edu/undergraduate/
Not Required,Not Required,"To apply for freshman admission, prospective students must submit an application for admission, pay the $35 application fee, and submit an official high school transcript. The University of North Alabama is test-optional through Fall 2025, and standardized test scores (ACT/SAT) are not required for admission. For students who submit scores, unconditional admission may be granted with a minimum 2.25 high school GPA and a minimum 18 ACT composite (970 SAT ERW + M), or a minimum 2.50 high school GPA and a minimum 16 ACT composite (880 SAT ERW + M).",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Visual Arts and Design,https://www.una.edu/art/degree/bachelor-of-art.html
Not Required,Not Required,"The University of North Alabama has adopted a test-optional admission policy for first-time freshmen. Students may be admitted based on the traditional method or the test-optional method. For traditional admission, a student must have a minimum 2.0 high school GPA and a minimum 18 ACT or 960 SAT composite score. For test-optional admission, a student must have a minimum 2.5 high school GPA.",Not Required,True,True,False,False,False,18.0,960.0,program,Bachelor of Science in Visual Arts and Design,https://catalog.una.edu/undergraduate/
Not Required,Not Required,"Initial admission to the University of North Alabama for first-time freshmen requires an online application, a $35 application fee, and an official high school transcript. The university has a test-optional admission policy for students with a 2.25 or higher high school GPA. Students with a high school GPA between 2.00-2.24 must submit an official ACT or SAT score. For automatic admission, students must have a 2.00 high school GPA and an 18 ACT or 940 SAT.

After being admitted to the university and completing required coursework, students must apply for admission to the Teacher Education Program (TEP). TEP admission requirements include: completion of 48 semester hours of coursework, a minimum overall GPA of 2.75 for unconditional admission (2.50-2.74 for conditional), successful completion of the Praxis Core Academic Skills for Educators tests (Reading 156, Writing 162, Mathematics 150) OR an ACT composite score of 21 or higher, a cleared Alabama State Department of Education (ALSDE) background check, proof of liability insurance, a passing score on the TEP interview, and completion of the TEP application.",Not Required,True,False,True,False,False,18.0,940.0,program,Bachelor of Science in Education in Biology (Secondary Education),https://www.una.edu/academics/majors-minors.html
Not Required,Not Required,"Students applying for admission must submit an application for admission and an official high school transcript. For Unconditional Admission, students may be admitted with a 2.25 or higher high school GPA; UNA is Test-Optional for students applying for admission with at least a 2.25 high school GPA. For Conditional Admission, students with a 2.00-2.24 high school GPA and a 16 ACT composite or 880 SAT total (ERW+M) may be admitted.",Not Required,True,True,False,False,False,16.0,880.0,program,Bachelor of Science in Education in Business Marketing (Secondary Education),https://www.una.edu/sitemap.xml
Not Required,Not Required,"First-time freshmen who have not previously enrolled at a college or university must submit an application for admission, a $35 application fee, and an official high school transcript. The University of North Alabama is a test-optional institution, and freshmen applicants are not required to submit an ACT/SAT score for admission consideration.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Education in Chemistry (Secondary Education),https://catalog.una.edu/undergraduate/
Not Required,Not Required,"Admission to the Teacher Education Program (TEP) is a separate process from admission to the University. TEP admission is required before a candidate can enroll in any upper-level (300 or 400) professional studies courses. Requirements for Admission to the Teacher Education Program are:
- A grade of C or better in EN 111, EN 112, COM 201, and in all professional studies and teaching field courses.
- An overall 2.75 GPA (including transfer work), a 2.75 GPA in the area of professional studies, and a 2.75 GPA in the teaching field.
- Completion of a background check through the State of Alabama.
- Proof of professional liability insurance.
- A passing score on the basic skills assessment of the Alabama Educator Certification Assessment Program (AECAP).",Not Required,True,True,False,False,False,18.0,940.0,program,Bachelor of Science in Education in Collaborative Teacher (K-6),https://catalog.troy.edu/preview_program.php?catoid=4&poid=756&returnto=141
Not Required,Not Required,"To be eligible for admission to the Teacher Education Program (TEP), the candidate must have: 
1. A minimum of 48 semester hours earned at a regionally accredited institution, including all required general studies and teaching field courses appropriate for the first four semesters of the chosen program of study. At least one semester must have been completed at UNA. 
2. Completed with a grade of C or better in the appropriate introductory professional education course sequence: ED 299, ED 381, EED 361, or EED 371; EN 111, EN 112; COM 201; MA 110, or a higher-level mathematics course; and at least one science course from biology, chemistry, earth science, or physics. 
3. Earned an overall GPA of 2.75 on all coursework attempted at all institutions attended. 
4. Earned a passing score on all parts of the basic skills assessment of the Alabama Educator Certification Assessment Program (AECAP), or received an ACT score of 22 or higher on the English, Reading, and Math sections of the ACT with a Composite score of 24 or higher on one test administration, or received an SAT score of 1190 or higher with a score of 550 or higher on the Evidence-Based Reading and Writing and a score of 550 or higher on Math on one test administration. 
5. Completed a successful background check in accordance with requirements of the Alabama State Department of Education.",Not Required,True,False,False,True,True,24.0,1190.0,program,Bachelor of Science in Education in Early Childhood Education (P-3),https://catalog.una.edu/undergraduate/
Not Required,Not Required,"General freshman admission to the university is test-optional for students with a 2.75 or higher high school GPA. For those submitting scores, unconditional admission requires a minimum 2.50 GPA and 18 ACT or 960 SAT score. Conditional admission requires a minimum 2.00 GPA and 16 ACT or 880 SAT score. After admission to the university, students must apply for admission to the Teacher Education Program (TEP). TEP requirements include: an overall GPA of 2.75 on a minimum of 48 semester hours, completion of specific general education courses with a 'C' or higher, a passing score on the Praxis Core Academic Skills for Educators Tests, a passing score on the departmental writing assessment, and a clear background check.",Required,True,False,False,False,False,16.0,880.0,program,Bachelor of Science in Education in Elementary Education (K-6),https://catalog.una.edu/undergraduate/
Not Required,Not Required,"Admission to the Teacher Education Program (TEP) is prerequisite to enrollment in all professional studies courses other than ED 299, ED 381, ED 381W, and EDU 300W. Requirements for unconditional admission to TEP are: 1. Completion of ED 299, ED 381/381W, and EDU 300W with grades of C or better. 2. Minimum overall grade point average of 2.75. 3. Passing score on the basic skills assessment of the Alabama Educator Certification Assessment Program (AECAP). 4. Completion of a background clearance according to requirements of the Alabama State Department of Education. 5. Approval of the TEP admissions committee.",Not Required,False,False,False,False,False,,,program,Bachelor of Science in Education in English Language Arts (Secondary Education),https://catalog.una.edu/undergraduate/
Not Required,Not Required,"Admission to the Teacher Education Program (TEP) is required. To be eligible for admission to the TEP, a candidate must meet the following requirements:
1. Successfully complete a minimum of 48 semester hours of coursework.
2. Earn a minimum grade of C in EH 101, EH 102, COM 201, and all professional studies and teaching field courses attempted.
3. Successfully complete ED 299 or ED 299W.
4. Possess a minimum overall grade point average (GPA) of 2.75 on all coursework attempted at all institutions.
5. Successfully complete and pass the background check process through the ALSDE approved vendor.
6. Possess a valid ALSDE-issued Substitute Teacher License.
7. Provide evidence of professional liability insurance.
8. Complete an application for admission to the TEP.
9. Qualify for admission based on one of the following options: Pass all subtests of the Praxis Core Academic Skills for Educators test (Reading, Writing, and Mathematics); OR Have an ACT composite score of 21 or higher; OR Have a bachelor's or higher degree from a regionally accredited institution.",Not Required,True,False,False,False,False,21.0,,program,Bachelor of Science in Education in Family and Consumer Sciences (Secondary Education),https://catalog.una.edu/undergraduate/
,,"Admission to the Teacher Education Program (TEP) is a prerequisite to enrollment in any professional studies courses beyond the 300 level. Formal application for admission to the TEP is made as a part of EL 310W. Requirements for unconditional admission to TEP include: 1. A minimum 2.75 GPA overall, in teaching field, and in professional studies on a 4.0 scale on all work attempted at UNA and at other institutions; 2. A passing score on the basic skills assessment of the Alabama Educator Certification Assessment Program (AECAP), prescribed by the Alabama State Board of Education; 3. Must clear a state and federal fingerprint background check. Note: Suitability is determined by the Alabama State Department of Education (ALSDE). Any infractions must be cleared by the ALSDE prior to admission to the TEP; 4. Must purchase and maintain liability insurance throughout the clinical practice portions of the program; and 5. Successful completion of EL 310W with a grade of C or better.",,True,False,False,False,False,,,program,Bachelor of Science in Education in French (Secondary Education),https://catalog.una.edu/undergraduate/colleges-programs/education-human-sciences/teaching-learning-leadership/
Not Required,Not Required,"Initial admission to the university is test-optional for students with a high school GPA of 2.0 or higher. Specific to this degree, students must apply and be admitted to the Teacher Education Program (TEP) after completing at least 48 semester hours of coursework. TEP admission requires a minimum GPA of 2.75 (overall, in teaching field, and professional studies), completion of prerequisite general education courses, a passing score on the Alabama Educator Certification Assessment Program (AECAP) basic skills assessment (currently the Praxis® Core tests), a successful TEP interview, a clear background check, and proof of professional liability insurance.",Not Required,True,True,True,False,False,18.0,940.0,program,Bachelor of Science in Education in General Science (Secondary Education),https://catalog.una.edu/undergraduate/
Not Required,Not Required,"Admission to the Teacher Education Program is required. Requirements for admission to the Teacher Education Program (TEP) are:
1. Completion of an application for admission to the TEP.
2. Completion of a minimum of 48 semester hours of coursework.
3. A grade point average of at least 2.75 on a 4.00 scale on all coursework attempted (overall), in professional studies, and in the teaching field(s).
4. Completion of EN 111, EN 112, COM 201, and the General Studies math course required for the major with a grade of C or better in each.
5. Completion of ED 299 or EED 299 with a grade of C or better.
6. A passing score on the basic skills assessment of the Alabama Educator Certification Assessment Program (AECAP) as required by the Alabama State Department of Education.
7. A satisfactory background check as required by the Alabama State Department of Education.
8. Proof of professional liability insurance.",Not Required,True,False,False,False,False,,,program,Bachelor of Science in Education in General Social Science (Secondary Education),https://catalog.una.edu/undergraduate/
Not Required,Not Required,"Admission to the Teacher Education Program (TEP) is required for enrollment in all upper-level professional studies courses. The requirements for admission to TEP are:
1. Completion of 48 semester hours of coursework.
2. Minimum overall grade point average (GPA) of 2.75 on all coursework attempted.
3. Completion of EN 111, EN 112, COM 201, and the general education mathematics requirement(s) for the student's major with a grade of C or better.
4. Background clearance through the ALSDE.
5. Proof of professional liability insurance.
6. A passing score on the basic skills assessment of the Alabama Educator Certification Assessment Program (AECAP). An ACT composite score of 21 or higher may be used to meet the basic skills assessment requirement.
7. Completion of TEP application.
8. A successful interview with the TEP Admissions Committee.",Not Required,True,False,False,False,False,16.0,860.0,program,Bachelor of Science in Education in Geography (Secondary Education),https://catalog.una.edu/undergraduate/
,,"Admission to the Teacher Education Program (TEP) requires the following:

1. Completion of a minimum of 48 semester hours of coursework.
2. A minimum overall grade point average of 2.75 on all coursework OR a 3.0 on the last 32 semester hours attempted at UNA.
3. A minimum composite score of 21 on the ACT (or 1060 SAT) OR passing scores on all three sections of the Praxis Core Academic Skills for Educators Tests (Core) in Reading (156), Writing (162) and Mathematics (150).
4. Completion of EN 111, EN 112, COM 201, a literature sequence, a history sequence, and the general education mathematics requirement with a grade of C or higher in each course.
5. Satisfactory completion of an interview with a committee of at least three members of the College of Education and Human Sciences faculty who hold teaching certificates.
6. Satisfactory results of a background check in accordance with Alabama Code 2002, Title 16, Chapter 22A, Section 6.
7. Proof of liability insurance.
8. An approved application to TEP on file in the Office of Student Success and Certification.",,True,False,False,False,False,21.0,1060.0,program,Bachelor of Science in Education in German (Secondary Education),https://catalog.una.edu/undergraduate/colleges-programs/education-human-sciences/teaching-learning-leadership/bs-professional-education-german-6-12/
Not Required,Not Required,"All secondary education programs require admission to the Teacher Education Program (TEP). TEP admission requirements include:
1. An application for admission to the TEP submitted through the Tk20 system.
2. A minimum overall GPA of 2.75 on all work attempted at UNA and on all work attempted at other institutions.
3. Successful completion of EN 111, EN 112, COM 201, a general studies history, and a general studies mathematics course, all of which must be applicable to the student’s program of study.
4. A grade of C or better in EN 111, EN 112, and COM 201.
5. Successful completion of ED 299 or ECE 210 with a grade of C or better.
6. A qualifying score on the basic skills component of the Alabama Educator Certification Assessment Program (AECAP). Options include a) ACT: A composite score of 20 with a 20 or higher on the English subject area test and a 20 or higher on the mathematics subject area test; b) SAT: A score of 1030 on the mathematics and critical reading sections with a score of 500 or higher on both the mathematics and critical reading sections; or c) Praxis Core Academic Skills for Educators tests: Reading 156, Writing 162, and Mathematics 150.
7. A satisfactory background clearance based on the Alabama State Department of Education (ALSDE) background check requirements.
8. Evidence of professional dispositions as evaluated by faculty and cooperating teachers in ED 299 or ECE 210.
9. Successful completion of an admission interview.",Not Required,True,False,False,True,True,20.0,1030.0,program,Bachelor of Science in Education in History (Secondary Education),https://catalog.una.edu/undergraduate/
Not Required,Not Required,"To be eligible for unconditional admission to the Teacher Education Program (TEP), which is a requirement for this degree, a candidate must: 
1. Have an overall GPA of at least 2.75 on a 4.0 scale for unconditional admission or a GPA of 2.50-2.74 on a 4.0 scale for conditional admission. The GPA is calculated on all coursework taken at all institutions.
2. Complete at least 48 semester hours of coursework.
3. Complete EN 111, EN 112, and COM 201 with a grade of C or better.
4. Complete the General Studies mathematics requirement with a grade of C or better.
5. Complete ED 299 or EED 299 or SE 299 with a grade of C or better.
6. Receive a passing score on the Basic Skills Assessment of the Alabama Educator Certification Assessment Program (AECAP). Effective September 1, 2017, candidates must provide documentation of passing scores on the ACT® Reading (22), English (22), and Mathematics (22) subtests.
7. Provide documentation of a clear background check through the designated background check agency for the College of Education and Human Sciences.
8. Provide evidence of liability insurance from the student chapter of the Alabama Education Association (AEA) or other approved source.
9. Complete an application for admission to TEP.
10. Receive a favorable recommendation from the TEP Admissions Committee.",Not Required,True,False,True,True,False,,,program,Bachelor of Science in Education in Mathematics (Secondary Education),https://catalog.una.edu/undergraduate/
Not Required,Not Required,"Admission to the Teacher Education Program (TEP) is prerequisite to enrollment in any professional studies course listed at the 300 or 400 level. Application for admission to the TEP is made by the student through the Office of Student Success in the College of Education and Human Sciences. A student is eligible to apply for admission to the TEP when the following requirements have been met:
1. A composite score of 21 or higher on the ACT (or 18-20 with a GPA of 3.00-3.24) or A concordant score of 1080 on the SAT (or 960-1070 with a GPA of 3.00-3.24);
2. A passing score on the basic skills assessment of the Alabama Educator Certification Assessment Program (AECAP), Praxis Core Academic Skills for Educators Tests, must be on file prior to admission to TEP. The basic skills assessment may be waived with a composite score of 24 or higher on the ACT or a concordant score of 1180 or higher on the SAT;
3. A minimum overall grade point average of 2.75 (or 2.50-2.74 with a GPA of 3.00-3.24 on the last 60 hours) on all college/university work;
4. Completion of a minimum of 48 semester hours of credit;
5. Completion of EN 111, EN 112, COM 201 or other approved speech course, and a general literature course;
6. Completion of the prescribed general studies courses in the teaching field;
7. A grade of C or better in all courses in the teaching field and professional studies, with no course in the teaching field taken more than twice;
8. Approval of the advisor and department chair;
9. Successful completion of an interview by a minimum of two full-time education faculty members with both recommending admission to the program;
10. A valid background clearance on file in the certification office.",Not Required,True,False,False,True,True,21.0,1080.0,program,Bachelor of Science in Education in Music-Choral (P-12) (Secondary Education),https://catalog.una.edu/undergraduate/
Not Required,Not Required,"Admission to the Teacher Education Program (TEP) is prerequisite for all Professional Studies courses except ED 380. Requirements for admission to the TEP include: an application for admission; completion of a minimum of 48 semester hours of credit; a minimum GPA of 2.75 on a 4.00 scale in all courses attempted at all institutions; a minimum grade of C in all courses in the teaching field, required support courses, and professional studies; completion of EN 111, EN 112, COM 201 with a grade of C or better; completion of ED 380 with a grade of C or better; a satisfactory background check; and a passing score on the basic skills assessment of the Alabama Educator Certification Assessment Program (AECAP). The AECAP requirement can be met with a qualifying ACT score or by passing the Core Academic Skills for Educators test (Praxis Core).",Not Required,True,False,False,False,False,22.0,,program,Bachelor of Science in Education in Music-Instrumental (P-12) (Secondary Education),https://catalog.una.edu/undergraduate/
,,"To be admitted to the Teacher Education Program (TEP), a student must meet the following requirements:
1. An application for admission to the TEP submitted through the Office of Teacher Education Services via the student’s Banner account;
2. A minimum overall GPA of 2.75 on all coursework attempted at all institutions;
3. Successful completion of a general studies curriculum (at UNA or other institution) appropriate for the teaching field and degree sought (See specific program of study);
4. Successful completion of the following courses with a grade of C or better: EN 111, EN 112, COM 201; a literature sequence; a history sequence; ED 299 or HES 270; and EED 361 or EDF 375;
5. Verification of a passing score on the basic skills assessment of the Alabama Educator Certification Assessment Program (AECAP). This requirement is governed by the Alabama State Department of Education (ALSDE). Currently, the basic skills assessments are waived. However, candidates may submit a qualifying score on the ACT to meet this requirement. The qualifying score on the ACT is a composite score of 21. Candidates seeking admission to the TEP through the ACT WorkKeys assessment must pass all three sections of the assessment (Applied Math, Graphic Literacy, and Workplace Documents).
6. Completion of an interview with a committee of at least two members of the education faculty. Candidates must receive a positive recommendation;
7. Verification of background clearance through the ALSDE;
8. Proof of professional liability insurance;
9. A signed SOE Professional Dispositions form;
10. A signed Declaration of Constitutionality form.",,True,True,False,False,False,,,program,Bachelor of Science in Education in Physical Education (P-12) (Secondary Education),https://www.una.edu/education/bachelor-degrees/bachelor-of-science-in-education-physical-education-p-12.html
Optional,Optional,"The University of North Alabama has a test-optional admission policy. Applicants may submit ACT/SAT scores or choose not to. For Regular Admission with test scores, a minimum 2.0 cumulative high school GPA and a minimum 18 ACT composite or 940 SAT total is required. For Test-Optional Admission, a minimum 2.25 cumulative high school GPA is required, and applications undergo a holistic review. Factors for test-optional admission include high school GPA, courses taken in high school, and other supporting documents which could include a personal essay, resume, and/or letters of recommendation.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Education in Physics (Secondary Education),https://catalog.una.edu/undergraduate/
Not Required,Not Required,"Students may be eligible for unconditional admission with a 2.0 or higher high school GPA and a 18 or higher ACT composite score (940 SAT).

UNA requires the following for an unconditional admission decision:
1. Completed application for admission.
2. Official high school transcript with at least six completed semesters. GPA will be recalculated on a 4.0 scale on all academic coursework.
3. Official ACT or SAT score.

Students who do not meet unconditional admission requirements will be reviewed for conditional admission. Test-optional admission is available for students with a 2.50 or higher high school GPA.",Not Required,True,False,False,False,False,18.0,940.0,program,Bachelor of Science in Education in Spanish (Secondary Education),https://catalog.una.edu/undergraduate/
Not Required,Not Required,"Admission to the University of North Alabama does not include admission to the Teacher Education Program (TEP). Candidates seeking certification must meet the following requirements to be admitted to the TEP.
1. A minimum of 48 semester hours of credit earned.
2. A minimum grade point average of 2.75 on a 4.00 scale for all coursework attempted and in each of the following areas: teaching field, professional studies and overall.
3. A qualifying score on the basic skills component of the state prescribed test (ACT score of 20 or higher on the English, Reading, and Math sections; or passing scores on all three sections of the Praxis Core Academic Skills for Educators test). Scores must be on file in the Certification Office (501 Willsingham Hall) prior to admission to TEP. For current passing scores for the Praxis Core tests, visit the Alabama State Department of Education website.
4. Successful completion of an interview with a minimum of two full-time faculty from the College of Education and Human Sciences.
5. Successful completion of the following courses with a grade of C or better: ED 299; and EED 361W or SED 372W; and COM 201; and EN 111 and EN 112; and MA 110 or higher.
6. Proof of professional liability insurance. The student membership in the Alabama Education Association includes the required insurance. This insurance must be kept current throughout the program.
7. A clear background check based on an official criminal history background check through the Alabama State Department of Education (ALSDE).
8. A grade of C or better in all professional studies and teaching field courses.",Not Required,True,False,False,True,False,20.0,,program,Bachelor of Science in Education in Visual Arts (P-12) (Secondary Education),https://catalog.una.edu/undergraduate/colleges-programs/education-human-sciences/teaching-learning-leadership/bs-professional-education-visual-arts-p-12/
