QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
89,College of Health and Human Sciences,,4.0,3.0,,Fall,"September 1, 2025","December 1, 2025","$14,397/Semester (Non-Resident); $4,996/Semester (Indiana Resident)",,$948.30 (Non-Resident); $329.05 (Resident),,100% (Tuition waiver often included with assistantships),Assistantships (Teaching and Research) and University Fellowships,4-6 years,"$28,794/Year (Non-Resident); $9,992/Year (Indiana Resident)",Doctor of Philosophy in Human Development and Family Studies,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Pharmacy,,4.0,3.0,,Fall,September 2025,"December 15, 2025","$28,794/Year",,948.30,,100%,"Merit-based (Research and Teaching Assistantships, Fellowships)",4-5 years,"$28,794/Year",Doctor of Philosophy in Industrial and Molecular Pharmaceutics,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,School of Industrial Engineering,,4.0,3.0,,"Fall, Spring","September 1, 2025","December 1, 2025","$29,804/Year",,,,,"Fellowships, Graduate Research Assistantships (RA), Graduate Teaching Assistantships (TA)",4-6 years,"$29,804/Year",Doctor of Philosophy in Industrial Engineering,https://engineering.purdue.edu/jump/17d3aed
89,School of Languages and Cultures,,4.0,3.0,,Fall,,January 1,"$28,802/Year",,$948.30,,100% tuition waiver,"Teaching Assistantships, Fellowships",,"$28,802/Year",Doctor of Philosophy in Languages and Cultures,https://guide.wisc.edu/graduate/pharmacy-school-wide/health-services-research-pharmacy-phd/
89,Interdisciplinary Graduate Programs,,4.0,3.0,,Fall,,January 1,"$28,804/Year",,,,,"Fellowships, Assistantships",,"$28,804/Year",Doctor of Philosophy in Linguistics,https://www.purdue.edu/academics/ogsps/admissions/gradrequirements/westlafayette/linguistics/
89 (2025),"Mitchell E. Daniels, Jr. School of Business",,4.0,3.0,,Fall,September 2025,"January 1, 2026",Full tuition waiver provided for admitted PhD students,Full funding,,"Stipend of approximately $25,000 - $37,000 per year",100% tuition waiver,Graduate Assistantships (Research/Teaching) and Fellowships,4-5 years,Full tuition waiver provided for admitted PhD students,Doctor of Philosophy in Management,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
215,Herbert Wertheim College of Engineering,,4.0,3.0,,"Fall, Spring",August,December 5,,,,,,"Graduate Research Assistantships, Fellowships",90 credits,,Doctor of Philosophy in Materials Engineering,https://mse.ufl.edu/academics/graduate/mse-phd/
89,College of Science,,4.0,3.0,,Fall,,December 15,"$28,804/Year","$24,100",$948.30,"$24,100",,Merit-based (Assistantships and Fellowships),5 years,"$28,804/Year",Doctor of Philosophy in Mathematics,https://stackoverflow.com/questions/44825808/generate-phd-html-site-using-bookdown-output-from-latex-file
89 (QS World University Rankings 2025),School of Mechanical Engineering,,4.0,3.0,,"Fall, Spring","September 1, 2025","December 15 (Priority for funding), July 1 (Final Fall)","$29,644/Year (Non-resident tuition and mandatory fees)",,$948.30 (Non-resident),Full tuition coverage plus monthly stipend,100% tuition coverage for funded assistantships,"Graduate Research Assistantships (RA), Teaching Assistantships (TA), and Fellowships",4-5 years,"$29,644/Year (Non-resident)",Doctor of Philosophy in Mechanical Engineering,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Pharmacy,,4.0,3.0,,Fall,September 1 (Estimated based on annual cycle),December 15,"$28,804/Year (Non-resident tuition), $9,992/Year (Resident tuition)","Stipend approximately $31,000 plus tuition waiver",$948.30 (Non-resident),,,Graduate Teaching and Research Assistantships,5 years,"$14,402/Semester (Non-resident)",Doctor of Philosophy in Medicinal Chemistry and Molecular Pharmacology,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,School of Nuclear Engineering,,4.0,3.0,,"Fall, Spring, Summer",,"December 15 (Priority), April 1 (Final)","$29,804/Year",,$948.30,,,"Fellowships, Research Assistantships, Teaching Assistantships",,"$29,804/Year",Doctor of Philosophy in Nuclear Engineering,https://en.wikipedia.org/wiki/Nuclear_engineering
89,School of Nursing,1.0,4.0,3.0,,Fall,,Priority: December 1; Regular: February 1,,,,,,"Fellowships, Graduate Teaching Assistantships, Graduate Research Assistantships",4 years,,Doctor of Philosophy in Nursing,https://hhs.purdue.edu/wp-content/uploads/2022/07/NUR-PhD-handbook.pdf
801-1000,School of Applied Sciences,,4.0,3.0,,"Fall, Spring, Summer",,"March 1 (Fall priority), October 1 (Spring priority), April 1 (Summer priority)","$4,851/Semester (Resident), $13,743/Semester (Non-resident)",,"$539/Credit Hour (Resident), $1,527/Credit Hour (Non-resident)",Full tuition waiver and stipend,100%,"Merit-based (Graduate Assistantships, Fellowships)",3-5 years,"$4,851/Semester (Resident), $13,743/Semester (Non-resident)",Doctor of Philosophy in Nutrition Science,https://olemiss.edu/programs/applsci/phd-nutrition-sciences/
89,College of Liberal Arts,,4.0,3.0,,Fall,,January 1,"$10,330/Year (Resident), $28,794/Year (Non-resident)",,,Full tuition waiver plus stipend,100% tuition waiver,"Fellowships, Teaching Assistantships, Research Assistantships",5-7 years,"$10,330/Year (Resident), $28,794/Year (Non-resident)",Doctor of Philosophy in Philosophy,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Science,,4.0,3.0,,Fall,September 2025,December 15,"$28,794/Year",,$948.30,,,Assistantships (Teaching and Research) and Fellowships,5-6 years,"$28,794/Year (Out-of-State); $9,992/Year (In-State)",Doctor of Philosophy in Physics,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Liberal Arts,,4.0,3.0,,Fall,September 2025,December 15,"$10,002/Year (Resident); $28,804/Year (Non-Resident)",,$329.05 (Resident); $929.75 (Non-Resident),Full tuition waiver and a multi-year stipend,,"Graduate Teaching Assistantships, Research Assistantships, and Fellowships",5 years,"$10,002/Year (Resident); $28,804/Year (Non-Resident)",Doctor of Philosophy in Political Science,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Health and Human Sciences,,4.0,3.0,,Fall,"September 1, 2025","December 1, 2025","$9,992/Year (Resident); $28,794/Year (Non-Resident)",,$347.85 (Resident); $948.30 (Non-Resident),Full tuition waiver and monthly stipend for funded students,,Assistantships (Research and Teaching) and Fellowships,4-6 years,"$9,992/Year (Resident); $28,794/Year (Non-Resident)",Doctor of Philosophy in Psychological Sciences,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Liberal Arts,,4.0,3.0,,Fall,"September 1, 2025","December 15, 2025","$28,794/Year",,$948.30,Full tuition waiver and annual stipend,100%,"Teaching Assistantships, Research Assistantships, and Fellowships",4-6 years,"$28,794/Year",Doctor of Philosophy in Sociology,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEYnV-KfJXeWtZp8MAoQiCrHV8vCSaLc5J6IGmmW-5UBdKeGrznqFVfvM0iYGBszYS4QnFxzHb6iAnC9BzvweGJG8PDLz0gymXe8jkpsE5CVi5OVuawUrxJEwUx4HW89MlpVNFW-jsd_ERUet8=
89,College of Science,,4.0,3.0,,Fall,,December 15,"$28,794/Year",,$948.30,Full tuition waiver plus stipend,,Assistantships (TA/RA) and Fellowships,4-6 years,"$28,794/Year",Doctor of Philosophy in Statistics,https://stackoverflow.com/questions/44825808/generate-phd-html-site-using-bookdown-output-from-latex-file
89,Purdue Polytechnic Institute,,4.0,3.0,,"Fall, Spring, Summer","September 1, 2025",Fall: January 1; Spring: October 1; Summer: January 1,"$28,794/Year",,$948.30,,,"Assistantships (Research/Teaching), Fellowships",90 credit hours,"$28,794/Year",Doctor of Philosophy in Technology,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Health and Human Sciences,,4.0,3.0,,Fall,"September 1, 2025","January 1, 2026","$10,992/Year (Resident); $29,802/Year (Non-Resident)",,,,,"Fellowships, Graduate Assistantships",4 years,"$5,496/Semester (Resident); $14,901/Semester (Non-Resident)",Doctor of Audiology,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,School of Nursing,,4.0,3.0,,Fall,,January 15,"$12,218/Year (Resident); $31,020/Year (Non-Resident)",,"$422.05 (Resident); $1,032.10 (Non-Resident)",,,Merit-based and Need-based,3-4 years (BSN to DNP); 2 years (Post-Masters DNP),"$6,109/Semester (Resident); $15,510/Semester (Non-Resident)",Doctor of Nursing Practice,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Pharmacy,,4.0,2.5,,Fall,July 2025,"June 1, 2026","$22,836.40/Year (Resident), $41,060.20/Year (Non-Resident)",,,,,Merit-based and Need-based,4 years,"$22,836.40/Year (Resident), $41,060.20/Year (Non-Resident)",Doctor of Pharmacy,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Veterinary Medicine,,4.0,3.0,5.8%,Fall,"January 23, 2025","September 15, 2025","Resident: $19,418/Year; Non-Resident: $44,746/Year",,,,,Merit-based and Need-based,4 years,"Resident: $19,418/Year; Non-Resident: $44,746/Year",Doctor of Veterinary Medicine,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Agriculture,,4.0,3.0,,"Fall, Spring, Summer",,,"$10,030/Year (Resident), $28,794/Year (Non-resident)",,"$329.05 (Resident), $948.30 (Non-resident)",,,"Merit-based, Need-based",1.5 - 2 years,"$10,030/Year (Resident), $28,794/Year (Non-resident)",Master of Agriculture in Agriculture,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Liberal Arts,,4.0,3.0,,Fall,,January 1,"$28,794/Year",,$948.30,,,"Graduate Assistantships (TA/RA), Fellowships",2 years,"$28,794/Year",Master of Arts in American Studies,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,Brian Lamb School of Communication,,4.0,3.0,,Fall,September 2025,January 1,"$9,992 (Resident), $28,794 (Non-resident) per year",,"$329.05 (Resident), $948.30 (Non-resident)",Full tuition waiver and stipend for Graduate Assistantships,,"Graduate Assistantships (Teaching/Research), Fellowships",2 years,"$9,992 (Resident), $28,794 (Non-resident) per year",Master of Arts in Communication,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Liberal Arts,,4.0,3.0,,Fall,September 2025,"January 1, 2026","$28,794/Year",,$948.30,,,"Teaching Assistantships, Research Assistantships, Fellowships",2 years,"$28,794/Year",Master of Arts in Comparative Literature,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Liberal Arts,,4.0,3.0,,Fall,,January 1,"$31,104/Year",,$948.30,Full tuition waiver and stipend,100% tuition coverage,Graduate Teaching Assistantships and Fellowships,2 years,"$28,794/Year",Master of Arts in English,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Liberal Arts,,4.0,3.0,,Fall,"September 1, 2025",December 15,"$28,804/Year",,$948,,100%,"Teaching Assistantships, Fellowships",2 years,"$28,804/Year",Master of Arts in History,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,School of Languages and Cultures,,4.0,3.0,,Fall,,January 1,"$28,794/Year",,$948.30,Tuition waiver and monthly stipend,,Graduate Teaching Assistantships and Fellowships,2 years,"$28,794/Year",Master of Arts in Languages and Cultures,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Liberal Arts,,4.0,3.0,,Fall,"September 1, 2025",January 1,"$28,804/Year (Non-Resident); $10,030/Year (Resident)",,$948.30 (Non-Resident); $329.05 (Resident),,,"Fellowships, Teaching Assistantships, Research Assistantships",2 years,"$28,804/Year (Non-Resident); $10,030/Year (Resident)",Master of Arts in Linguistics,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Liberal Arts,,4.0,3.0,,Fall,,January 1,"$28,794/Year (Non-resident)",,,Full tuition waiver and stipend,,Fellowships and Teaching Assistantships,2 years,"$28,794/Year (Non-resident)",Master of Arts in Philosophy,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Liberal Arts,,4.0,3.0,,Fall,,January 1,"$28,794/Year",,$948.30,,,Assistantships (Teaching and Research),2 years,"$28,794/Year",Master of Arts in Political Science,https://catalog.purdue.edu/preview_entity.php?catoid=9&ent_oid=2754
89,College of Education,,4.0,3.0,,"Fall, Spring, Summer",September 2025,"June 15, 2026",9992,,329.05,,,Merit-based,18-24 months,"$9,992/Year (Resident), $28,794/Year (Non-resident)",Master of Arts in Teaching in Economics,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,"Mitchell E. Daniels, Jr. School of Business",,4.0,3.0,,Fall,,,"$44,402/Year",,,,,Merit-based,2 years,"$44,402/Year",Master of Business Administration in Business Administration,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,"Mitchell E. Daniels, Jr. School of Business",,4.0,3.0,,Fall,,,"$24,472/Year (Resident) or $46,472/Year (Non-Resident)",,,"$5,000 to full tuition",,Merit-based,2 years,"$24,472/Year (Resident) or $46,472/Year (Non-Resident)",Master of Business Administration in Management,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,"Mitchell E. Daniels, Jr. School of Business",,4.0,3.0,,Summer,,,"$54,342 total program",,,,,Merit-based,12 months,"$54,342 (Non-Resident/International total program)",Master of Business and Technology,https://business.purdue.edu/journal/24/s/stories/mbt.php
89 (2025),"Patti and Rusty Rueff School of Design, Art, and Performance",,4.0,3.0,,Fall,"September 1, 2025","January 15, 2026","$29,802/Year",,$948.30 (Non-resident),,,Graduate Teaching Assistantships (includes tuition waiver and stipend),3 years,"$29,802/Year",Master of Fine Arts in Art with a Concentration in Studio Arts,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,"Patti and Rusty Rueff School of Design, Art, and Performance",,4.0,3.0,,Fall,September 2025,"January 15, 2026","$28,794/Year (Non-resident); $9,992/Year (Resident)",,$948.30 (Non-resident); $329.05 (Resident),,,"Teaching Assistantships, Graduate Assistantships, Fellowships",3 years,"$28,794/Year (Non-resident); $9,992/Year (Resident)",Master of Fine Arts in Design,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Liberal Arts,,4.0,3.0,,Fall,,December 15,28794,"$26,000/year stipend",,Full tuition waiver plus stipend,100%,Teaching Assistantships and Fellowships,3 years,"$28,794/Year (Non-Resident) or $9,992/Year (Resident)",Master of Fine Arts in English with a Concentration in Creative Writing,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Liberal Arts,,4.0,3.0,,Fall,,,"$9,992/Year (Resident); $28,794/Year (Non-Resident)",,,Full tuition waiver,100%,Graduate Assistantship / Teaching Assistantship,3 years,"$9,992/Year (Resident); $28,794/Year (Non-Resident)",Master of Fine Arts in Theatre with a Concentration in Acting,https://www.hkapa.edu/f/upload/52568/2021-22%20UGP%20Prospectus_20201007.pdf
89,"Patti and Rusty Rueff School of Design, Art, and Performance",,4.0,3.0,,Fall,,January 15,"$28,794/Year (Non-Resident); $9,992/Year (Resident)","Full tuition waiver plus a stipend of approximately $15,000 - $22,000 per year",$948.30 (Non-resident); $329.05 (Resident),Full tuition waiver and stipend,100%,"Graduate Assistantship (Teaching or Technical), Fellowship",3 years,"$28,794/Year (Non-Resident); $9,992/Year (Resident)",Master of Fine Arts in Theatre with a Concentration in Audio Technology,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,"Patti and Rusty Rueff School of Design, Art, and Performance",,4.0,3.0,,Fall,August 2025,"January 15, 2026","$28,804/Year",Full tuition waiver and monthly stipend,$948.30,Full tuition waiver and monthly stipend,100%,Graduate Assistantship,3 years,"$28,804/Year",Master of Fine Arts in Theatre with a Concentration in Costume Design and Technology,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Liberal Arts,,4.0,3.0,,Fall,,,29134,20000,948.3,"$20,000 stipend plus tuition waiver",100%,Graduate Assistantship,3 years,"$10,332/Year (Resident), $29,134/Year (Non-resident)",Master of Fine Arts in Theatre with a Concentration in Directing,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,"College of Liberal Arts, Patti & Rusty Rueff School of Design, Art, and Performance",,4.0,3.0,,Fall,,January 15,"$28,804/Year",,$940.75,Full tuition waiver and stipend,100%,"Graduate Teaching Assistantships (GTA), Graduate Assistantships (GA), and Fellowships",3 years,"$28,804/Year",Master of Fine Arts in Theatre with a Concentration in Lighting Design and Technology,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,"Patti and Rusty Rueff School of Design, Art, and Performance",,4.0,3.0,,Fall,,January 15,Full tuition waiver provided for Graduate Assistants,"$15,000 per year",,"Approximately $1,500 monthly stipend plus full tuition waiver",100% tuition waiver,"Graduate Assistantship (includes stipend, tuition waiver, and medical insurance)",3 years,Full tuition waiver provided for Graduate Assistants,Master of Fine Arts in Theatre with a Concentration in Scenic Design,https://www.cla.purdue.edu/academic/rueffschool/theatre/academics/graduate/scenicdesign.html
89,College of Liberal Arts,,4.0,3.0,,Fall,"September 1, 2025","January 15, 2026","$9,992/Year (Resident); $28,794/Year (Non-Resident)",Full tuition waiver,$329.05 (Resident); $948.30 (Non-Resident),Full tuition waiver plus stipend,100% tuition coverage,Graduate Assistantship,3 years,"$9,992/Year (Resident); $28,794/Year (Non-Resident)",Master of Fine Arts in Theatre with a Concentration in Sound Design,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,"Patti and Rusty Rueff School of Design, Art, and Performance",,4.0,3.0,,Fall,,January 1,"$28,794/Year",,$948.30,Full tuition waiver plus stipend,100%,Graduate Assistantship,3 years,"$28,794/Year",Master of Fine Arts in Theatre with a Concentration in Technical Direction,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Liberal Arts,,4.0,3.0,,Fall,,January 15,"$28,794/Year",,$948.30 (Non-resident); $347.85 (Resident),Full tuition waiver plus stipend,,Graduate Assistantships (Teaching or Technical Assistantships),3 years,"$28,794/Year",Master of Fine Arts in Theatre with a Concentration in Technology,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Health and Human Sciences,,4.0,3.0,,Fall,,"January 15, 2026","$30,369/Year",,$595,,,"Graduate Assistantships, Fellowships, and Departmental Scholarships",2 years,"$30,369/Year",Master of Public Health in Public Health,https://www.purdue.edu/hhs/public-health/graduate/graduate-degrees/index.php
