Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore
,"Multinational Management, MBA",,,,,Graduate,,,,,Required,Required,Either,REQUIRED,"Application requirements for the Wharton MBA include submission of background information, two required essays, transcripts from all undergraduate and graduate institutions attended, a one-page resume, and two letters of recommendation. All applicants must submit either a GMAT or GRE score, though a test waiver is available for eligible candidates. Non-native English speakers who did not receive their bachelor's degree from an institution where the medium of instruction was English must also submit a TOEFL, PTE, or Duolingo score.",Not Required,,False,True,False,False,True,False,,False,False,False,False,True,True,False,False,False,,,,The Wharton School,84874,84874,,,,,,Multinational Management,"The Multinational Management major equips students with the specialized knowledge, skills, and perspective needed to lead in a globalized business world. This major covers subjects such as global strategic management, cross-cultural management, comparative management, and the management of multinational corporations. Students will gain a deep understanding of the economic, social, political, and legal environments in different countries and regions, and how these factors influence business operations and strategy.",,https://catalog.upenn.edu/graduate/wharton/programs/,,,,False,True,0.0,4.0,2.7,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Operations, Information and Decisions, MBA",,,,,Graduate,,,,,,,Either,REQUIRED,,,,,,False,False,True,False,,True,False,False,False,True,True,False,False,False,,,,The Wharton School,,,,,,,,,"The Operations, Information and Decisions department is a multidisciplinary group of faculty with core interests in decision sciences and in the design and management of business processes. Our interests span both the theoretical and the practical. We apply the disciplines of optimization, statistics, and stochastic modeling to a wide range of business problems. We also use laboratory experiments, empirical analysis, and field studies to build theories of how organizations operate, and how individuals and organizations make decisions. Students may elect to focus on one of three broad areas: Business Analytics, Decision Processes, or Operations Management/Information Systems.",,https://catalog.upenn.edu/graduate/wharton/programs/,The Wharton School of the University of Pennsylvania is accredited by AACSB International—The Association to Advance Collegiate Schools of Business (AACSB).,,,,,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fellowships,,,,,,,
,"Operations, Information and Decisions, PhD",,,,,Doctoral,Fall,,,,Required,Required,Either,REQUIRED,"A complete application will include: Online Application, Application Fee, Personal Statement, Letters of Recommendation, Unofficial Transcripts, Test Scores (GMAT or GRE), Test of English as a Foreign Language (TOEFL) or Pearson Test of English Academic (PTE Academic), Resume/CV.",Not Required,,False,False,False,False,True,False,,True,False,False,False,False,True,True,False,False,,,,Wharton School,,,,,,,,"['Information Systems', 'Operations Management', 'Decision Processes']","The Operations, Information and Decisions department at the Wharton School is an eclectic group of scholars who are united by the goal of advancing the-state-of-the-art in our fields and by our passion for research that is both rigorous and relevant. Research in our department addresses a broad range of topics that are related to three main research areas: information systems, operations management, and decision processes.

Students in the PhD program align themselves with one of these three groups:

Information Systems: Research in this area is focused on understanding the economic and social impacts of information technology. The information systems faculty have diverse training in fields such as economics, computer science, and engineering. We are united by an interest in working on important, practical problems and a desire to use a variety of methodological approaches, including econometrics, field experiments, analytical modeling, and data mining. Examples of research topics include online social networks, crowdsourcing and prediction markets, platform-based business models, online advertising, media and technology consumption, and technology and development.

Operations Management: Research in this area studies the design and management of business processes that lead to efficient and effective production and delivery of goods and services. A distinguishing feature of our group is its strength in both analytical and empirical research. Examples of research topics include supply chain management, service operations, revenue management, global operations, and health care operations.

Decision Processes: Research in this area focuses on understanding and improving judgment and decision making by managers, consumers, and other professionals, including physicians, policy makers, and intelligence analysts. This research is primarily experimental, based on laboratory studies and field experiments and it draws on a variety of theoretical traditions, including behavioral economics, cognitive psychology, and social psychology. Examples of research topics include decision making under risk and uncertainty, group and inter-temporal decision making, fairness and trust, and moral judgment.",,https://catalog.upenn.edu/graduate/wharton/programs/,,42000,,False,True,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,"A fellowship that covers tuition, health insurance, and a stipend of $42,000 per year.",100%,Fellowship,,,,,,,
,"Organizational Effectiveness, MBA",,,,,Graduate,Fall,,,,Required,Required,Either,REQUIRED,"The Wharton MBA application is comprised of background information, two essays, transcripts, GMAT/GRE score (with a test waiver option), English language test score (if applicable), a résumé, and two letters of recommendation.",Not Required,,False,True,False,False,True,False,,False,False,False,False,True,True,False,False,False,,,,The Wharton School,"$87,370/Year","$87,370/Year",,,,,,Organizational Effectiveness,"The Organizational Effectiveness major is designed for students interested in leading organizations through complex changes, building effective teams, and making sound, evidence-based decisions about people. The major covers a wide array of topics, including negotiations, power and politics, organizational design, and leadership. The course curriculum is designed to maximize students’ leadership potential by providing them with the conceptual frameworks and evidence-based insights for understanding organizations, and the skills and tools for leading them effectively. Students who major in Organizational Effectiveness will be especially well prepared for careers in consulting, entrepreneurship, human resource management, and general management.",,https://catalog.upenn.edu/graduate/wharton/programs/,"The Wharton School, both undergraduate and graduate programs, is accredited by AACSB International - The Association to Advance Collegiate Schools of Business.",,,False,False,1.0,,2.5,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,Merit-based,,,,,,,
,"Quantitative Finance, MBA",,,,,Graduate,,,,,,,Either,REQUIRED,,,,,,False,False,True,False,,True,False,False,False,True,True,False,False,False,,,,The Wharton School,,,,,,,,Quantitative Finance,"The quantitative finance major is designed for students planning careers in the financial industry that require more quantitative and theoretical tools than a standard finance major. In addition to the core MBA curriculum, students must complete at least four credit units (cu) from the approved list of quantitative finance courses. The major provides a deep understanding of the fundamentals of financial theory and its applications. Graduates are well-prepared for roles in asset management, investment banking, hedge funds, and other areas of finance where a strong analytical background is essential.",,https://catalog.upenn.edu/graduate/wharton/programs/,,,,,,2.0,4.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Real Estate, MBA",,,,,Graduate,,,,,Required,Required,Either,REQUIRED,"The Wharton MBA application is comprised of the following components: Background Information, Essays, Letters of Recommendation, Transcripts, GMAT or GRE Score, English Language Test Score, Resume, Application Fee.",Not Required,,False,False,False,False,True,False,,False,False,False,False,True,True,False,False,False,,,,The Wharton School,84874,"$84,874/Year",,,,,,Real Estate,"The real estate major provides students with the analytic tools and institutional background for careers in real estate development, investment, finance, and consulting. The major combines the traditional fields of finance and economics with the applied fields of development, asset management and project management to prepare students for the full range of opportunities in the field. Students learn from faculty members who are leading academic researchers and industry consultants. Students also have access to the resources of the Samuel Zell and Robert Lurie Real Estate Center at Wharton, which provides support for research, teaching, and a broad range of extra-curricular activities. Real estate majors are required to take at least 4.0 cu from the real estate course offerings. Students may also take approved elective courses from other departments as part of their major requirements. For more information, please see the Real Estate Department website and the MBA Resource Guide.",,https://catalog.upenn.edu/graduate/wharton/programs/,,,,False,False,4.0,4.0,2.5,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Social and Governance Factors for Business, MBA",,,,,Graduate,,,,,Required,Required,Either,REQUIRED,"The Wharton MBA application is comprised of your self-reported background information, the application fee, two essays, transcripts, two letters of recommendation, GMAT or GRE score, and an English language test score (if applicable). Applicants must apply through the Wharton MBA Program and select the SOGO MA as part of their application.",Not Required,,False,False,False,False,True,False,,False,False,False,False,True,True,False,False,False,,,,The Wharton School,,,,,,,,Social and Governance Factors for Business,"The Social and Governance Factors for Business major provides students with a set of frameworks and tools for understanding, assessing, and solving business challenges and opportunities associated with environmental, social, and governance (ESG) factors. The major equips students to respond to the growing demands from investors, employees, customers, and other stakeholders for business to address these issues. The curriculum is interdisciplinary, drawing on faculty and courses from across Wharton departments and Penn’s schools. The major is well-suited for students preparing for a wide range of careers, including in finance (impact investing, project finance, private equity), consulting (ESG strategy, risk management), entrepreneurship (social ventures), and corporate management (sustainability, strategy, operations).

Students who wish to pursue careers focused on environmental topics are encouraged to consider the courses that will best prepare them for those roles (e.g., those on climate, energy, and supply chains). The ESG major is different from the Business, Energy, Environment and Sustainability major in that it has a broader focus beyond environmental topics.",,https://catalog.upenn.edu/graduate/wharton/programs/,,,,True,False,,4.0,2.5,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Statistics and Data Science, MA",,,,,Graduate,Fall,,,,Required,Required,Optional,REQUIRED,"A complete application includes the following: Completed Online Application, Application Fee, Statement of Purpose, Resume, Letters of Recommendation (2), Transcripts, GRE (Optional), English Language Proficiency.",Not Required,,True,True,False,False,False,False,,True,False,False,False,False,True,False,False,False,,,,The Wharton School,,63800,,,,,,,"The Master of Arts (MA) in Statistics and Data Science is a terminal degree program, intended for students who plan to pursue a professional career in statistics and data science. It also provides a strong foundation for students who plan to continue with a doctoral program. The curriculum for the MA degree has been designed to provide students with training in the fundamentals of statistical theory and data analysis. Students develop a high degree of proficiency in statistical reasoning, computational skills, and the art of data analysis, providing them the flexibility to apply their knowledge to a wide variety of application areas. The MA in Statistics and Data Science program is a STEM-designated program.",,https://catalog.upenn.edu/graduate/wharton/programs/,,,6380.0,True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Statistics and Data Science, MBA",,,,,Graduate,Fall,,,,,,Either,REQUIRED,,,,,,False,False,True,False,,False,False,False,False,True,True,False,False,False,,,,"The Wharton School, Graduate School of Arts & Sciences",85540,"$85,540/Year",,,,,,Statistics and Data Science,"The Statistics and Data Science major provides students with a solid foundation in statistical thinking and a deeper understanding of data science models. These techniques are used to analyze financial data, evaluate marketing campaigns, and predict business outcomes. Students who take this major will learn skills that will enable them to contribute to and lead teams of data scientists as well as to bring an evidence-based, data-centric culture to all aspects of an enterprise. The major also prepares students for more advanced or specialized studies at the doctoral level. While the major is a valuable standalone option for students, the major is designed to be easily accessible to students who are also pursuing another major, allowing students to combine the data analytic skills gained through the major with an application domain (e.g. accounting, finance, marketing, etc). The major is an attractive option for students interested in careers involving data analytics and business intelligence, as well as those on a finance, consulting, technology or general management track.",,https://catalog.upenn.edu/graduate/wharton/programs/,,,,,,,4.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Statistics and Data Science, PhD",,,,,Doctoral,Fall,,,,Required,Required,Either,REQUIRED,Applicants to the doctoral program in Statistics and Data Science must apply online. Completed applications and all supporting material must be submitted by the deadline of December 15.,Not Required,,False,True,False,False,True,False,,True,False,False,False,False,True,False,False,False,,,,Wharton School,"$46,264/Year","$46,264/Year",,,,,,,"The Doctoral Program in Statistics and Data Science at the Wharton School is devoted to the development of statistical and data scientific theory and methods, and their application to a wide range of fields. The program is flexible and offers training for a variety of career objectives. Students may go on to careers in academia, in industry, or in government. Graduates of the program who have chosen academic careers hold positions in some of the most prestigious universities in the world. Recent graduates taking jobs in industry now hold positions at major financial firms as well as in cutting-edge technology companies. The faculty in Statistics and Data Science have diverse interests and are internationally renowned for their research. Students work closely with faculty, participating in research seminars from their very first year in the program. Many become involved in research projects with faculty at a very early stage of their studies. The PhD program offers a number of courses in advanced topics in statistics and data science, and students may also take courses in other departments. Coursework is chosen by the student with the guidance of a faculty advisor.",,https://catalog.upenn.edu/graduate/wharton/programs/,,"over $96,000",,False,False,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,"over $96,000",100%,Fellowship,,,,,,,
,"Strategic Management, MBA",,,,,Graduate,,,,,Required,Required,Either,REQUIRED,"The application includes background information, two required essays, a one-page resume, transcripts from all undergraduate and graduate programs attended, and two letters of recommendation. A GMAT or GRE score is also a component, but applicants may request a test waiver. An English language test score (such as TOEFL or PTE) is required for non-native English speakers who did not earn a degree from an institution where English was the language of instruction.",Not Required,,False,True,False,False,True,False,,True,False,False,False,True,True,False,False,False,,,,The Wharton School,"$83,920/Year","$83,920/Year",,,,,,Strategic Management,"The Strategic Management major provides the concepts and skills for developing strategy and managing organizations. Strategic management is an integrative field, and it builds on a foundation of core business disciplines. Students who major in Strategic Management may pursue a wide range of career options, including management consulting, corporate staff positions in planning and development, and line management positions that involve significant strategic responsibilities.",,https://catalog.upenn.edu/graduate/wharton/programs/,,,,False,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
