Program name,Program Page url,Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,error
Master of Arts in English Language and Literature,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Master of Science in Engineering in Energy Systems Engineering,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Master of Science in Environment and Sustainability,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Doctor of Philosophy in Epidemiological Science,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Master of Science in Financial Engineering,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Master of Arts in German Studies,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Master of Health Professions Education,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Master of Health Services Administration,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Doctor of Philosophy in Health Services Organization and Policy,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Master of Science in Health and Healthcare Research,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Master of Arts in Higher Education,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Doctor of Philosophy in Higher Education,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Master of Arts in History,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Master of Arts in History of Art,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Doctor of Philosophy in Human Genetics,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Master of Science in Human Genetics and Genetic Counseling,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Master of Science in Human Nutrition,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Master of Science in Engineering in Industrial and Operations Engineering,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Master of Science in Information,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Master of Science in Infrastructure Informatics,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Master of Science in Integrative Pharmaceutical Sciences,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Juris Doctor,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Master of Laws,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Doctor of the Science of Law,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Master of Science in Kinesiology,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Master of Landscape Architecture,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Master of Arts in Linguistics,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Master of Management,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Master of Science in Engineering in Manufacturing,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Master of Science in Engineering in Marine Engineering and Naval Architecture,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Master of Science in Engineering in Materials Science and Engineering,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
Master of Science in Mathematics,"The official university website for the University of Michigan is umich.edu.

The University of Michigan is a public research university with its flagship campus in Ann Arbor, Michigan. It also has regional campuses in Dearborn and Flint. The university offers a wide range of undergraduate and graduate programs across its various schools and colleges. You can find information about admissions, academics, news, and events on their official website.",,,,,,,,,,,,,error,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_requests_per_model_per_day, limit: 0 [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model_per_day""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel""
}
]"
