Concentration name,description,program website url,Accreditation status,Level,Program name,Program Page url,error
,,,,,Master of Computer Science,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Master of Data Science,https://grad.uci.edu/admissions/degree-programs/,Failed to parse JSON response
,"The Master of Embedded and Cyber-Physical Systems (MECPS) program's goal is to train students in the foundation, skills, and practices of embedded and cyber-physical systems design, optimization, and evaluation. [1] The program is administered by faculty from two academic units: the Donald Bren School of Information and Computer Sciences, and the Henry Samueli School of Engineering. [1] Cyber-Physical Systems (CPS) are described as systems-of-systems that tightly couple their cyber (i.e. computation, communication, and control), and physical components (sensing and actuation) in applications such as automotive and transportation, manufacturing, power distribution grid, medical and healthcare, robotics, civil infrastructure, and avionics. [1] The curriculum focuses on the foundation, skills, and hands-on practices of embedded computer and cyber-physical systems design, optimization, and evaluation. [2] Coursework includes foundational courses with lectures and laboratory, and project courses leading to a final project, emphasizing topics like embedded computer systems (hardware and software), sensor networks, real-time systems, artificial intelligence, machine learning, security, control, and entrepreneurship. [2]",https://mecps.uci.edu/,,Masters,Master of Embedded and Cyber-Physical Systems,https://grad.uci.edu/admissions/degree-programs/,
,"This is a professional degree that prepares students to be the leaders of the future in human-computer interaction, user experience design and research, product management, and more. This degree should be undertaken by early and mid-career professionals and executives looking to take the next step in their careers. [4] Building on strengths across numerous schools on campus, the MHCID program educates designers, researchers, and developers to not only use a variety of key skills, tools, and approaches but to invent next-generation solutions to complex real-world challenges. [5] Students will attend in-person intensives on the beautiful UC Irvine campus in Orange County, California, as well as courses online. [5] Graduates of MHCID will be prepared for a variety of careers, including: user experience (UX) research and design systems analysis. design research. project management. usability evaluation. web development, and more. [5]",https://mhcid.ics.uci.edu/,,Master,Master of Human Computer Interaction and Design,https://grad.uci.edu/admissions/degree-programs/,
,"The Master of Software Engineering (MSWE) is a professionally oriented, programming-intensive program designed to prepare students from diverse backgrounds for successful careers in software engineering. [1] The program consists of four thrusts: (1) programming breadth, provided by a set of courses whose purpose is to solidify and broaden the students' knowledge of the computing landscape through programming; (2) software engineering principles, introduced via a set of courses covering the fundamental technical knowledge in software engineering; (3) professional development, covered by courses discussing topics related to career and professional development; and (4) practice, included pervasively throughout the program and emphasized strongly by courses focused on practical applications of the principled material in the program. [9] The 15-month, full-time program includes intensive programming exercises, a summer internship, and a capstone project in the final quarter where students design and implement a substantial software system. [1, 4] The curriculum covers essential computer science and modern software engineering practices, including AI for Software Engineering (AI4SE) tools and Software Engineering for AI (SE4AI) systems, alongside intensive training in programming, designing and contributing to larger systems, and delivering quality code. [2]",https://mswe.ics.uci.edu/about/overview/,,Masters,Master of Software Engineering,https://grad.uci.edu/admissions/degree-programs/,
,,,,,Master of Science in Networked Systems,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
"The program offers concentration courses in networks, performance, middleware, and communications, but does not list specific, formally named concentrations. [1, 2]","The PhD in Networked Systems program at the University of California, Irvine provides education and research opportunities in the fields of computer and telecommunication networks. [1, 2] This includes a wide range of systems such as the Internet, cellular networks, cable television networks, and other emerging networks. [1] The program is inherently interdisciplinary, spanning traditional departmental boundaries by uniting the strengths of the Department of Computer Science and the Department of Electrical Engineering and Computer Science. [1] Students in the program take core courses that form a foundation in networking topics, as well as breadth and concentration courses. [1, 2] Breadth courses can be selected from various computer science and engineering topics, while concentration courses are available in areas like networks, performance, middleware, and communications. [1, 2]",http://www.netsys.uci.edu/,,PhD,PhD in Networked Systems,https://grad.uci.edu/admissions/degree-programs/,
,,,,,Master of Science in Statistics,https://grad.uci.edu/admissions/degree-programs/,Failed to parse JSON response
,,,,PhD,PhD in Statistics,https://grad.uci.edu/admissions/degree-programs/,
,,,,,Master of Arts in Education,https://grad.uci.edu/admissions/degree-programs/,
"['Human Development in Context (HDIC)', 'Educational Policy and Social Context (EPSC)', 'Teaching, Learning, and Educational Improvement (TLEI)']","The Ph.D. in Education Program at the UCI School of Education is a multidisciplinary program that aims to provide students with the skills and research opportunities to become theory-driven, transformative scholar advocates. [2] The program focuses on advancing educational sciences and improving educational opportunities and outcomes for individuals across their entire lifespan. [2] Students collaborate with world-class faculty and have access to numerous research opportunities in a diverse county, allowing them to address complex societal issues and inequities in education. [2] The program is designed for individuals who want to pursue research and careers in academia, the non-profit sector, or governmental agencies with a focus on improving educational practices and policies for social equity. [3] It seeks applicants from varied backgrounds with the potential to become outstanding scholars and researchers in the field of education. [4] The program also aims to foster an inclusive learning environment for students to develop into advocates for equity, diversity, and social justice. [2]",https://education.uci.edu/phd-program/,"UC Irvine is accredited by the Western Association of Schools and Colleges, Senior College and University Commission (WSCUC). [13] The official website does not mention a separate, discipline-specific accreditation for the PhD in Education program. [14]",PhD,PhD in Education,https://grad.uci.edu/admissions/degree-programs/,
"['MAT with Single Subject Credential (Art, English, Math, Sciences, Social Sciences & World Language)', 'MAT with Multiple Subject Credential']","The Master of Arts in Teaching + Credential (MAT) program at the University of California, Irvine (UCI) enables students to earn a master's degree and either a single or multiple subject teaching credential in 14 months. [3] The program includes a yearlong school site apprenticeship, allowing teacher candidates to apply teaching practices and theories from their coursework in a real-world setting. [3] The MAT with Single Subject Credential prepares individuals to teach one of six subject areas in a middle or high school, while the MAT with Multiple Subject Credential prepares them for all subjects within an elementary school curriculum. [3] The curriculum is structured around five core commitments: Equity, Inclusion and Social Justice; Understanding Learners and Learning; Teaching and Learning in the Content Areas; Learning from Practice; and Leadership. [4]",https://education.uci.edu/mat-credential.html,The UCI School of Education's Master of Arts in Teaching + Credential program has received full accreditation for a seven-year cycle from the California Commission on Teacher Credentialing (CTC). [5],Master of Arts in Teaching (MAT),Master of Arts in Teaching,https://grad.uci.edu/admissions/degree-programs/,
"Additional fields of emphasis may be added, as per the individual needs of the student, including Molecular Medicine, focusing on the molecular mechanisms and molecular physiology of human disease and Population Medicine, focusing on the application of epidemiologic research and research methods and findings to clinical practice. [2]","The aim of the M.S.-BATS program is to train students in the conduct of high-quality multidisciplinary clinical research at the intersection of basic science and clinical medicine. [2] The program is designed for students from varying levels of training, including medical students, residents, fellows, physicians, nurses, and others who are interested in conducting clinical research to maximize interdisciplinary communication and understanding sufficient to carry out high-quality clinical research. [2] It provides training in core competencies required to conduct clinical research including study design reflecting the breadth and complexity of clinical research applications, critical appraisal of multidisciplinary research literature, conduct and management of clinical research, medical statistics, research ethics, and the leadership of multidisciplinary research teams. [2] Students who successfully complete the program receive the M.S. degree in Biomedical and Translational Science. [2]",https://medschool.uci.edu/education/graduate-studies/masters-programs/ms-bats-home,,Master of Science [2],Master of Science in Biomedical and Translational Science,https://grad.uci.edu/admissions/degree-programs/,
,,,,,Doctor of Nursing Practice,https://grad.uci.edu/admissions/degree-programs/,
,,,,,Master of Science in Nursing Science,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,PhD in Nursing Science,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,"UC Irvine's Master of Science in Pharmacology (MSP) program is a two-year, 100% online degree program that equips students with advanced scientific literacy and a robust foundation in pharmacology, drug discovery and development processes, and experimental data analysis. [2, 7, 9] This program is best suited for working professionals in the pharmaceutical industry and related fields who are seeking an advanced degree while working full-time. [2, 9] The program provides a comprehensive introduction to experimental techniques and model systems used in pharmacological research, equipping students with the skills needed for effective experimental design and data analysis. [8] Students will examine pharmacological principles, including the molecular, cellular, integrative, and clinical aspects of pharmacology. [8] The program consists of 13 required courses (39 units) to be completed sequentially over two years of study (six quarters). [3, 7] A Master of Science in Pharmacology can pave the path for a career in pharmaceutical research and development (R&D), regulatory affairs, clinical research, or academia. [2, 7, 9]",https://pharmsci.uci.edu/ms-in-pharmacology/,,Master,Master of Science in Pharmacological Sciences,https://grad.uci.edu/admissions/degree-programs/,
,,,,,PhD in Pharmacological Sciences,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,"The UC Irvine PharmD program is a four-year professional degree program that prepares graduates to be practice-ready pharmacists who are problem solvers, independent lifelong learners, team players, and leaders who will drive transformative changes in the healthcare system. The curriculum is taught by faculty from the Department of Pharmaceutical Sciences and Department of Clinical Pharmacy Practice and delivered using innovative instructional methods and applying evidence-based practices. [3] Key features of the program include a strong foundation of pharmaceutical sciences, biomedical sciences, and clinical sciences integrated throughout the curriculum; interprofessional education within the Susan and Henry Samueli College of Health Sciences; rigorous clinical training at UC Irvine's academic medical center to ensure graduates are ready to work in interprofessional teams; an integrative health approach to treating the whole patient with a wide range of preventive and treatment modalities; and a commitment to serve under-represented populations and advance healthcare equity. [3]",https://pharmsci.uci.edu/pharm-d/,"The University of California, Irvine, School of Pharmacy and Pharmaceutical Sciences' Doctor of Pharmacy program is accredited by the Accreditation Council for Pharmacy Education (ACPE), 190 South LaSalle Street, Suite 3000, Chicago, IL 60603, 312/664-3575; FAX 866/228-2631, web site www.acpe-accredit.org. [8, 9] Full Accreditation was approved as of June 24, 2025. [8, 9]",Doctoral,Doctor of Pharmacy,https://grad.uci.edu/admissions/degree-programs/,
,,,,,Master of Public Health,https://grad.uci.edu/admissions/degree-programs/,Failed to parse JSON response
,,,,,Master of Science in Public Health,https://grad.uci.edu/admissions/degree-programs/,Failed to parse JSON response
"['Global Health', 'Disease Prevention', 'Biobehavioral Mechanisms of Health']","The distinct mission of the Ph.D. in Public Health is to train graduate students to conduct original research on the determinants of health status of populations, and the translation of such knowledge to improve health and prevent disease and disability. Graduates of the Ph.D. program will be prepared for independent and collaborative research careers, and to teach at advanced levels of instruction. Students who complete the research training program will create new knowledge through a deep understanding of the theoretical underpinnings of public health challenges, research methods, and their application to contemporary and emerging trends in public health.",https://publichealth.uci.edu/phd-in-public-health/,"The Council on Education for Public Health (CEPH) is an independent agency recognized by the U.S. Department of Education to accredit schools and programs of public health. UC Irvine Public Health was initially accredited as a Program of Public Health in October 2012. In July 2018, CEPH acted to re-accredit. [15] Please note that the Biobehavioral Mechanisms of Health concentration is not yet accredited by the Council on Education for Public Health. [5]",PhD,PhD in Public Health,https://grad.uci.edu/admissions/degree-programs/,
,,,,,Master of Science in Medical Science,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Doctor of Medicine,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,"The Master of Science in Biotechnology Management (MSBTM) at the University of California, Irvine is an interdisciplinary program jointly offered by the Charlie Dunlop School of Biological Sciences, The Paul Merage School of Business, and The Henry Samueli School of Engineering. [1, 2] The program is designed to prepare scientists for leadership roles in biotechnology, pharmaceutical, and biomedical device-based companies by providing advanced training in both biotechnology and business management. [1, 12] The curriculum is a combination of graduate-level science courses, courses with MBA students, and a minimum of two quarters of independent research in a faculty laboratory. [1] Students learn to approach product development challenges by creating business plans and participating in consulting projects. [6] The curriculum also addresses management issues in the biotech industry, such as finance, product development, project management, regulatory affairs, and ethics. [2, 6]",https://merage.uci.edu/programs/masters/master-of-science-in-biotechnology-management/,"The Paul Merage School of Business, a partner in the MSBTM program, is accredited by the Association to Advance Collegiate Schools of Business (AACSB). [3, 4, 9]",Master's,Master of Science in Biotechnology,https://grad.uci.edu/admissions/degree-programs/,
,,,,,Master of Science in Ecology and Evolutionary Biology,https://grad.uci.edu/admissions/degree-programs/,
,,,,,Master of Science in Genetic Counseling,https://grad.uci.edu/admissions/degree-programs/,'NoneType' object has no attribute 'replace'
,"The graduate program in Mathematical, Computational, and Systems Biology (MCSB) is designed to meet the interdisciplinary training challenges of modern biology and function in concert with existing departmental programs (Departmental option) or as an individually tailored program (stand-alone option) leading to a M.S. degree. [5] The degree program provides students with both opportunity for rigorous training toward research careers in areas related to systems biology and flexibility through individualized faculty counseling on curricular needs, and access to a diverse group of affiliated faculty and research projects from member departments. [5]",https://catalogue.uci.edu/interdisciplinary/mathematical_computational_and_systems_biology_ms/,,Masters,"Master of Science in Mathematical, Computational, and Systems Biology",https://grad.uci.edu/admissions/degree-programs/,
,"The graduate program in Mathematical, Computational, and Systems Biology (MCSB) is designed to meet the interdisciplinary training challenges of modern biology and function in concert with existing departmental programs (Departmental option) or as an individually tailored program (stand-alone option) leading to a Ph.D. degree. [3] The goal of the program is to provide students from a variety of educational backgrounds with Ph.D. training suitable for research careers in the nascent field of Systems Biology. [1, 4] The program emphasizes in-depth classroom study, interdisciplinary research rotations, and individualized advising. [1, 4] The degree program provides students with both opportunity for rigorous training toward research careers in areas related to systems biology and flexibility through individualized faculty counseling on curricular needs, and access to a diverse group of affiliated faculty and research projects from member departments. [3] Current member departments include Biomedical Engineering, Biological Chemistry, Computer Science, Developmental and Cell Biology, Ecology and Evolutionary Biology, Mathematics, Microbiology and Molecular Genetics, Molecular Biology and Biochemistry, Chemistry, and Physics. [3]",https://catalogue.uci.edu/interdisciplinarystudies/mathematical_computational_and_systems_biology_phd/,,PhD,"PhD in Mathematical, Computational, and Systems Biology",https://grad.uci.edu/admissions/degree-programs/,
,,,,,Master of Science in Earth System Science,https://grad.uci.edu/admissions/degree-programs/,
,Emphasis at the graduate level is on the Ph.D. degree; the master's degree may be awarded to Ph.D. students after fulfillment of the requirements. [10],https://www.ess.uci.edu/,,PhD,PhD in Earth System Science,https://grad.uci.edu/admissions/degree-programs/,
,,,,Masters,Master of Science in Chemistry,https://grad.uci.edu/admissions/degree-programs/,
"['Analytical', 'Inorganic', 'Organic', 'Physical']","The PhD a chemistry a se oferi în primul rând un grad de cercetare. Acesta este acordat studenților care au demonstrat competență în planificarea și desfășurarea cercetării originale în domeniul chimiei, au demonstrat o familiaritate largă cu știința chimiei, înțelegere în aplicarea metodei științifice și au dobândit o cunoaștere aprofundată a domeniului lor de specializare. Studenții își construiesc o bază solidă în toate cele patru domenii de bază ale chimiei (analitică, anorganică, organică și fizică) și o cunoaștere aprofundată a domeniului de specializare ales. În prima parte a programului de doctorat, studenții urmează cel puțin un curs formal în fiecare dintre domeniile de bază ale chimiei, așa cum este prezentat în cerințele de curs de mai jos. Cursurile trebuie finalizate cu succes (B- sau mai bine) până la sfârșitul celui de-al treilea semestru. Deoarece cercetarea originală este cerința principală pentru diploma de doctorat, un student își alege un supervizor de cercetare și începe cercetarea înainte de sfârșitul primului an. Studentul și supervizorul de cercetare selectează apoi doi membri ai facultății pentru a servi ca Comitet de Cercetare Doctorală al studentului. Comitetul, în colaborare cu consilierul de cercetare al studentului, preia funcția de consiliere de la comitetul de absolvenți și ghidează activitatea studentului pentru a promova dezvoltarea ca investigator independent. Astfel, în plus față de cercetare, fiecare student trebuie să îndeplinească următoarele cerințe: Serviciu ca asistent didactic; Actualizări regulate ale progresului cu un Comitet de Cercetare al facultății; Un seminar departamental; Susținerea unei propuneri de cercetare originale. Finalizarea unei disertații care raportează lucrări semnificative de calitate publicabilă.",https://www.chem.uci.edu/graduate-program,,PhD,PhD in Chemistry,https://grad.uci.edu/admissions/degree-programs/,
,,,,,Master of Science in Mathematics,https://grad.uci.edu/admissions/degree-programs/,
,,,,,PhD in Mathematics,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,Masters,Master of Science in Physics,https://grad.uci.edu/admissions/degree-programs/,
"['Chemical, Applied, and Materials Physics', 'Astronomy and Astrophysics']"," The department offers three graduate programs: a Ph.D. in Physics, a Ph.D. in Physics with a concentration in Chemical, Applied, and Materials Physics (ChAMP), and a Ph.D. in Physics with a concentration in Astronomy and Astrophysics. These degrees are awarded in recognition of demonstrated knowledge of the basic facts and theories of physics and of a demonstrated capacity for independent research. Active programs of research are underway in particle physics, nanophysics, biophysics, medical physics, condensed matter physics, low-temperature physics, plasma physics, gravitational physics, astrophysics, and cosmology. In general, graduate study in the physics Ph.D. program is expected to be a full-time activity.",https://catalogue.uci.edu/schoolofphysicalsciences/departmentofphysicsandastronomy/physics_phd/,,PhD,PhD in Physics,https://grad.uci.edu/admissions/degree-programs/,
,"The Master of Advanced Study (M.A.S.) in Criminology, Law and Society, the first online degree program at the University of California, prepares professionals for leadership positions in criminal justice and the legal professions. [1, 2] The curriculum emphasizes theoretical and practical applications central to crime and its control, social policy, and the law. [1, 2] In keeping with one of the main tenets of the School of Social Ecology, students approach topics from a multidisciplinary perspective. [1, 3] This program is ideally suited for professionals interested in obtaining positions in or currently working in the criminal justice or legal fields and who are seeking a graduate degree for career advancement. [1] The program consists of 52 units of course work which is completed sequentially in two years (6 quarters). [1, 12] An optional one-week in-residence introductory course is scheduled right before fall quarter. [1] In lieu of a thesis, students are required to take a capstone course, ""Social Problems, Law and Policy,"" in the winter quarter of the second year of study. [1] In addition to the capstone course, students take two other required courses (CRM/LAW C214: Research Methods and CRM/LAW C215: Statistics) and choose from elective courses to fulfill the remaining 40 units. [1] The M.A.S. is awarded upon completion of 13 courses (52 units). [1]",https://mas.clc.soceco.uci.edu/,"UC Irvine is fully accredited by the Senior Commission of the Western Association of Schools and Colleges(WSCUC), California's regional accrediting agency. [12]",Master,"Master of Advanced Study in Criminology, Law and Society",https://grad.uci.edu/admissions/degree-programs/,
"['Asian American Studies', 'Critical Theory Emphasis', 'Graduate Feminist Emphasis', 'Race and Justice Studies Emphasis', 'Program in Law and Graduate Studies (J.D./Ph.D.)']","​​The Ph.D. program in Criminology, Law and Society is ranked #2 in the US News and World Reports rankings. [1] The program focuses on the causes, manifestations, and consequences of crime; the impacts of crime on society; social regulation; the civil justice system; the social and cultural contexts of law; and the interactive effects of law and society. [1] With high-caliber faculty and an interdisciplinary perspective, the program aims to develop students' theoretical and methodological sophistication to prepare them for faculty positions at major universities and colleges or for research, training, and administrative work in the justice system. [1] Students examine issues related to the etiology of crime, the process of changing criminal behavior, social regulation, the civil justice system, and the social and cultural context of law. [6] They gain familiarity with a number of subjects including sentencing; crime rates; modes of modifying criminal behavior; police behavior; policies against hate crimes; race and social inequality; behavior of courts, juries, and regulatory agencies; immigration lawmaking and application; and the interaction among law, culture, and identity. [6]",https://grad.uci.edu/admissions/degree-programs/criminology-law-and-society-ph-d/,,PhD,"PhD in Criminology, Law and Society",https://grad.uci.edu/admissions/degree-programs/,
,"The Master of Legal and Forensic Psychology (MLFP) is an interdisciplinary program offered in collaboration between the Department of Psychology and the Department of Criminology, Law and Society. [3, 5] It focuses on the intersection of psychology and legal issues, emphasizing the use of psychological principles, theories, and research to better understand legal processes and systems. [3, 5] The curriculum is designed for professionals or recent graduates and integrates facets of psychology, forensics, and the law. [3, 4] Students are immersed in scholarship, theory testing, and public service relevant to individual experiences in legal contexts. [4] The program prepares students for a wide range of careers in academic settings, research institutes, government agencies, and various public and private organizations. [3]",https://mlfp.socialecology.uci.edu/,WSCUC Accredited with three commendations. [11],Master,Master of Legal and Forensic Psychology,https://grad.uci.edu/admissions/degree-programs/,
,,,,,Master of Public Policy,https://grad.uci.edu/admissions/degree-programs/,Failed to parse JSON response
,"The training program that leads to the Ph.D. in Social Ecology allows students to develop- a-tail-ored course of graduate study that draws upon the knowledge of several traditional academic disciplines. The emphases of this training program are in keeping with the academic mission of the School, namely, its emphases on an interdisciplinary approach to theory and research, and the application of research to policy and intervention. Students are encouraged to integrate the diverse theoretical and methodological insights of several disciplines to analyze important psychological, social, legal and environmental problems from a perspective of breadth as well as depth. [1]",https://catalogue.uci.edu/schoolofsocialecology/phd_socialecology/,,PhD,PhD in Social Ecology,https://grad.uci.edu/admissions/degree-programs/,
,"The Master of Urban and Regional Planning (M.U.R.P) provides students with a rigorous intellectual foundation and critical analytical skills that prepare them to work in public, private, and non-governmental planning and related fields. [2] The program is fully accredited by the national Planning Accreditation Board and has more than a dozen full-time core faculty. [2] Students gain knowledge of planning problems and practices through a series of courses related to the environmental, economic, and social challenges in Southern California, and the United States, as well as other national contexts. [2] The UCI MURP program does not require a declared area of concentration, which allows students the opportunity to develop as generalists or to focus in specific planning areas. [3] Students may choose from elective courses in topics such as housing and community development, international development planning, environmental planning, transportation planning, and urban design. [2]",https://socialecology.uci.edu/murp,"The Master of Urban and Regional Planning program is fully accredited by the Planning Accreditation Board (PAB). [3, 4] The PAB has accredited UCI's MURP degree for a seven-year term, the longest term possible, effective January 1, 2022. [4]",Master,Master of Urban and Regional Planning,https://grad.uci.edu/admissions/degree-programs/,
,,,,"Master of Science, M.S.",Master of Science in Cognitive Sciences,https://grad.uci.edu/admissions/degree-programs/,
"The Ph.D. in Cognitive Sciences offers a Concentration in Cognitive Neuroscience. Additionally, a Joint M.S. in Statistics and Ph.D. in Cognitive Sciences Program is available for current students in the Ph.D. program. [6, 9]","The Ph.D. program in Cognitive Sciences at the University of California, Irvine, prepares students for research and teaching careers in academia, industry, and government. [9] The program is known as one of the world's leading centers for mathematically oriented research in cognitive sciences and places a strong emphasis on modern experimental and theoretical research techniques to study the human mind and brain. [9] Students are provided with hands-on research experience and are equipped with sophisticated mathematical and computing skills. [9] The department uses a combination of innovative approaches with modern tools like EEG, fMRI, robotics, computational methods, big data, and Bayesian statistics to study fundamental human abilities such as attention, memory, language, decision making, and problem solving. [6] The program offers research strengths in computational and mathematical cognitive modeling, cognitive neuroscience, visual and auditory perception, attention, development, memory, language, and judgment and decision making. [6] While pursuing their Ph.D., students have the opportunity to earn a master's degree in Cognitive Sciences, Cognitive Neuroscience, or, through a joint program, an M.S. in Statistics. [6, 9]",https://socsci.uci.edu/graduate/programs/cognitive-sciences-phd,,PhD,PhD in Cognitive Sciences,https://grad.uci.edu/admissions/degree-programs/,
,,,,,Master of Science in Cognitive Neuroscience,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Master of Arts in Economics,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,PhD in Economics,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,"Master of Arts in Philosophy, Political Science, Economics",https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Master of Arts in Social Science,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Master of Business Administration,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Master of Professional Accountancy,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Master of Finance,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Master of Innovation and Entrepreneurship,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
"['Data Analytics', 'Marketing Analytics', 'Operations Analytics']","The one-year Master of Science in Business Analytics (MSBA) program equips early-career professionals with practical skills to power business decisions in a data-driven world. Through an immersive and rigorous, on-campus experience led by our world-class faculty, students gain hands-on expertise in areas like machine learning, data visualization and predictive analytics. The MSBA prepares you to compete in the high-demand field of big data and business analytics across various industries and around the globe.",https://merage.uci.edu/programs/master-of-science-in-business-analytics/,,Master,Master of Science in Business Analytics,https://grad.uci.edu/admissions/degree-programs/,
,,,,,PhD in Management,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Master of Science in Biotechnology Management,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,PhD in Computational Science,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Juris Doctor/Master's,https://grad.uci.edu/admissions/degree-programs/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
