Concentration name,description,program website url,Accreditation status,level,Program name,Program Page url,Level
,"The MPH in Community Health Sciences is a professional degree. The program is designed for students who want to develop the knowledge and skills for positions in public health practice and for those who want to enter the field with a strong interest in health promotion and education. Community Health Sciences (CHS) is a multidisciplinary field that focuses on the social and behavioral determinants of health and on the development, implementation, and evaluation of programs and policies to improve the health of populations. The MPH program in CHS provides students with a broad perspective on the field of public health, as well as specialized training in the social and behavioral sciences. The CHS MPH program is typically a two-year program (6 quarters), which includes a required 400-hour field studies internship.",https://chs.ph.ucla.edu/academics/mph,The UCLA Fielding School of Public Health is accredited by the Council on Education for Public Health (CEPH).,,Master of Public Health in Community Health Sciences,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,"The Department of Comparative Literature offers the Master of Arts (M.A.) and Doctor of Philosophy (Ph.D.) degrees in Comparative Literature. In keeping with the department’s interdisciplinary focus, we encourage applicants with backgrounds in literature, cultural studies, and/or related disciplines. We seek students who are interested in pursuing innovative research across linguistic, national, and disciplinary boundaries.",https://grad.ucla.edu/programs/humanities/comparative-literature/,,,Master of Arts in Comparative Literature,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,"The Department of Comparative Literature offers the Doctor of Philosophy (Ph.D.) degree in Comparative Literature. In keeping with the department's commitment to a global and interdisciplinary vision of literary studies, the program is designed to provide students with a rigorous and broad-based training in several literary traditions, as well as in the theory and history of literature. Students are expected to achieve a high level of proficiency in at least three languages and to develop a field of specialization that transcends national and linguistic boundaries.",https://grad.ucla.edu/programs/humanities/comparative-literature/,,,PhD in Comparative Literature,https://grad.illinois.edu/admissions/programs,
"Artificial Intelligence, Computer Science Theory, Computer System Architecture, Graphics and Vision, Information and Data Management, Network Systems, Software Systems","The Master of Science (M.S.) degree program in Computer Science is intended for students who want to develop a deeper understanding of computer science and its applications. The program is designed to provide students with a strong foundation in the field and to prepare them for careers in research, industry, and academia. Students may choose between the Thesis Plan and the Comprehensive Examination Plan. Requirements for the degree include nine courses (36 units) and the completion of a thesis or a comprehensive examination.",https://grad.ucla.edu/programs/school-of-engineering-and-applied-science/computer-science/,,,Master of Science in Computer Science,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
"Artificial Intelligence, Computer Science Theory, Computer System Architecture, Graphics and Vision, Information and Data Management, Network Systems, Software Systems","The graduate program in computer science is designed to prepare students for leadership roles in academia, industry and government. It provides a strong foundation in the fundamental principles of computer science and offers opportunities for advanced study and research in a variety of specialized areas. The Ph.D. program is research-oriented, and its primary goal is to provide students with the depth and breadth of knowledge necessary to conduct independent research in computer science.",https://www.cs.ucla.edu/graduate-program-overview/,,,PhD in Computer Science,https://areas.fuqua.duke.edu/management/ph-d-program/,
,"The UCLA/Getty Interdepartmental Program in the Conservation of Cultural Heritage offers a three-year program of study leading to the Master of Arts (M.A.) degree. The program’s mission is to educate and train students to become professional conservators of cultural heritage, specializing in the conservation of archaeological and ethnographic materials. The curriculum integrates the sciences and the humanities to provide students with a solid foundation in conservation theory and practice, material science, and the cultural contexts of heritage materials. Students learn the scientific principles and practical skills necessary to document, analyze, and treat cultural objects while considering their historical and cultural significance.",https://grad.ucla.edu/programs/social-sciences/conservation-of-cultural-heritage/,,,Master of Science in Conservation of Cultural Heritage,http://www.fullerton.edu/basic-needs/_resources/pdfs/Student-Program-List.xlsx,
,"The M.A. and Ph.D. degrees in Culture and Performance emphasize the study of bodily practices and the history and theory of performance, broadly defined, as it occurs in diverse global contexts. Faculty and students approach performance through several distinct lenses, including dance and movement studies; performance studies; and cultural studies. Our curriculum focuses on how people represent and experience their lives through various forms of expressive culture, and we are committed to an interdisciplinary approach that links the arts with the social sciences.",https://www.wacd.ucla.edu/programs/graduate/culture-and-performance,,,Master of Arts in Culture and Performance,https://www.wacd.ucla.edu/programs/graduate/culture-and-performance,
,"The Culture and Performance (CAP) PhD program specializes in research and teaching that are committed to the study of performance in a global context. It approaches “performance” from a variety of interdisciplinary perspectives, while emphasizing the creative practices of dance and other types of bodily movement, the analysis of performance in diverse cultural and social settings, and the development of methodologies based on ethnographic and historical research. CAP students engage in critical scholarship, drawing from a variety of disciplines including dance studies, performance studies, ethnomusicology, anthropology, cultural studies, art history, and theater. The program is designed to prepare scholars and researcher-practitioners for careers in academia and professional settings.",https://www.wacd.ucla.edu/programs/graduate/culture-and-performance,,,PhD in Culture and Performance,https://www.wacd.ucla.edu/programs/graduate/culture-and-performance,PhD
,"The Master of Science (M.S.) in Data Science in Biomedicine is a self-supporting graduate professional degree program that provides students with the theoretical and practical skills necessary to perform data science in the context of biomedicine. The program is designed for students with a background in a quantitative field (e.g., computer science, mathematics, statistics, physics, or engineering) who are interested in pursuing a career in data science in the healthcare or biotechnology industries, or in academia.",https://compmed.ucla.edu/ms-data-science,,,Master of Science in Data Science in Biomedicine,https://grad.ucla.edu/programs/david-geffen-school-of-medicine/computational-medicine-department/data-science-in-biomedicine/,
,"The Master of Science in Data Science in Health (DS Health) provides students with a broad-based training in biostatistics and data science. The program is designed for individuals who wish to pursue a career as a data scientist in the health sciences, and it provides a strong foundation for those who wish to pursue further study at the doctoral level.",https://grad.ucla.edu/programs/school-of-public-health/biostatistics-department/data-science-in-health/,,,Master of Science in Data Science in Health,https://grad.ucla.edu/programs/school-of-public-health/biostatistics-department/data-science-in-health/,Masters
,"Our four-year predoctoral program, leading to the Doctor of Dental Surgery (DDS) degree, is designed to provide students with the knowledge and skills they need to become excellent clinicians and leaders in the dental profession. Our program is known for its rigorous academic curriculum, its focus on clinical excellence, and its commitment to research and innovation. The curriculum for the DDS program is designed to provide students with a solid foundation in the basic and clinical sciences, as well as the skills they need to provide comprehensive dental care to patients of all ages and backgrounds. The program is divided into four years, with each year focusing on different aspects of dental education.",https://dentistry.ucla.edu/academics-admissions/dds-program,The program in dental education is accredited by the Commission on Dental Accreditation and has been granted the accreditation status of 'approval without reporting requirements'.,,Doctor of Dental Surgery,https://dentistry.ucla.edu/academics-admissions/dds-program,Doctoral
,The Master of Science (M.S.) and Doctor of Philosophy (Ph.D.) degrees in Oral Biology are designed for students who want to focus on research and a deep understanding of the biological and physical sciences that form the basis for dental medicine. The M.S. degree is intended to provide students with the skills necessary to conduct independent research and to prepare them for careers in dental education or clinical practice.,https://dentistry.ucla.edu/academics-admissions/postgraduate-programs/oral-biology-ms-phd,The School of Dentistry's academic programs are accredited by the Commission on Dental Accreditation (CODA).,,Master of Science in Dentistry,https://www.sterngold.com/blog/us-schools-restorative-dentistry-programs/,
,The MFA program in the Department of Design Media Arts at UCLA is a two-year program that provides a rigorous environment for artistic and intellectual growth. The curriculum focuses on the development of a self-directed creative practice and the exploration of media through both practice and theory.,https://dma.ucla.edu/mfa/,,,Master of Fine Arts in Design | Media Arts,http://projects.dma.ucla.edu/exhibitions/context-collapse/,
,"The East Asian Studies M.A. program is a highly flexible, interdisciplinary program designed for students who wish to specialize in one or more East Asian countries or for those whose work is comparative or relates to East Asia as a whole. Drawing on the faculty and course resources of several departments throughout the university, the program allows for a wide range of study, focusing on either an individual country (China, Japan, or Korea) or a regional approach to East Asia. The program is specifically intended for students who: desire to enter professional careers such as business, law, journalism, government service, and teaching; and/or plan to pursue a Ph.D. degree but have not had sufficient area and/or language training to be admitted to a doctoral program.",https://www.international.ucla.edu/easma,,,Master of Arts in East Asian Studies,https://www.international.ucla.edu/easma,MA
,"The Department of Ecology and Evolutionary Biology offers a doctoral degree (Ph.D.) in Ecology and Evolutionary Biology. The graduate program focuses on a wide variety of areas including: behavior, bioinformatics, cell and molecular biology, conservation biology, ecology, evolutionary biology, genetics, genomics, marine biology, mathematical biology, paleontology, physiological ecology, plant biology, population biology, systematics, and terrestrial biology. The Department of Ecology and Evolutionary Biology also participates in several interdepartmental programs, and is an active member of the Organization for Tropical Studies.",https://grad.ucla.edu/programs/life-sciences/ecology-evolutionary-biology/,,,PhD in Ecology and Evolutionary Biology,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
"Economic History, Econometrics, Industrial Organization, International Economics, Labor Economics, Macroeconomics, Microeconomic Theory, Public Economics, and Finance","The Ph.D. program in Economics at UCLA is designed to prepare students for careers in research and teaching in academia, and for positions in government and the private sector which require high-level economic analysis. The program emphasizes the development of students’ research skills and the application of economic theory and quantitative methods to various substantive areas of economics. Students are expected to acquire a thorough knowledge of economic theory and econometrics and to develop their research skills. They are also expected to acquire a deep knowledge of at least two major fields of study.",https://economics.ucla.edu/graduate/phd-program/,,,PhD in Economics,https://economics.ucla.edu/wp-content/uploads/2016/10/GRADUATE-PROGRAM-HANDBOOK.pdf,
"Higher Education and Organizational Change, Human Development and Psychology, Social Research Methodology, Social Sciences and Comparative Education, and Urban Schooling","The Department of Education offers the Master of Arts (M.A.) and Doctor of Philosophy (Ph.D.) degrees in Education. The Master of Education (M.Ed.) and Doctor of Education (Ed.D.) are also offered. The department is organized into divisions, and students are admitted to a specific division. The Master of Arts (M.A.) and Doctor of Philosophy (Ph.D.) degrees are primarily designed for students who wish to conduct research in education or to teach at the university level. Students who pursue these degrees usually have a strong interest in the social sciences and/or a specific area of professional practice.",https://seis.ucla.edu/departments-and-degrees/department-of-education,,,Master of Arts in Education,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
Higher Education and Organizational Change; Human Development and Psychology; Social Research Methodology; Social Science and Comparative Education; Urban Schooling,"The Ph.D. in Education is for students who want to become researchers, professors, and leaders in the field of education. Each student chooses one of five academic divisions to focus their studies: Higher Education and Organizational Change; Human Development and Psychology; Social Research Methodology; Social Science and Comparative Education; and Urban Schooling. The program is research-oriented and prepares students for careers as researchers, scholars, and professors in universities and research institutions. Each division offers a unique perspective on education, and students are encouraged to explore the intersections between divisions, working closely with faculty mentors to conduct original research that addresses the most pressing challenges in education.",https://seis.ucla.edu/departments-and-degrees/department-of-education/education-phd,,,PhD in Education,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,"The UCLA Educational Leadership Program (ELP) is a three-year practitioner-based program leading to an Ed.D. in educational leadership. The program is designed for working professionals in K-12, higher education, and other educational settings. Our mission is to prepare educators to lead transformations in educational organizations and to work toward social justice and equity in education.",https://seis.ucla.edu/departments-and-degrees/department-of-education/educational-leadership-program-edd,,,Doctor of Education,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",Doctoral
"Teacher Education Program (TEP), Student Affairs, Principal Leadership Institute (PLI), Transformative Coaching and Leadership (TCL)","The Department of Education offers the Master of Education (M.Ed.) degree in several areas of professional practice: the Teacher Education Program (TEP), Student Affairs, the Principal Leadership Institute (PLI), and Transformative Coaching and Leadership. The M.Ed. degree is a professional degree designed to meet the needs of people who desire to obtain a teaching or administrative credential, or to pursue further study in a specialized area of education. The Teacher Education Program (TEP) is a two-year program that leads to a Master of Education (M.Ed.) degree and a preliminary multiple or single subject teaching credential. The Student Affairs program provides professional preparation for individuals who are interested in pursuing a career in student affairs and higher education. The Principal Leadership Institute (PLI) is a 12-month program leading to a Master of Education (M.Ed.) and a Preliminary Administrative Services Credential. The Transformative Coaching and Leadership program is a one-year, full-time program designed to prepare students for leadership roles in athletics and other coaching environments.",https://seis.ucla.edu/departments-and-degrees/department-of-education,The UCLA Teacher Education Program is accredited by the California Commission on Teacher Credentialing (CTC).,,Master of Education,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
"Circuits & Embedded Systems, Physical & Wave Electronics, Signals & Systems","The Electrical and Computer Engineering Department offers the Master of Science (M.S.) and Doctor of Philosophy (Ph.D.) degrees in Electrical and Computer Engineering. The program is organized into three areas: circuits and embedded systems, physical and wave electronics, and signals and systems. Each area is responsible for its own graduate student admissions, graduate student advising, and the courses and research in its area. The Master of Science (M.S.) degree in Electrical and Computer Engineering is a research-oriented degree that provides students with the opportunity to pursue advanced study and research in a variety of fields within electrical and computer engineering.",https://www.ece.ucla.edu/graduate-programs/,,,Master of Science in Electrical and Computer Engineering,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
"['Circuits and Embedded Systems', 'Physical and Wave Electronics', 'Signals and Systems']","The Ph.D. program is intended for students who have shown a high level of academic performance and who have the potential for conducting independent research. The Ph.D. degree is a research degree and is awarded upon the completion of a program of study and the presentation of a dissertation that is a significant contribution to knowledge. The Electrical and Computer Engineering Department offers programs of study and research leading to the M.S. and Ph.D. degrees. These programs are designed to provide students with a broad background in electrical and computer engineering, as well as specialized knowledge in one or more of the department’s areas of research.",https://www.ece.ucla.edu/phd-degree-requirements/,,,PhD in Electrical and Computer Engineering,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
"Aerospace Engineering, Computer Networking, Data Science Engineering, Electrical Engineering, Integrated Circuits, Manufacturing and Design, Materials Science, Mechanics of Structures, Signal Processing and Communications, and Systems Engineering","The online Master of Science in Engineering (M.S.E.) degree program is a professionally oriented program designed to meet the needs of working engineers. Its primary objective is to enable engineers to advance their technical skills and to provide them with the necessary expertise to move into management or into more specialized roles in their respective fields. The curriculum consists of nine courses, including a three-course core in a chosen specialization and six electives.",https://msol.ucla.edu/,UCLA is accredited by the Western Association of Schools and Colleges (WASC).,,Master of Science in Engineering (Online),https://grad.ucla.edu/graduate-program-requirements/program-requirements-for-engineering-schoolwide-programs-6-2-2-2-2-2-2-2-2/,
,"The Department of English offers the Master of Arts (M.A.) and Doctor of Philosophy (Ph.D.) degrees in English. Students are not admitted to the M.A. program. The M.A. is only awarded to students who are pursuing the Ph.D. and have completed certain requirements. The Ph.D. program is designed to provide students with a broad and deep knowledge of English and American literature, as well as the critical and research skills necessary for original scholarship and teaching.",https://grad.ucla.edu/programs/humanities/english/,,,Master of Arts in English,https://www.sas.rochester.edu/eng/graduate/ma/index.html,
,"The Ph.D. program in English at UCLA is designed to prepare students for careers in research and teaching at the college and university level. It is also well-suited to individuals who wish to pursue careers in other fields that require advanced skills in research, writing, and analysis. Students in the program develop expertise in a range of historical periods and theoretical approaches, while also pursuing specialized research in their chosen field of study.",https://english.ucla.edu/graduate/the-ph-d-program/,,,PhD in English,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,"The Master of Science (MS) in Environmental Health Sciences is a research-oriented degree that focuses on the identification, investigation, and control of environmental factors affecting human health. The program is designed for students who want to develop the skills necessary to conduct independent research in environmental health sciences. MS students gain a solid foundation in the principles of environmental health, as well as specialized knowledge in their area of interest.",https://ph.ucla.edu/academics/degrees/ms-environmental-health-sciences,The UCLA Fielding School of Public Health is accredited by the Council on Education for Public Health (CEPH).,,Master of Science in Environmental Health Sciences,https://ph.ucla.edu/sitemap,
,"The PhD in Environmental Health Sciences is the premier research degree offered by the Department of Environmental Health Sciences. The program provides students with the skills and knowledge to conduct independent research, to analyze and interpret environmental health data, and to communicate findings to scientific and lay audiences. This degree is intended for students who wish to pursue careers as researchers and/or educators in academia, government, or the private sector.",https://ph.ucla.edu/academics/departments/environmental-health-sciences/phd-environmental-health-sciences,The UCLA Fielding School of Public Health is accredited by the Council on Education for Public Health (CEPH).,,PhD in Environmental Health Sciences,https://californiadegrees.org/public-health/schools-of-public-health/,
Industrial Hygiene,"The Master of Public Health (MPH) degree in Environmental Health Sciences is a professional degree that provides students with the skills and knowledge to address complex environmental health issues. The program prepares students for leadership roles in public health practice, policy, and research. The MPH in Environmental Health Sciences is a two-year program (including a summer internship) that prepares students for careers in the environmental health sciences. The curriculum provides students with a strong foundation in the basic sciences and public health, while allowing for specialization in areas such as toxicology, exposure science, and environmental policy. Students in the program complete a minimum of 56 units of coursework, including a core curriculum in public health and environmental health sciences, and a summer internship in a professional environmental health setting. The program culminates in a comprehensive exam or a capstone project.",https://ph.ucla.edu/academics/departments/environmental-health-sciences/master-public-health-mph,The UCLA Fielding School of Public Health is accredited by the Council on Education for Public Health (CEPH). The Industrial Hygiene track is accredited by the Applied and Natural Science Accreditation Commission (ANSAC) of ABET.,,Master of Public Health in Environmental Health Sciences,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,"The Environmental Science and Engineering (ESE) Program provides a unique educational experience for students who are interested in becoming leaders in environmental science, policy, and engineering. The program’s mission is to train professionals to solve complex, multidisciplinary environmental problems. Students in the ESE program earn a professional doctorate (Doctor of Environmental Science and Engineering, or D.Env.) rather than a research doctorate (PhD). The ESE Program’s multidisciplinary curriculum and training distinguish it from traditional PhD programs. Students are required to take courses in several different departments and to complete an off-campus internship (the ‘residency’) in an environment-related organization.",https://www.ioes.ucla.edu/ese/,,,Doctor of Environmental Science and Engineering,https://www.ioes.ucla.edu/wp-content/uploads/2025/10/ESE-Program-Manual-2025-26.pdf,Doctoral
,The Master of Science (MS) in Epidemiology is a research-oriented degree that provides students with a strong foundation in epidemiologic methods and biostatistics. It is designed for students who are interested in pursuing careers in research or continuing their education in a doctoral program. The program requires approximately two years to complete and includes a combination of coursework and the completion of a master’s thesis.,https://ph.ucla.edu/academics/departments/epidemiology/ms-epidemiology,The UCLA Fielding School of Public Health is accredited by the Council on Education for Public Health (CEPH).,,Master of Science in Epidemiology,https://ph.ucla.edu/about/faculty-staff-directory/alexandra-binder,
,"The Ph.D. is a research degree and is the highest level of academic achievement. The program is designed to provide students with the knowledge and skills to identify and solve public health problems through epidemiological research. The curriculum includes advanced training in epidemiological methods and biostatistics, as well as coursework in a variety of substantive areas of epidemiology.",https://ph.ucla.edu/academics/degrees/epidemiology-phd,The UCLA Fielding School of Public Health is accredited by the Council on Education for Public Health (CEPH).,,PhD in Epidemiology,https://ph.ucla.edu/taxonomy/term/106?page=1,
,"The Master of Public Health (MPH) degree in Epidemiology is a professional degree that provides students with the basic knowledge and skills in epidemiology and public health. Students learn to apply epidemiological methods to the study of the distribution and determinants of health and disease in human populations. The program is designed for students who intend to pursue careers in public health practice, including in government agencies, non-profit organizations, and the private sector. MPH students are required to complete a 400-hour field studies internship and a capstone project.",https://epi.ph.ucla.edu/academics/mph-epidemiology,The UCLA Fielding School of Public Health is accredited by the Council on Education for Public Health (CEPH).,,Master of Public Health in Epidemiology,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
"Ethnomusicology, Systematic Musicology","The Master of Arts in Ethnomusicology provides a broad foundation in the study of ethnomusicology and systematic musicology, as well as related disciplines. It is designed to prepare students for the Ph.D. program. Students are expected to develop a general knowledge of the history, theory, and methodology of ethnomusicology or systematic musicology, and to gain experience in ethnographic fieldwork and musical performance (for those in the ethnomusicology concentration) or in scientific and philosophical methods (for those in the systematic musicology concentration).",https://schoolofmusic.ucla.edu/admissions/graduate/ethnomusicology/,,,Master of Arts in Ethnomusicology,https://schoolofmusic.ucla.edu/admissions/graduate/ethnomusicology/,
Ethnomusicology; Systematic Musicology,"The Department of Ethnomusicology offers the Master of Arts (M.A.) and Doctor of Philosophy (Ph.D.) degrees in Ethnomusicology. The graduate program in Ethnomusicology is designed to provide students with a strong foundation in the history, theory, and practice of the field. Students learn to conduct original research on musical traditions from around the world, using a variety of methods including ethnographic fieldwork, archival research, and musical analysis. The program is one of the oldest and largest in the world, with a faculty that includes leading scholars in the field and a student body drawn from across the globe. The Ph.D. in ethnomusicology provides students with the tools to conduct original research on music as a cultural and social phenomenon. Students work closely with faculty members to develop their research projects, which often involve extensive fieldwork and archival research. The program emphasizes both theoretical rigor and practical skills, preparing students for careers in academia, public sector work, and the arts. Students in the Ph.D. program in Ethnomusicology are expected to develop a high level of expertise in at least one musical tradition and to gain a broad understanding of the field as a whole. The program also offers students the opportunity to participate in performance ensembles, which provide hands-on experience in a variety of musical traditions. Graduate students in Ethnomusicology may also elect to complete a specialization in Systematic Musicology.",https://schoolofmusic.ucla.edu/academics/ethnomusicology/ethnomusicology-ma-phd/,The UCLA Herb Alpert School of Music is an accredited institutional member of the National Association of Schools of Music (NASM).,,PhD in Ethnomusicology,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,"The Interdepartmental Program (IDP) in European Studies offers a program of study leading to the Master of Arts (M.A.) degree. The M.A. program is designed to provide an interdisciplinary perspective on European history, culture, and society. Students are encouraged to pursue their own research interests within this framework, and to take advantage of the wide range of resources available at UCLA.",https://grad.ucla.edu/programs/social-sciences/european-studies/,,,Master of Arts in European Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
"Animation, Cinematography, Directing, Producers Program, Screenwriting","The Master of Fine Arts program provides a professional education in the areas of film and television, with concentrations in animation, cinematography, directing, producers program, and screenwriting. The program is designed to develop the student's creative potential and to provide a background for a career in the film and television industries.",https://grad.ucla.edu/programs/school-of-theater-film-and-television/film-and-television/,,,Master of Fine Arts in Film and Television,https://www.gradschools.com/programs/media-arts/film-television?near=los-angeles,
,"The Ph.D. in Film and Television focuses on Cinema and Media Studies. It provides a rigorous course of study in history, theory and criticism. The program is designed to train those who will contribute to the field as scholars, university teachers, researchers, or curators of film and media collections. It is not a production program. The program is committed to a diversity of critical, historical and theoretical approaches. The curriculum and faculty emphasize the value of both global and local perspectives in the study of cinema and media across a variety of historical and contemporary platforms.",https://www.tft.ucla.edu/programs/film-tv-digital-media-department/graduate-degrees/phd-film-television/,Western Association of Schools and Colleges (WASC),,PhD in Film and Television,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,"UCLA Anderson's Master of Financial Engineering (MFE) program prepares you to make an immediate impact in the field of quantitative finance. In just 15 months, you will master the mathematical modeling and computer science skills used by the world’s top financial institutions. Our world-class faculty, renowned for their research and industry experience, will guide you through a rigorous curriculum that bridges the gap between theory and practice. You’ll gain hands-on experience through a required summer internship and a capstone applied finance project, all while building a powerful professional network in the heart of Los Angeles.",https://www.anderson.ucla.edu/degrees/master-of-financial-engineering,,,Master of Financial Engineering,https://www.youtube.com/watch?v=-FXfW6A9wZU,
,The French & Francophone Studies Department offers the Master of Arts (M.A.) and Doctor of Philosophy (Ph.D.) degrees in French & Francophone Studies. The M.A. program is intended to provide students with a high level of proficiency in the French language and a broad-based knowledge of French and Francophone literature and culture. It also provides students with a solid foundation in literary and cultural theory and research methods.,https://grad.ucla.edu/programs/humanities/french-francophone-studies/,,,Master of Arts in French and Francophone Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,"The Department of European Languages and Transcultural Studies offers a program of study leading to the Master of Arts (MA) and Doctor of Philosophy (PhD) degrees in French and Francophone Studies. The PhD program is designed to provide students with a broad knowledge of French and Francophone literature and culture, a specific area of specialization, and training in research and teaching. The curriculum is intended to prepare students for careers in research and teaching at the university level, or for other professional careers that require advanced knowledge of French and Francophone culture.",https://catalog.registrar.ucla.edu/major/2021/frenchandfrancophonestudiesmacphilphd?siteYear=2021,,,PhD in French and Francophone Studies,https://catalog.registrar.ucla.edu/major/2021/frenchandfrancophonestudiesmacphilphd?siteYear=2021,
,"The Department of Gender Studies offers the Master of Arts (M.A.) and Doctor of Philosophy (Ph.D.) degrees in Gender Studies. The program provides an interdisciplinary and intersectional approach to the study of gender. Students learn to critically examine how gender and sexuality are constructed and how they intersect with other categories of social difference like race, ethnicity, class, and disability. Note that the department does not offer a terminal M.A. degree; students are admitted to the Ph.D. program only, but may earn the M.A. degree as they progress toward the Ph.D. in Gender Studies.",https://grad.ucla.edu/programs/social-sciences/gender-studies/,,,Master of Arts in Gender Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,"The Gender Studies Graduate Program at UCLA offers a Ph.D. in Gender Studies. The program is designed for students who wish to pursue advanced research and teaching in this interdisciplinary field. The Ph.D. program emphasizes the importance of gender as a category of analysis and its intersections with other markers of difference, such as race, class, sexuality, and nationality. Students are trained in a variety of disciplinary and interdisciplinary methodologies and are encouraged to pursue research that crosses traditional departmental boundaries.",https://genderstudies.ucla.edu/graduate/phd-program/,,,PhD in Gender Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,"The UCLA Genetic Counseling Graduate Program is a two-year Master of Science (MS) program that provides students with the academic and clinical training required to enter the field of genetic counseling. The program is housed in the Department of Human Genetics at the David Geffen School of Medicine at UCLA. The mission of the UCLA Master of Science in Genetic Counseling program is to provide students with a comprehensive foundation in the science of genetics, the counseling skills needed to assist patients in understanding and adapting to the medical, psychological, and familial implications of genetic contributions to disease, and the research skills to advance the field. Students benefit from an extensive and diverse clinical training environment available at UCLA and its affiliated medical centers.",https://geneticcounseling.ucla.edu/,Accredited by the Accreditation Council for Genetic Counseling (ACGC),,Master of Science in Genetic Counseling,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",Masters
"Biogeography, Climatology, Cultural Geography, Economic Geography, Geomorphology, Hydrology, Political Geography, Population Geography, Remote Sensing and Geographic Information Systems, and Urban Geography","The Department of Geography offers the Master of Arts (M.A.) and Doctor of Philosophy (Ph.D.) degrees in Geography. The Master’s program is designed to provide students with a solid foundation in the concepts and methods of geography, as well as specialized training in a chosen field of study. The M.A. is typically a two-year program that prepares students for doctoral study or professional employment. Graduate students in geography are expected to have a basic knowledge of both the physical and social aspects of the field, and to develop a strong competence in their chosen area of specialization. In addition, they are expected to be familiar with the history and philosophy of the discipline and with the tools and techniques of geographical research. Students specialize in one of the following fields: Biogeography, Climatology, Cultural Geography, Economic Geography, Geomorphology, Hydrology, Political Geography, Population Geography, Remote Sensing and Geographic Information Systems, and Urban Geography.",https://geog.ucla.edu/graduate/,,,Master of Arts in Geography,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
"Biogeography, Physical Geography, Human Geography, and Geospatial Information Systems and Technologies (GIST)","Graduate study in Geography at UCLA is focused on the doctoral degree (PhD). We do not have a stand-alone MA program, but most PhD students earn their MA 'on the way' to the PhD. Our program consists of four core sub-disciplines: Biogeography, Physical Geography, Human Geography, and Geospatial Information Systems and Technologies (GIST). The Doctor of Philosophy degree is awarded to students who have demonstrated a mastery of a broad field of geography and have completed a substantial piece of original research. It is the highest degree awarded by the University.",https://geog.ucla.edu/graduate-program-requirements/,,,PhD in Geography,https://geog.ucla.edu/graduate-program-requirements/,
,"The Earth, Planetary, and Space Sciences Department offers the Master of Science (MS) and Doctor of Philosophy (PhD) degrees in Geology, and in Geochemistry. The MS and PhD degrees in Geophysics and Space Physics are also offered. See the separate program listings for Geochemistry and Geophysics and Space Physics.",https://catalog.registrar.ucla.edu/major/2022/GeologyMSCPhilPhD?siteYear=2022,,,Master of Science in Geology,https://catalog.registrar.ucla.edu/major/2022/GeologyMSCPhilPhD?siteYear=2022,
,"The Department of Earth, Planetary, and Space Sciences offers the Master of Science (M.S.) and Doctor of Philosophy (Ph.D.) degrees in Geochemistry, Geology, Geophysics and Space Physics. The major focuses of the Geology program are: (1) biological evolution and the history of life; (2) crustal evolution and the history of the continents; (3) earthquakes and faulting; (4) environmental geology; (5) geochronology and thermochronology; (6) global change; (7) mineral physics; (8) mountain building; (9) paleoclimate; (10) planetary geology; (11) petrology; (12) sedimentology and stratigraphy; (13) structural geology and tectonics; and (14) surface processes.",https://grad.ucla.edu/programs/physical-sciences/earth-planetary-and-space-sciences-department/geology/,,,PhD in Geology,https://grad.ucla.edu/programs/physical-sciences/earth-planetary-and-space-sciences-department/geology/,PhD
,,https://epss.ucla.edu,,,Master of Science in Geochemistry,https://grad.ucla.edu/requirements/?app=admission&major=0393,
