Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,error
Optional,Required,"The admissions committee considers several factors when making admissions decisions, including academic performance at prior institutions (GPAs), a prompted essay (statement of purpose), and three letters of recommendation. [10] An unofficial or official transcript is also a mandatory document. [10] GRE scores are no longer required but will be considered if submitted. [10] Students with a previous degree in engineering or a related field from a recognized institute of higher education are eligible to apply. [10]",Not Required,True,True,True,True,False,False,,,program,Doctor of Philosophy in Electrical and Computer Engineering,https://www.gatech.edu/academics/masters-degree-programs,
,,,,,,,,,,,,error,Doctor of Philosophy in Engineering Science and Mechanics,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
Optional,Required,"To apply for graduate programs in the School of Civil and Environmental Engineering, prospective students must submit: Transcripts from a Bachelor's or Bachelor's equivalent degree, Test Scores, Three letters of recommendation (Two Academic, One professional), and a Statement of Purpose.",Not Required,True,False,False,True,False,False,,,program,Doctor of Philosophy in Environmental Engineering,https://www.gatech.edu/academics/masters-degree-programs,
,,,,False,False,False,False,False,False,,,none,Doctor of Philosophy in History and Sociology of Technology and Science,https://www.gatech.edu/academics/masters-degree-programs,
,,"Application requirements for graduate programs at the Georgia Institute of Technology are determined by each specific program. There is no general, institute-level set of required documents.",,False,False,,False,False,False,,,institute,Doctor of Philosophy in Human-Centered Computing,https://www.gatech.edu/academics/masters-degree-programs,
,,"Graduate programs make admission decisions from a pool of eligible candidates based on a combination of factors, including academic degrees and records, essay prompts, letters of recommendation, test scores, and relevant work experience. [15] Institute-level criteria for enrollment eligibility include evidence of a bachelor's degree (or its equivalent) from a regionally accredited institution and, for international applicants, proof of English language proficiency. [15]",,True,False,,False,False,False,,,institute,Doctor of Philosophy in Industrial Engineering,https://www.gatech.edu/academics/masters-degree-programs,
,,,,,,,,,,,,error,"Doctor of Philosophy in International Affairs, Science, and Technology",https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,"The curriculum for the PhD in Machine Learning is truly multidisciplinary, containing courses taught in nine schools across three colleges at Georgia Tech: the Schools of Computational Science and Engineering, Computer Science, and Interactive Computing in the College of Computing; the Schools of Aerospace Engineering, Chemical and Biomolecular Engineering, Industrial and Systems Engineering, Electrical and Computer Engineering, and Biomedical Engineering in the College of Engineering; and the School of Mathematics in the College of Science.",,False,False,,True,False,False,,,program,Doctor of Philosophy in Machine Learning,https://www.gatech.edu/academics/masters-degree-programs,
Required,Required,"A complete application consists of the Georgia Tech graduate application, essays, transcripts from each college/university attended, three letters of recommendation, and official GMAT/GRE scores. [6] Primary factors considered in the evaluation process include: Overall undergraduate and (if applicable) graduate grade point averages, GMAT or GRE scores, compatible research interests with faculty, career interests and goals as stated in the essay, excellent letters of evaluation, appropriateness for graduate study, and the ability to handle advanced-level research. [8] Applicants should also have a strong background in college-level mathematics, particularly knowledge of linear algebra, calculus, and statistics. [8]",Not Required,False,False,True,False,False,False,,,program,Doctor of Philosophy in Management,https://www.gatech.edu/academics/masters-degree-programs,
Required,Required,"An undergraduate degree GPA of at least 3.2 is required to pursue a Ph.D. Students with a BS or/and MS degree in Materials Science and Engineering, Polymer Science and Engineering, Ceramic Engineering, Metallurgical Engineering, Chemical Engineering, Mechanical Engineering, Textile Engineering, Chemistry, Biomedical Engineering, Biology, Physics, or in a related field of science and engineering can be admitted in the graduate program. Evaluation is based on the candidate's academic record, letters of recommendation, and a biographical essay.",Not Required,True,False,,True,False,False,,,program,Doctor of Philosophy in Materials Science and Engineering,https://www.gatech.edu/academics/masters-degree-programs,
Required,Required,To be eligible to apply to any of the graduate programs in the School of Mathematics a student must receive a 4 year bachelor's degree or equivalent from a recognized institution of higher learning before enrolling. The degree should be in mathematics or a related subject including at least a year of advanced mathematical study beyond calculus and beginning linear algebra.,Not Required,False,True,,True,False,False,,,program,Doctor of Philosophy in Mathematics,https://www.gatech.edu/academics/masters-degree-programs,
,,,,False,False,False,False,False,False,,,none,Doctor of Philosophy in Mechanical Engineering,https://www.gatech.edu/academics/masters-degree-programs,
Required,Required,"Students accepted into the PhD program in Music Technologyходят to hold a Masters degree in Music Technology or from an allied field, such as computing, music, engineering, or media arts and sciences. All applicants must demonstrate mastery of core masters-level material covered in Music Technology. This includes proficiency in: Music theory, performance, composition, and/or analysis; Music Information Retrieval, Digital Signal Processing and Synthesis; Interactive Music Systems Design; and Music Cognition. Proficiency will be assessed through review of a portfolio of the applicant's work and an interview process. [7]",Not Required,False,False,False,True,False,False,,,program,Doctor of Philosophy in Music Technology,https://www.gatech.edu/academics/masters-degree-programs,
,,"The interdisciplinary Neuroscience and Neurotechnology Ph.D. program at Georgia Institute of Technology welcomes applications from students with undergraduate training in a broad range of areas including psychology, biology, mathematics, engineering, and computing. [9] Prospective students apply through Georgia Tech's online graduate application. [9]

Summary of Requirements & Curriculum on the pathway to the degree:
- A program of study in neuroscience core and depth courses.
- A series of seminar/journal club & professional development courses intended to prepare students for their qualifying exam and thesis defense.
- A qualifying exam that includes the creation and oral defense of an NIH F31 style or similar proposal of the student's proposed thesis research topic.
- At least one scientific paper in which the student played a central role, accepted for publication or indexed on a preprint server (e.g. bioRxiv).
- A written Ph. D. thesis and public defense of that thesis. [5, 7]",,True,True,,True,False,False,,,program,Doctor of Philosophy in Neuroscience and Neurotechnology,https://www.gatech.edu/academics/masters-degree-programs,
,,,,,,,False,False,False,,,institute,Doctor of Philosophy in Nuclear Engineering,https://www.gatech.edu/academics/masters-degree-programs,
,,,,False,False,False,True,False,False,,,program,Doctor of Philosophy in Nuclear Engineering – Medical Physics Option,https://www.gatech.edu/academics/masters-degree-programs,
,,,,False,False,False,False,False,False,,,none,Doctor of Philosophy in Nuclear Engineering – Nuclear Enterprise Management Option,https://www.gatech.edu/academics/masters-degree-programs,
,,,,,,,,,,,,error,Doctor of Philosophy in Operations Research,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Doctor of Philosophy in Physics,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Doctor of Philosophy in Psychology,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Doctor of Philosophy in Public Policy,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Doctor of Philosophy in Robotics,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Graduate Embedded Certificate in Astrobiology,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,"The Biorobotics Certificate program is open to graduate students enrolled in any degree program at the Georgia Institute of Technology. The requirements outlined are supplemental to the certificate requirements established by the Georgia Institute of Technology: Student must complete a graduate degree in any academic unit of the Georgia Institute of Technology; Student must complete two Biorobotics core courses, both with a grade of B or higher; Student must complete two Biorobotics electives, both with a grade of B or higher. [3, 4]",,True,False,,True,False,False,,,program,Graduate Embedded Certificate in BioRobotics,https://www.gatech.edu/academics/masters-degree-programs,
Required,Required,"The Graduate Embedded Certificate in Computational Materials Science and Engineering is for students already pursuing a graduate degree at Georgia Tech. The application requirements listed here are for the School of Materials Science and Engineering (MSE) graduate program. A minimum undergraduate GPA of 3.0 is required for the M.S. program. [4] All applicants must submit a resume, a statement of purpose (SOP), and three letters of recommendation. [4] Students with a B.S. or M.S. degree in fields like Materials Science and Engineering, Chemical Engineering, Mechanical Engineering, Chemistry, Physics, or a related science/engineering field are eligible for admission. [4]",Not Required,True,False,,True,False,False,,,program,Graduate Embedded Certificate in Computational Materials Science and Engineering,https://www.gatech.edu/academics/masters-degree-programs,
,,,,,,,,,,,,error,Graduate Embedded Certificate in Geographic Information Systems,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,"The Graduate Embedded Certificate in Industrial Design Fundamentals is not a stand-alone program but is integrated into the Master of Industrial Design (MID) for students without a prior design background. [1] As such, applicants must apply to the associated master's program. The application is submitted through Georgia Tech's main graduate studies portal.",,True,False,False,True,False,False,,,program,Graduate Embedded Certificate in Industrial Design Fundamentals,https://www.gatech.edu/academics/masters-degree-programs,
,,,,False,True,,False,False,False,,,institute,Graduate Embedded Certificate in Mechanical Properties of Materials,https://www.gatech.edu/academics/masters-degree-programs,
,,"This is an embedded certificate, and there are no specific application requirements listed for the certificate itself on the Georgia Institute of Technology website. [5] Students must be admitted to a graduate degree program at Georgia Tech to pursue this certificate. [5]",,False,False,,True,False,False,,,program,Graduate Embedded Certificate in Micro Electro Mechanical Systems,https://www.gatech.edu/academics/masters-degree-programs,
,,,,,,,,,,,,error,Graduate Embedded Certificate in Public Policy,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Graduate Embedded Certificate in Remote Sensing,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,"Graduate Embedded Certificate in Science, Technology, and Society",https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,"All applicants, both domestic and international, must submit an online application. A non-refundable application fee of $95 is required for each application, with a reduced fee of $25 for each additional application in the same term. Applicants must hold a bachelor's degree or its equivalent from a recognized institution. Official transcripts from all previously attended colleges or universities are required. International applicants may also need to provide English language proficiency scores.",,False,True,,False,False,False,,,institute,Graduate Embedded Certificate in Space Entrepreneurship,https://www.gatech.edu/academics/masters-degree-programs,
Required,Required,"Application requirements for the Graduate Stand-Alone Certificate in Business Analytics include a bachelor's degree from an accredited institution, and work experience is strongly preferred. [10] The Georgia Tech online graduate admissions application requires the submission of unofficial transcripts, a resume, a statement of purpose, and two letters of recommendation with the names and email addresses of the recommendation providers. [10] For international applicants, proof of English language proficiency is required. [10] There is an application fee of $95 for domestic applicants and $105 for international applicants. [10]",Not Required,True,False,,False,False,False,,,program,Graduate Stand-Alone Certificate in Business Analytics,https://www.gatech.edu/academics/masters-degree-programs,
Required,Required,"All applicants are expected to have an undergraduate Bachelor's degree in engineering or hard sciences from a regionally accredited institution. [1] Work experience is strongly preferred. [1] Your application will not be reviewed until all of your supporting documents have been submitted, including unofficial transcripts, TOEFL scores (if applicable), and letters of recommendation. A Statement of Purpose is also required. [1]",Not Required,True,True,True,True,False,False,,,program,Graduate Stand-Alone Certificate in Data Science for the Chemical Industry,https://www.gatech.edu/academics/masters-degree-programs,
,,General application requirements are not specified at the institute level. Applicants are advised to consult the website of their specific program of interest for a list of required materials.,,False,True,,False,False,False,,,institute,Graduate Stand-Alone Certificate in Emerging Technologies and Proliferation,https://www.gatech.edu/academics/masters-degree-programs,
Required,Required,"The multidisciplinary Graduate Certificate in Global Development is a 12-credit hour program for degree-seeking graduate students and post-baccalaureate students studying on a non-degree basis. [1] Applicants must have a four-year baccalaureate degree from an accredited university or college. [6] Admission is offered to those who appear to have the highest potential for successful graduate-level study. [6] The admission committee considers several factors when making admission decisions, including academic performance at prior institutions. [6] Required application materials include official transcripts and two letters of recommendation. [1] International applicants must also submit TOEFL or IELTS scores. [1, 6]",Not Required,True,False,,False,False,False,,,program,Graduate Stand-Alone Certificate in Global Development,https://www.gatech.edu/academics/masters-degree-programs,
,,"The Georgia Institute of Technology's graduate application process is managed by individual academic programs. As such, general, institute-level application requirements are not specified; applicants must refer to their specific program of interest for a detailed list of required documents and materials.",,False,True,,False,False,False,,,institute,Graduate Stand-Alone Certificate in International Security and Aerospace Systems,https://www.gatech.edu/academics/masters-degree-programs,
,,,,False,False,False,False,False,False,,,none,Graduate Stand-Alone Certificate in Medical Physics,https://www.gatech.edu/academics/masters-degree-programs,
,,,,,,,,,,,,error,Graduate Stand-Alone Certificate in Sustainable Energy and Environmental Management,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,False,False,False,False,False,False,,,none,Tech-to-Teaching Certificate,https://www.gatech.edu/academics/masters-degree-programs,
,,,,,,,,,,,,error,Graduate Leadership Program,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,False,False,False,False,False,False,,,none,"Sam Nunn Center for International Strategy, Technology, and Policy Fellowships",https://www.gatech.edu/academics/masters-degree-programs,
,,,,,,,,,,,,error,Jacket Job-Ready Challenge,https://www.gatech.edu/academics/masters-degree-programs,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
