Concentration name,description,program website url,Accreditation status,Level,Program name,Program Page url,error
"['Dental materials', 'Endodontics', 'Orthodontics', 'Pediatric dentistry', 'Periodontology', 'Prosthodontics']","If you hold a doctorate in dentistry (D.D.S. or D.M.D.) and are ready to take the next step on your career path, the Indiana University School of Dentistry's Master of Science in Dentistry (M.S.D.) degree program is for you. [9] Choose the advanced dental education degree program that will prepare you for clinical practice or teaching. [9] The M.S.D. program is a combined degree and certificate program; the school does not offer the option to earn only a clinical certificate. [9]",https://dentistry.iu.edu/academics/degrees-programs/graduate/msd/index.html,,Master,Dentistry (Master),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,Digital Media Design (Master's Degree Program),https://graduate.indiana.edu/degrees-programs/degrees.html,
Teacher Education and Curriculum Studies (Early Childhood Education Focus),"This program is designed for students who wish to: be professors who will prepare early childhood professionals; conduct research on issues impacting policy and practice; and/or work for an agency, institution, or organization that focusses on young children and families. You'll work closely with faculty to become familiar with scholarship in the field, undertake mentored and independent research, and become part of the wider community of scholars. The program emphasizes quality care and education across diverse cultures and contexts for birth to age 8; curriculum leadership; the value of play; and early childhood teacher education. [1]",https://education.indiana.edu/graduate/programs/doctoral/curriculum-instruction-phd-teacher-education-curriculum-studies-specialization-early-childhood-education-focus.html,,PhD,Early Childhood Education (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
"['Water Resources', 'Geochemical Processes', 'Physical Earth', 'Human and Environmental Systems']","Students in this program come from a range of science backgrounds but share a common interest in studying and discovering the interactions between earth processes and humans. The Ph.D. program prepares students for academic positions; research; and leadership positions in local, state, national, or private environmental organizations. You'll graduate ready to assess complex environmental systems and assist in providing sound options and solutions for optimizing human-environment interactions.",https://sciences.iupui.edu/earth-environmental/academics/degrees-programs/applied-earth-sciences-phd/index.html,,Doctor of Philosophy,Earth Sciences (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,Economic and Demographic Data Analysis (Certificate),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,PhD,Economics (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,Education (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Educational Administration (Master's),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Educational Leadership (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,"Educational Technology for Learning (M.S.Ed. in, Online Collaborative)",https://graduate.indiana.edu/degrees-programs/degrees.html,Failed to parse JSON response
,,,,Doctoral,Elementary Education (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,https://graduate.indiana.edu/degrees-programs/degrees.html,,Doctoral,Engineering (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,English (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
"['genre (the novel, poetry, drama)', 'a period (such as the Middle Ages or 19th Century)', 'a specialty (such as postcolonial studies, American literature and culture, feminist theory, or composition, rhetoric and literacy)']","With this Master's degree, you focus on a particular concentration—a genre, a period, or a specialty. This degree requires a minimum of 30 credit hours, including one 700-level seminar. [10] You select at least three courses in a single area of concentration, such as a genre (the novel, poetry, drama), a period (such as the Middle Ages or 19th Century), or a specialty (such as postcolonial studies, American literature and culture, feminist theory, or composition, rhetoric and literacy). [10] Up to eight credit hours in graduate courses outside the department may be counted toward the degree, with the prior approval of the Director of Graduate Studies. [10]",https://english.indiana.edu/graduate/ma-phd-degrees/ma-special-field-concentration.html,,Master's,English (Master's Degree Program),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,Masters,English Language Studies (Master's),https://graduate.indiana.edu/degrees-programs/degrees.html,
,"O'Neill's Ph.D. in Environmental Science Program provides skills and training in the basic and applied sciences to solve contemporary environmental problems. You'll research and learn how to communicate solutions to policy makers, natural resource managers, and the general public. Through our interdisciplinary program, you'll benefit from collaborative research among scientists from various natural and social science disciplines. As a student in our Ph.D. in Environmental Science Program, you'll: Acquire substantial knowledge in a primary environmental science concentration; Develop breadth in related environmental science fields; Become proficient in advanced research methods and develop expertise in a chosen dissertation topic; Develop expertise in a chosen research topic, composing a dissertation of original research with careful and thoughtful analysis and interpretation of the findings.",https://oneill.indiana.edu/doctoral/degrees-programs/environmental-science.html,,Doctoral,Environmental Science (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
,"As an M.S.Ed. student in Evidence-Based Practices in Educational Psychology, you'll examine recent and ongoing educational trends to better your own teaching capabilities. [3] By bridging educational psychology, program evaluation, educational leadership, and implementation science, this M.S.Ed. program can help you better understand and implement current best practices. [3] You'll graduate with an Indiana University degree respected by employers worldwide—and you can work on yours anytime and anywhere. [3] Plus, you'll enjoy personalized support services throughout your academic journey. [3]",https://online.iu.edu/degrees/evidence-based-practices-education-psychology-msed.html,A bachelor's degree from an accredited institution (minimum accumulative GPA 2.75 out of 4.00) [is required for admission].,Master of Science in Education,"Evidence-Based Practices in Educational Psychology (M.S.Ed. in, Online)",https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,Masters,Finance (MS),https://graduate.indiana.edu/degrees-programs/degrees.html,
"['Ph.D. in French & Francophone Studies', 'Ph.D. in Italian Studies']","The Department of French and Italian at Indiana University offers doctoral programs for students in French, Italian, or both. The Ph.D. in French & Francophone Studies provides students with rigorous training in literary criticism and theory, literary and political history, and the study of French and Francophone literatures and cultures from the medieval period to contemporary times. Faculty expertise includes literature and philosophy, cognitive studies, the digital humanities, Francophone and Global studies, Feminist and Gender studies, and film studies. The Ph.D. in Italian Studies offers robust training in literary criticism, literary history, and critical theory. The program has particular strengths in medieval and Renaissance studies, 19th- and 20th-century literature and culture, film and media studies, and intellectual history.",https://frit.indiana.edu/graduate/index.html,,Doctoral,Foreign Languages (Doctoral),https://frit.indiana.edu/graduate/index.html,
,,,,,Geographic Information Systems (Certificate),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,Geospatial Intelligence (Certificate),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,Global Studies (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,Health Administration (Master),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,Doctoral,Health Professions (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
,"The online Master of Science in Healthcare Management (MSHM) program at Indiana University is a prestigious and demanding 36-credit-hour degree experience offered by the Kelley School of Business (KSB) and the Paul H. O'Neill School of Public and Environmental Affairs (O'Neill). Both schools have top-ranked master's programs and world-renowned faculty. Developed in consultation with over 50 healthcare leaders from across the industry to identify the skills our graduates need, our goal is to educate and equip students for effective leadership in the health services industry at both local and national levels. Tailored for both early-career and mid-career professionals, the program delivers a solid foundation of knowledge and practical skills. It incorporates innovative learning experiences, tested and enriched through hands-on partnerships within the health services community. The MSHM program instills in new professionals the application of ethics-based leadership principles and project management skills, enabling graduates to take their first steps into leadership roles or progress in their current positions within the healthcare industry. We prepare students for leadership across various health-focused sectors, including hospitals, healthcare consulting firms, pharmaceutical companies, medical device companies, insurance, long-term care facilities, and more.",https://online.indiana.edu/degrees/master-science-healthcare-management,The Indiana University Paul H. O'Neill School of Public and Environmental Affairs' Master of Science in Healthcare Management program is accredited by the Commission on Accreditation of Healthcare Management Education (CAHME).,Master of Science,Healthcare Management (M.Sc.),https://graduate.indiana.edu/degrees-programs/degrees.html,
,"The Ph.D. in Higher Education Program at Indiana University prepares individuals for careers as college and university administrators, institutional researchers, policy analysts, and faculty members. The curriculum places a strong emphasis on research and theory, including a deep exploration of an academic discipline typically chosen from outside the School of Education. The program offers significant flexibility with a limited number of required courses, enabling students to specialize in their areas of interest. A robust set of inquiry (methodology) courses is a core component, which is vital for careers in institutional research, policy analysis, or academia. Doctoral dissertations are expected to have a strong theoretical foundation. [3]",https://education.indiana.edu/graduate/programs/doctoral/higher-education.html,,Doctoral,Higher Education and Student Affairs (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
"['African history', 'Ancient history', 'Asian history', 'British history', 'Cultural History', 'Early Modern European history', 'East European history', 'Latin American history', 'Medieval history', 'Middle Eastern history', 'Modern European history', 'Russian history', 'United States history', 'World history']","The graduate program in history at Indiana University provides formal coursework and opportunities for independent study across nearly all recognized chronological and geographical fields. The department maintains a strong commitment to interdisciplinary studies, collaborating closely with various area studies programs, academic journals, and historical organizations. The curriculum is structured to foster the development of students' knowledge alongside their critical and analytical skills. Graduates are prepared for careers as professional historians in diverse settings, including public history, editing, librarianship, and government service, in addition to roles in historical research and teaching at all levels. A doctoral degree in history opens pathways to employment in academic research, college-level teaching, and positions within public history, museums, historical organizations, and government agencies.",https://history.indiana.edu/graduate/doctoral-degree/index.html,,Doctoral,History (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,"History of Education (Ph.D. in History, Philosophy, and Policy in Education)",https://graduate.indiana.edu/degrees-programs/degrees.html,Failed to parse JSON response
Education Policy Studies,"What an wee to boost school access and graduation rates to address racial and other inequities, and how can we balance school choice with the benefits of public education? How do we best evaluate student and teacher performance, and how do we reform schools to improve such performance? How can education law best be used to advance social justice and balance freedom of speech with the instructional mission of public schools? These are just a few of the questions and challenges that education policymakers face in the 21st century. In this Ph.D. program, you will learn how to research a range of educational problems and challenges, with a focus on justice and equality of opportunity, from kindergarten through graduate school, and from the United States to Indonesia. [1]",https://education.indiana.edu/graduate/programs/doctoral/history-philosophy-policy-education-education-policy-studies.html,,Ph.D.,"History, Philosophy, and Policy in Education – Specialization in Education Policy Studies (Ph.D.)",https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,"Holocaust, Genocide, and Human Rights Studies (Certificate)",https://jewishstudies.indiana.edu/undergraduate/jewish-studies-certificate.html,Failed to parse JSON response
Human Development Track,"Examine human development from conception to the end of life. As a student in this program, you will study biological, cognitive, and socio-emotional changes across the lifespan, including practical implications for families, schools, and community settings. This 36-credit hour program teams students with faculty specializing in typical and atypical development during childhood, adolescence, and adulthood. The program has a strong emphasis on research, including developmental methodology and statistical analysis.",https://education.indiana.edu/graduate/programs/masters/learning-developmental-sciences-human-development.html,,M.S.Ed.,Human Development (M.S.Ed. in Learning and Developmental Sciences),https://graduate.indiana.edu/degrees-programs/degrees.html,
,"Industrial/Organizational psychology applies the scientific method to understand human behavior in the workplace. Understanding behavior leads to finding solutions to workplace problems. It's one of the fastest-growing occupations in the country. You'll graduate from this Master of Science program prepared to work in consulting, HR training and development, and data analytics. [5]",https://www.indiana.edu/academics/degrees-majors/degree/industrial-organization-psychology-ms-iu-indianapolis,,Master of Science,Industrial Organization Psychology (M.Sc.),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,Information Technology (Master's),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,"Instructional Systems Technology (M.S.Ed., Online)",https://graduate.indiana.edu/degrees-programs/degrees.html,Failed to parse JSON response
,,,,,International Banking and Monetary Systems (Certificate),https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGrfDNIxqjN7mvqJm2bta53cI5XnkPC0GUfrbdKYdJ8JE9YP0ltzu0nCuJ3jqH-iYI_4d-ORJqSml3UjZNCLCwoj9xH1mwO6WcPPit1ijN_WUKTXStEkmXcpHmcHMgogwpM06tLpvGNpzLecvCVh2fibghHmqMQ0rvssznDBpOajwxteg==,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
Journalism,"Expand your knowledge and practical skills in a specialized area of the media industry. The Media School's professional master's degree will provide you with a comprehensive set of technological and practical tools to launch you to the next level of your career. The Master of Science in media is ideal for media practitioners seeking new skills, recent college graduates ready for the next level of training, and nonmedia professionals looking to make a career change.",https://mediaschool.indiana.edu/graduate-programs/ms-in-media/index.html,,M.S. in Media,Journalism (Master's Degree Program),https://graduate.indiana.edu/degrees-programs/degrees.html,
"['Biomechanics', 'Ergonomics', 'Exercise Physiology', 'Exercise and Sport Psychology', 'Sport and Coaching Science', 'Motor Learning']","The Master of Science in Kinesiology provides you with a broad foundation through its core courses, which include advanced topics in athletic training research, the psychological foundation of exercise and sport, and the fundamentals of interpreting research. [8] Students will explore human movement and muscular control, including how to research, analyze, and interpret data in human performance. [9] The program is designed to prepare professionals for leadership roles as physical educators or exercise specialists and prepares students for advanced graduate work or careers in various emphasis areas. [3] You may choose from electives that cover cardiac assessment in exercise testing, muscle physiology, and advanced theories of high-level performance. [9] The M.S.K. degree includes 18 hours of major topics in kinesiology and human performance, as well as 18 hours of interdisciplinary elective courses. [9] The program offers a thesis and non-thesis option for all tracks. [8]",https://sphiu.publichealth.indiana.edu/degrees-and-admissions/graduate/masters-programs/kinesiology-ms.html,"The official Indiana University Bloomington program accreditation page lists accreditation for 'Kinesiology—Athletic Training (M.S.)' by the Commission on Accreditation of Athletic Training Education (CAATE) with the last accreditation in 2018. [6] However, the main pages for the general Kinesiology M.S. degree do not state this accreditation applies to all emphasis areas within the broader program.",Master of Science,Kinesiology (M.Sc.),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,Kinesiology and Physical Therapy (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,Law (Master of Jurisprudence),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,Learning and Developmental Sciences – Educational Psychology Track (M.S.Ed.),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Learning and Developmental Sciences – Human Development Track (M.S.Ed.),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Learning and Developmental Sciences – Learning Sciences Track (M.S.Ed.),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Learning Sciences (M.S.Ed. in Learning and Developmental Sciences),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Legal Studies (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Liberal Arts and Humanities (Master's),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,"The Certificate in Literary Translation testifies to a complete course of study in the practice and theory of literary translation. As a complement to a graduate qualification in comparative literature or any other area of study, the certificate offers a clear advantage to students in a complex and multilingual world. [2] The certificate program requires a seminar in translation theory and workshops in the practice of literary translation, as well as advanced graduate work in another language department. [2] Certificate students collaborate with faculty and the translation studies committee to complete and present a substantial project. This entails the translation of a literary or scholarly work into English along with an essay addressing the theoretical and practical issues salient in the translation process. [2, 3] The program comprises 21-24 credits. [3]",https://complit.indiana.edu/graduate/literary-translation-certificate.html,,Certificate,Literary Translation (Certificate),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,Local Government Management (Certificate),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,Mass Communication (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
"Students earning a Ph.D. in Mathematical Sciences have the option to specialize in pure mathematics, applied mathematics or mathematical statistics. [2, 8]"," ThePh. D. in Mathematical Sciences is offered in the Department of Mathematical Sciences. Students earning aPh. D. in Mathematical Sciences have the option to specialize in pure mathematics, applied mathematics or mathematical statistics. Our department is currently doing research in integrable systems, mathematical physics, dynamical systems, noncommutative geometry, operator algebras, differential geometry, partial differential equations, functional analysis, statistics and probability, applied mathematics, biomathematics, computational neurosciences, and scientific computing. [2]",https://science.iupui.edu/academics/degrees-programs/degrees/mathematical-sciences-phd/index.html,,PhD,Mathematical Sciences (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,Mathematics (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
Specialization in Mathematics Education,"The 60-credit, post-masters Ed. D. degree is for experienced mathematics teachers, instructional leaders, and others wishing to pursue a doctorate focusing on mathematics education. [1] This fully online program offers flexibility for working professionals from across the U.S. and around the world. [1] Courses are taught by world-renowned mathematics education faculty. [1] As a student in the Ed.D. in Curriculum and Instruction with a specialization in mathematics education, you'll develop the skills you need to work in a variety of educational domains, such as research, teacher education, and curriculum development. [2] This program allows you to learn new strategies for engaging students—from problem-based, discussion-rich teaching methods to appropriate uses of technology in math classrooms. [2] Courses focus on: effective mathematics teaching, mathematical thinking and learning, equity in mathematics education, mathematics curriculum, problem solving, teaching mathematics with digital technologies, mathematics assessment, and mathematics teacher education. [1, 2]",https://education.indiana.edu/graduate/doctoral/curriculum-instruction-online/index.html,"Requires a Bachelor's degree and a Master's degree from an accredited institution. [1, 2]",Doctor of Education,"Mathematics Education (Ed.D. in Curriculum and Instruction, Online)",https://graduate.indiana.edu/degrees-programs/degrees.html,
Specialization in Mathematics Education,"The Ph.D. prepares students to do research and teach mathematics and mathematics education at colleges and universities. Specifically, this 90-credit hour Ph.D. program prepares you to conduct original research on topics in Mathematics Education, such as studies on how students and teachers learn mathematics, examinations of equity in mathematics education, assessments of students' and teachers' mathematical knowledge, studies about teachers' beliefs, and studies about how technology can be used to enhance mathematics learning. The doctoral program focuses on K-12 mathematics teaching and learning. [4] Most students entering the program have K-12 teaching experience, and graduates of the program often become university faculty who prepare elementary and secondary teachers. [4]",https://education.indiana.edu/graduate/programs/doctoral/curriculum-instruction-specialization-mathematics-education.html,,Ph.D.,Mathematics Education (Ph.D. in Curriculum and Instruction),https://graduate.indiana.edu/degrees-programs/degrees.html,
Applied Statistics,"Students in the Master of Science in Applied Statistics degree program learn the basis for the application of modern statistical methods. In addition to the basic theoretical foundations, areas of methodology include regression analysis, design of experiments, multivariate analysis, quality control, survival analysis, time series, sample surveys, categorical, and nonparametric methodology. All applied courses use and emphasize the importance of modern statistical computing software. You'll learn to use a broad base of practical techniques and applications from a wide variety of fields. At the same time the student's background in theory is developed so the learning process will continue in any professional environment pursued after graduation. You'll graduate with broad training in statistical methodology that is suitable for applications in industry, medicine, business and government.",https://graduate.indiana.edu/degrees-programs/degrees.html,,Master of Science (M.S.),"Mathematics, Applied Statistics (M.Sc.)",https://graduate.indiana.edu/degrees-programs/degrees.html,
"The official Indiana University websites do not specify a distinct concentration name for the general Master of Science in Medical and Molecular Genetics program. However, the program does offer a specific track or plan in 'Genetic Counseling'. [4]","The Master of Science in Medical and Molecular Genetics is an independent degree designed to prepare students for careers in laboratory research or education. [1, 3] Students must complete a minimum of 30 credit hours of approved coursework with at least a 3.0 GPA. [1] The curriculum includes at least 20 hours in Medical Genetics or approved equivalents, with required courses such as Basic Human Genetics, Clinical Genetics, Molecular and Biochemical Genetics, Human Cytogenetics, and Population Genetics. [1] Students completing the research-focused Master of Science will be able to demonstrate an in-depth understanding of medical and molecular genetics, integrate biological knowledge from various approaches, critically analyze scientific literature, and present scientific ideas. [4] For the degree completion, students have the option to either prepare and defend a Master's thesis, have a first-authorship on a refereed publication with departmental approval, or complete an additional six hours of non-research coursework. [1]",https://medicine.iu.edu/genetics/education/graduate-degrees,"The official Indiana University websites do not mention a specific accreditation for the Master of Science in Medical and Molecular Genetics program itself. However, it is noted that the laboratories within the Department of Medical and Molecular Genetics are accredited by the College of American Pathologists (CAP) and certified by CLIA. [7] The related Clinical Genetics Residency program is accredited by the Accreditation Council for Graduate Medical Education (ACGME). [2]",Masters,Medical and Molecular Genetics (M.Sc.),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,Medical Science (M.Sc.),https://graduate.indiana.edu/degrees-programs/degrees.html,
"['MD dual degree programs allow medical students to adjust the traditional four-year MD education schedule to complete coursework for a PhD, MBA, JD, MPH, MS or MA.', 'Scholarly Concentrations and certificate programs']","Indiana University School of Medicine offers a nationally recognized, fully accredited four-year medical education program leading to a Doctor of Medicine (MD) degree. The MD program at IU School of Medicine is the largest undergraduate medical education program in the United States. [12] With nine campuses and strong partnerships with teaching hospitals throughout the state, the school offers unparalleled opportunities and resources for students to explore their interests and pursue specialty training to prepare for successful careers. [12] After students complete this phase of medical education, they often match to highly desirable residency programs — either at IU School of Medicine or other competitive medical schools — to continue training. The four years of medical school are divided into three phases. The first two years focus on the basic sciences with clinical integration; the third- and fourth-years are devoted solely to clinical experiences with emphasis on specialty training for career placement in the fourth year. [12] Required third-year clerkships include eight-week rotations in Internal Medicine, Pediatrics and Surgery; four-week rotations in Family Medicine, Neurology, OB/Gyn and Psychiatry; and a two-week rotation in Anesthesia. [12] Fourth year electives provide students the flexibility to pursue focused training in specific areas of medicine. [12]",https://medicine.iu.edu/md-program,"The Doctor of Medicine (MD) program at Indiana University School of Medicine is fully accredited. [12] The accrediting body for MD programs in the United States is the Liaison Committee on Medical Education (LCME). [2, 17]",Doctoral,Medicine (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
Addictions Track,"This 60-credit hour degree prepares you for a career as an addictions-focused counselor in a variety of community settings. The evidence-based curriculum and practical training spans prevalence, prevention, and treatment of substance use disorders. Through a combination of coursework, laboratory experiences, practica, and internships you'll develop effective counseling skills and gain the qualifications and confidence needed to help others. [1]",https://education.indiana.edu/graduate/programs/masters/counseling-addictions.html,"The M.S. Ed in Mental Health Counseling and Counselor Education is accredited by the Masters in Psychology and Counseling Accreditation Council (MPCAC) for the period of August, 2018 through August, 2028. [1]",M.S.Ed.,Mental Health Counseling and Counselor Education – Addictions Track (M.S.Ed.),https://graduate.indiana.edu/degrees-programs/degrees.html,
Mental Health Track,"This 60-credit hour degree prepares you for a career as a professionally-licensed mental health counselor in a variety of community settings. Through a combination of coursework, laboratory experiences, practica, and internships you'll develop effective counseling skills and gain the qualifications and confidence needed to help others.",https://education.indiana.edu/academics/graduate/masters/mental-health-counseling.html,"The M.S. Ed in Mental Health Counseling and Counselor Education is accredited by the Masters in Psychology and Counseling Accreditation Council (MPCAC) for the period of August, 2018 through August, 2028.",M.S.Ed.,Mental Health Counseling and Counselor Education – Mental Health Track (M.S.Ed.),https://graduate.indiana.edu/degrees-programs/degrees.html,
,"The Master of Science (MS) degree program in the Department of Microbiology and Immunology prepares research scientists for productive careers at a highly competitive level in the ever-changing health care market place. [4] The department offers didactic coursework sufficient for rapid mastery of concepts central to the discipline while emphasizing active student involvement in the laboratory as quickly as possible. [4] Students are engaged in ongoing accrual of knowledge and accomplishments in the Department of Microbiology and Immunology through attendance at the weekly departmental seminar, participation in the weekly departmental research in progress meeting, participation in journal clubs and research meetings and attendance and presentations at local and national meetings. [4] The program provides varied forums to enhance student communication and teaching skills and expects training to be completed in two to three years, producing independent, creative investigators. [4]",https://medicine.iu.edu/graduate-degrees/masters/microbiology-immunology,,Master of Science,Microbiology and Immunology (M.Sc.),https://graduate.indiana.edu/degrees-programs/degrees.html,
Students will select one of the following three MELC core areas as their primary field: Arabic Language and Linguistics; Islamic Studies and Pre-Modern Middle Eastern Cultures; or the Modern Middle East. [5],"The Department of Middle Eastern Languages and Cultures is affiliated with the Hamilton Lugar School of Global and International Studies (HLS) in the College of Arts and Sciences, dedicated to providing Indiana University graduate students with the intellectual tools they will need to live, work, and thrive in the globalized world of the twenty-first century. [5] The Ph.D. in Middle Eastern Languages & Cultures at HLS allows students to work with renowned IU faculty and prepares them for an academic career at the university or college level. [4] Graduates develop a strong language foundation and expertise in this critical region of the world. [4] Developing language expertise is a core part of the Ph.D. program, requiring three non-English languages: a major MELC language (normally Arabic, Hebrew, Persian, or Turkish), a minor MELC language, and a European research language. [4] The Ph.D. program culminates in written and oral exams, as well as a dissertation. [4]",https://hls.indiana.edu/academics/graduate/doctoral/melc.html,,Doctorate,Middle Eastern Languages and Cultures (Doctorate),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,Masters,Museum Studies (Master's Degree Program),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,Music (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,Failed to parse JSON response
,,,,,Music Performance (Master's),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
